"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.835999941E-3,5.214855652E0,8.690927124E-1,1.270767426E1
2.277399995E-2,5.018613739E0,3.013233948E-1,1.043974045E1
4.271199997E-2,4.521647186E0,7.165599060E-1,7.605234833E0
6.264999998E-2,4.616998901E0,1.184337158E0,6.467600555E0
8.258799999E-2,5.208568726E0,1.978286133E0,6.342311096E0
1.025260000E-1,5.737568665E0,2.317181396E0,6.766828308E0
1.224640000E-1,5.541626129E0,2.254012756E0,7.272626495E0
1.424020000E-1,5.318140869E0,1.819616089E0,7.908354492E0
1.623399999E-1,4.974305878E0,1.884431305E0,8.688681793E0
1.822779999E-1,4.081861725E0,1.897753601E0,9.146729279E0
2.022159999E-1,3.006497955E0,1.692680054E0,8.733887787E0
2.221540000E-1,1.713187408E0,1.447938995E0,8.581953735E0
2.420920000E-1,1.303938446E0,1.435365143E0,8.794511719E0
2.620300000E-1,1.754950562E0,1.072220306E0,9.258696442E0
2.819680000E-1,2.122885437E0,1.057850189E0,9.345515900E0
3.019060000E-1,2.415826263E0,1.042432251E0,8.704099731E0
3.218440000E-1,2.182162170E0,1.501826935E0,7.371570740E0
3.417819999E-1,2.398612061E0,9.078620911E-1,5.627098389E0
3.617199999E-1,2.141895905E0,2.153571625E0,5.771847382E0
3.816578750E-1,1.181343384E0,2.391277313E0,6.142027588E0
4.015958749E-1,2.720891876E0,1.703158264E0,7.367678833E0
4.215338749E-1,3.279530182E0,2.440973969E0,9.037157135E0
4.414718749E-1,3.134182434E0,1.983525238E0,8.231981506E0
4.614098750E-1,1.879341888E0,2.175126801E0,7.450606384E0
4.813478750E-1,5.246589661E-1,2.921923828E0,7.347021790E0
5.012858750E-1,2.059716797E-1,2.739303589E0,7.076085205E0
5.212238750E-1,2.544708252E-2,2.885250092E0,8.319399719E0
5.411618750E-1,1.050665131E0,3.209475861E0,8.974587250E0
5.610998750E-1,2.384691010E0,4.112248535E0,7.221283264E0
5.810378749E-1,3.430566101E0,4.479584656E0,8.212821350E0
6.009758749E-1,4.520599365E0,4.146527252E0,1.100167191E1
6.209148749E-1,4.937332764E0,4.211342468E0,1.242012222E1
6.408528750E-1,3.800895996E0,4.257296906E0,1.183109711E1
6.607908750E-1,2.881956940E0,6.699169006E0,9.683513031E0
6.807288750E-1,3.674708405E0,8.129594421E0,7.439379730E0
7.006668750E-1,2.302212524E0,9.224567413E0,9.277257843E0
7.206048750E-1,4.263134766E-1,8.433013458E0,9.294621735E0
7.405428750E-1,-1.075214081E0,8.350684662E0,8.296946411E0
7.604808749E-1,-1.645378418E0,1.002091141E1,7.063960419E0
7.804188749E-1,-1.930086365E0,1.005803421E1,4.094285889E0
8.003568749E-1,-2.612966309E0,8.470435638E0,1.241967316E0
8.202948750E-1,-6.541397095E-2,1.000788849E1,1.874252472E0
8.402328750E-1,-1.430575104E0,9.473350067E0,5.077441406E-1
8.601708750E-1,-1.383872223E0,7.669151917E0,3.579057312E-1
8.801088750E-1,5.310955811E-1,7.789950714E0,9.376501465E-1
