"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.141595840E-2,3.211811930E1,1.189531539E2,2.110940576E1,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.506900787E-2,3.211809598E1,1.189531748E2,2.118120980E1,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.506900787E-2,3.211809337E1,1.189531744E2,2.121296525E1,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
1.618835926E0,3.211801013E1,1.189535013E2,5.968573856E1,-1.000000000E0,-1.000000000E0,1.625748407E1,1.625748407E1
2.616715908E0,3.211800045E1,1.189535003E2,5.783179569E1,2.009999990E0,2.060156250E2,1.661837572E1,1.661837572E1
3.628082037E0,3.211799408E1,1.189534786E2,5.427637577E1,1.100000024E0,2.232421875E2,9.093205572E0,9.093205572E0
4.627317905E0,3.211799748E1,1.189534668E2,5.085071659E1,5.000000000E-1,2.204296875E2,6.256137738E0,6.256137738E0
5.621248960E0,3.211800293E1,1.189534621E2,4.823169804E1,5.000000000E-1,2.172656250E2,5.190322983E0,5.190322983E0
6.598301411E0,3.211802220E1,1.189534431E2,3.731366825E1,5.000000000E-1,2.552343750E2,4.041691458E0,4.041691458E0
7.598300695E0,3.211805477E1,1.189534130E2,2.709003544E1,6.700000167E-1,3.090234375E2,3.535533906E0,3.535533906E0
8.598296762E0,3.211808486E1,1.189533891E2,2.433570194E1,6.700000167E-1,3.241406250E2,3.535533906E0,3.535533906E0
9.598297477E0,3.211811139E1,1.189533702E2,1.974067020E1,7.400000095E-1,3.297656250E2,3.535533906E0,3.535533906E0
1.059829021E1,3.211813083E1,1.189533540E2,1.861286259E1,7.400000095E-1,3.251953125E2,3.535533906E0,3.535533906E0
1.159828520E1,3.211814475E1,1.189533363E2,1.809461308E1,7.400000095E-1,3.048046875E2,3.535533906E0,3.535533906E0
1.259827590E1,3.211814856E1,1.189533299E2,1.809461313E1,7.400000095E-1,3.048046841E2,4.574567275E0,4.574567275E0
1.359827018E1,3.211815742E1,1.189533027E2,1.818079487E1,1.340000033E0,2.882812428E2,4.574567318E0,4.574567318E0
1.459825695E1,3.211816295E1,1.189532860E2,1.708167377E1,1.340000033E0,2.861718677E2,4.574567348E0,4.574567348E0
1.559825444E1,3.211816454E1,1.189532784E2,1.690375620E1,7.300000191E-1,2.830078085E2,4.574567370E0,4.574567370E0
1.659824669E1,3.211816634E1,1.189532627E2,1.688349256E1,1.000000000E0,2.826562445E2,4.574567402E0,4.574567402E0
1.759824479E1,3.211815905E1,1.189532470E2,1.699451551E1,1.000000000E0,2.626171819E2,4.574567450E0,4.574567450E0
1.859823763E1,3.211814866E1,1.189532262E2,1.794220843E1,1.299999952E0,2.555859304E2,4.574567513E0,4.574567513E0
1.959823418E1,3.211813610E1,1.189532083E2,1.888556782E1,1.340000033E0,2.485546805E2,4.574567576E0,4.574567576E0
2.059822726E1,3.211812311E1,1.189531841E2,1.960334135E1,1.730000019E0,2.503124908E2,4.574567651E0,4.574567651E0
2.159822011E1,3.211811744E1,1.189531636E2,2.016004301E1,1.730000019E0,2.615624904E2,4.574567712E0,4.574567712E0
2.259820938E1,3.211811644E1,1.189531511E2,1.999964253E1,1.370000005E0,2.763281173E2,4.574567751E0,4.574567751E0
2.359820426E1,3.211811797E1,1.189531383E2,2.074652971E1,1.250000000E0,2.932031185E2,4.574567785E0,4.574567785E0
2.459819567E1,3.211811762E1,1.189531224E2,2.155225481E1,1.250000000E0,2.896874934E2,4.574567824E0,4.574567824E0
2.559819138E1,3.211811745E1,1.189530985E2,2.239258696E1,1.750000000E0,2.830078029E2,4.574567875E0,4.574567875E0
2.659818840E1,3.211811303E1,1.189530786E2,2.209565092E1,1.750000000E0,2.724609277E2,4.574567928E0,4.574567928E0
2.759818459E1,3.211810793E1,1.189530625E2,2.232752343E1,1.539999962E0,2.647265539E2,4.574567977E0,4.574567977E0
2.859818137E1,3.211810185E1,1.189530436E2,2.203302880E1,1.539999962E0,2.583984290E2,4.574568032E0,4.574568032E0
2.959817851E1,3.211809887E1,1.189530260E2,2.178150292E1,1.539999962E0,2.615624914E2,4.574568080E0,4.574568080E0
3.059817684E1,3.211809826E1,1.189530115E2,2.123017233E1,1.409999967E0,2.657812421E2,4.574568119E0,4.574568119E0
3.159817505E1,3.211809669E1,1.189529914E2,2.074225735E1,1.659999967E0,2.668359282E2,4.574568167E0,4.574568167E0
3.259817386E1,3.211809819E1,1.189529807E2,2.181328419E1,1.382482827E0,2.749500402E2,4.767861706E0,4.767861706E0
3.359817243E1,3.211809394E1,1.189529707E2,2.149713993E1,1.277415241E0,2.583514798E2,4.773046299E0,4.773046299E0
3.459817147E1,3.211809131E1,1.189529652E2,2.136120831E1,7.501094244E-1,2.648879588E2,4.772167004E0,4.772167004E0
3.559817064E1,3.211808602E1,1.189529640E2,2.090228719E1,9.884092674E-1,2.537769837E2,4.726044881E0,4.726044881E0
3.659817111E1,3.211807987E1,1.189529521E2,2.107266709E1,1.038256305E0,2.451910096E2,4.725602224E0,4.725602224E0
3.759817088E1,3.211807328E1,1.189529385E2,2.068450525E1,1.186671183E0,2.405692206E2,4.719327006E0,4.719327006E0
3.859817088E1,3.211806689E1,1.189529285E2,2.074808329E1,1.131209123E0,2.364405385E2,4.722464460E0,4.722464460E0
3.959817135E1,3.211806000E1,1.189529172E2,2.115278335E1,1.211535708E0,2.352382397E2,4.724173034E0,4.724173034E0
4.059817183E1,3.211806013E1,1.189529070E2,2.119692264E1,9.815639937E-1,2.467425311E2,4.726629725E0,4.726629725E0
4.159817255E1,3.211805681E1,1.189528924E2,2.123283630E1,1.071285698E0,2.516532854E2,4.723712239E0,4.723712239E0
4.259817374E1,3.211805389E1,1.189528832E2,2.163666714E1,9.463694268E-1,2.501711328E2,4.722843724E0,4.722843724E0
4.359817553E1,3.211805152E1,1.189528700E2,2.211157846E1,1.003781265E0,2.519038377E2,4.719102665E0,4.719102665E0
4.459817660E1,3.211804045E1,1.189528549E2,2.098949712E1,1.192039050E0,2.380488043E2,4.721105863E0,4.721105863E0
4.559817827E1,3.211803419E1,1.189528492E2,2.160766197E1,1.085757121E0,2.300705760E2,4.719691754E0,4.719691754E0
4.659817958E1,3.211802717E1,1.189528369E2,2.136477573E1,1.263767857E0,2.299812339E2,4.719985674E0,4.719985674E0
4.759818041E1,3.211801297E1,1.189528242E2,2.153262194E1,1.651266109E0,2.231622874E2,4.721148743E0,4.721148743E0
4.859818447E1,3.211800522E1,1.189528163E2,2.156003802E1,1.540779972E0,2.213133389E2,4.709924411E0,4.709924411E0
4.959818470E1,3.211799805E1,1.189528061E2,2.184298595E1,1.510729851E0,2.243208876E2,4.705371478E0,4.705371478E0
5.059818733E1,3.211798996E1,1.189527945E2,2.134959696E1,1.535425227E0,2.255254055E2,4.709624618E0,4.709624618E0
5.159818947E1,3.211798046E1,1.189527880E2,2.103863495E1,1.473428240E0,2.201568163E2,4.711946357E0,4.711946357E0
5.259819114E1,3.211797566E1,1.189527754E2,2.184529255E1,1.478125582E0,2.286260872E2,4.711070051E0,4.711070051E0
5.359819329E1,3.211797298E1,1.189527691E2,2.227129531E1,1.079227318E0,2.279149001E2,4.712392724E0,4.712392724E0
5.459819651E1,3.211796431E1,1.189527624E2,2.238236923E1,1.184439918E0,2.214330898E2,4.716558776E0,4.716558776E0
5.559819818E1,3.211796243E1,1.189527527E2,2.212906666E1,1.100997611E0,2.319128109E2,4.716874454E0,4.716874454E0
5.659820223E1,3.211795675E1,1.189527440E2,2.263057778E1,1.125066880E0,2.325090794E2,4.720579309E0,4.720579309E0
5.759820437E1,3.211795035E1,1.189527430E2,2.290083747E1,8.865359785E-1,2.250507652E2,4.726437017E0,4.726437017E0
5.859820712E1,3.211793971E1,1.189527432E2,2.317706187E1,9.331752259E-1,2.125571122E2,4.732312636E0,4.732312636E0
5.959820962E1,3.211793271E1,1.189527199E2,2.333000210E1,1.476112919E0,2.301189267E2,4.726895669E0,4.726895669E0
