"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.900400001E-2,6.830056590E-1,-1.885748390E0,4.808802778E-1
4.894200002E-2,5.397737262E-1,-1.461613586E0,-1.818918516E0
6.887999992E-2,7.822989821E-1,-1.028298946E0,-2.422586229E0
8.881799993E-2,1.985325011E0,-5.538932902E-1,-2.215558543E0
1.087570000E-1,2.008130614E0,-1.971108091E-1,-1.701896435E0
1.286950000E-1,1.774319463E0,-4.266646019E-1,-1.250943961E0
1.486330000E-1,1.759870409E0,-6.413639818E-1,-6.645448297E-1
1.685710000E-1,1.408448947E0,-4.114799675E-1,5.149759769E-2
1.885090000E-1,6.144874012E-1,-3.544549969E-1,-1.204877257E-2
2.084470000E-1,-2.304574800E-1,-5.025222847E-1,-7.806985992E-1
2.283850000E-1,-1.036145909E0,-6.233804315E-1,-1.031024918E0
2.483229999E-1,-1.854080455E-1,-3.531433202E-1,-1.505418295E-1
2.682609999E-1,2.102258214E-1,-5.821746643E-1,-1.717707306E-1
2.881989999E-1,8.972138728E-1,-7.152328804E-1,-5.360715616E-1
3.081370000E-1,1.236189536E0,-7.317436633E-1,-1.346696795E0
3.280750000E-1,1.267476086E0,-1.080430528E0,-3.490195422E0
3.480130000E-1,1.623079184E0,-3.546736827E-1,-3.510773528E0
3.679510000E-1,6.343715890E-1,1.827471238E-1,-3.473611549E0
3.878888750E-1,1.077897660E0,-7.712477446E-1,-3.036459088E0
4.078268750E-1,2.541148467E0,-6.141818842E-1,-1.233506395E0
4.277648750E-1,2.754822392E0,-5.657546595E-1,-2.490218049E-1
4.477028750E-1,2.010241751E0,-1.490540932E0,-1.587450052E0
4.676408750E-1,3.248960792E-1,-1.209224662E0,-1.546052935E0
4.875788749E-1,-6.973560418E-1,-1.466134653E0,-1.460381286E0
5.075168749E-1,-9.831088860E-1,-2.342738407E0,-1.127426208E0
5.274548749E-1,-1.054359255E0,-2.281420995E0,7.726405513E-1
5.473928750E-1,-2.704489267E-1,-1.929026849E0,2.276701123E-1
5.673308750E-1,8.520061250E-1,-1.781181756E0,-1.942614609E-1
5.872688750E-1,1.610249808E0,-1.978742800E0,2.321520615E0
6.072068750E-1,2.558131705E0,-2.329331326E0,4.743511013E0
6.271448750E-1,1.669248506E0,-2.519835951E0,5.734150967E0
6.470828750E-1,7.973687187E-1,-1.975673597E0,4.651695694E0
6.670208750E-1,2.372870278E-1,3.825751340E-1,2.585518309E0
6.869588749E-1,8.007659510E-1,1.674944279E0,1.668404168E0
7.068968749E-1,-1.520224907E0,1.910553156E0,3.479346498E0
7.268348749E-1,-2.774192463E0,9.915562123E-1,2.376158168E0
7.467728750E-1,-4.909351498E0,2.222109763E0,1.326093546E0
7.667108750E-1,-4.017728294E0,2.509926090E0,-9.372829413E-1
7.866488750E-1,-4.584123516E0,3.005567079E0,-3.084977530E0
8.065868750E-1,-4.885782249E0,2.946575689E0,-4.927802387E0
8.265248750E-1,-3.862025420E0,1.951003025E0,-5.369851890E0
8.464628750E-1,-6.055416291E0,1.617781314E0,-5.932206686E0
8.664008749E-1,-4.403213880E0,4.254621220E-1,-5.009911328E0
8.863388749E-1,-2.330192621E0,4.905954266E-1,-5.246268064E0
9.062768749E-1,5.900489634E-1,2.017273613E0,-4.728838595E0
9.262148750E-1,3.642871777E0,2.287241898E0,-2.240541941E0
9.461528750E-1,1.026910525E0,1.680799681E0,-1.932728721E0
9.660908750E-1,-2.722861511E0,1.134903628E-1,-2.330092049E0
9.860288750E-1,-4.404505237E0,-2.233005465E0,-6.709516239E-1
1.005966875E0,-3.823322992E0,-5.687643383E0,2.503675416E-1
1.025904875E0,-7.418698713E0,-1.995034313E0,-4.811466477E0
1.045842875E0,-3.500625100E0,5.264774501E-1,-2.984834021E-1
1.065780875E0,2.898771193E0,3.681674777E0,-1.660047913E-1
1.085718875E0,5.494883487E0,4.028390107E0,2.323952180E0
1.105656875E0,9.969154193E0,3.423022608E0,1.005560586E0
1.125594875E0,6.646511321E0,4.241925160E0,3.783499360E-1
1.145532875E0,4.694597885E0,1.481535927E0,-2.186567755E0
1.165470875E0,5.557286727E0,4.475417930E-1,-2.416882271E-1
1.185408875E0,8.471020945E0,-4.821970707E-1,-6.885333243E-1
1.205346875E0,7.381585266E0,1.589179074E0,4.169595395E-1
1.225284875E0,6.360443312E-1,-1.828125542E0,-1.818531577E0
1.245222875E0,1.221332492E0,-4.098452615E0,6.060375899E-1
1.265160875E0,7.597287297E-2,4.557837943E0,9.159306639E-1
1.285098875E0,-2.923102042E0,4.844003600E0,-6.695769435E0
1.305036875E0,-3.852342138E0,2.054870040E0,-3.300612903E-1
1.324974875E0,-1.082942346E0,-1.485239553E0,1.100864793E0
1.344912875E0,-6.474757547E0,2.038293768E0,5.859070297E0
1.364850875E0,-3.513655035E0,-1.662097362E0,-1.115301568E0
1.384788625E0,-1.896338575E0,-4.180065127E0,-1.767203987E-1
1.404726625E0,-3.647034702E0,-3.430190125E0,-1.210970787E-1
1.424664625E0,-7.433483398E-1,-4.639930512E0,3.895597501E0
1.444603625E0,-2.458523217E0,-5.210715238E0,4.035246552E0
1.464540625E0,-6.736910444E-1,8.809689921E-1,-2.891873817E0
1.484478625E0,2.627235854E-1,2.991439621E0,-5.276018697E0
1.504417625E0,1.958880978E0,3.866474274E0,3.905729556E-1
1.524354625E0,4.276327254E0,6.355700635E0,4.416642888E0
1.544293625E0,4.181256205E0,5.518264164E0,2.925193591E0
1.564231625E0,3.322488506E0,4.911628404E0,2.307968524E0
1.584169625E0,2.858142400E0,2.822427607E0,6.131271050E0
1.604107625E0,4.093938564E0,1.257405719E0,9.689976543E0
1.624045625E0,2.538006173E0,2.123972434E0,5.642372485E0
1.643983625E0,-4.702079397E-1,9.289717090E-1,-1.528431766E0
1.663920625E0,-4.800956399E0,-3.752552971E0,-3.096650911E0
1.683859625E0,-4.438702678E0,-5.340660836E0,-3.501736656E0
1.703797625E0,-7.065947303E0,-1.731406163E0,-3.250780007E0
1.723735625E0,-5.689518585E0,-2.646897701E0,-5.879764763E0
1.743673625E0,-4.257460043E0,-2.453950109E0,-3.505734397E0
1.763611625E0,1.491903625E0,-2.591783016E0,2.824402211E0
1.783549625E0,1.584008966E0,-3.568031217E0,9.134275879E0
1.803487625E0,4.240945167E0,-6.062627077E-2,1.580512916E0
1.823425625E0,8.290351337E0,3.346041675E0,6.179162085E0
