"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.900400001E-2,3.111327887E-1,-1.164195463E-1,-8.977622986E-1
4.894200002E-2,3.124555945E-1,1.449414790E-1,-6.923785210E-1
6.887999992E-2,8.881232888E-2,2.475940734E-1,-5.973535776E-1
8.881799993E-2,-2.790825665E-1,2.593540847E-1,-7.771392465E-1
1.087570000E-1,-6.447434425E-1,2.702477276E-1,-9.922116399E-1
1.286950000E-1,-9.877694249E-1,2.733511329E-1,-1.143817067E0
1.486330000E-1,-1.188199282E0,4.514662623E-1,-1.318333268E0
1.685710000E-1,-1.230502605E0,7.932741642E-1,-1.494083405E0
1.885090000E-1,-1.204350233E0,1.295012116E0,-1.545057178E0
2.084470000E-1,-1.241264939E0,1.834330201E0,-1.476923108E0
2.283850000E-1,-1.181922674E0,1.763348460E0,-1.237490892E0
2.483229999E-1,-7.833193541E-1,1.683203816E0,-1.048568130E0
2.682609999E-1,-2.148547769E-1,1.350499392E0,-9.484784007E-1
2.881989999E-1,3.762545586E-1,1.076706171E0,-8.979918957E-1
3.081370000E-1,9.050171971E-1,6.737898588E-1,-8.069206476E-1
3.280750000E-1,9.064583778E-1,2.882738709E-1,-7.008104324E-1
3.480130000E-1,6.176678538E-1,3.110188544E-1,-7.348369956E-1
3.679510000E-1,5.559150577E-1,4.847781062E-1,-6.560526490E-1
3.878888750E-1,6.407757998E-1,3.008729815E-1,-5.242626667E-1
4.078268750E-1,1.132448435E0,1.589627415E-1,-6.758826971E-1
4.277648750E-1,1.975720525E0,-2.555196583E-1,-1.053014278E0
4.477028750E-1,2.435832262E0,-1.050700426E0,-1.415896416E0
4.676408750E-1,2.690165758E0,-1.791331053E0,-1.438745856E0
4.875788749E-1,2.755140305E0,-1.962030411E0,-1.193019509E0
5.075168749E-1,2.534560442E0,-1.818888187E0,-9.302963614E-1
5.274548749E-1,2.619011402E0,-2.008155823E0,-4.085226357E-1
5.473928750E-1,2.532459497E0,-1.767566681E0,-1.204908174E-2
5.673308750E-1,1.900368929E0,-1.622738123E0,1.078385413E-1
5.872688750E-1,1.549307108E0,-1.202307820E0,3.099645078E-1
6.072068750E-1,1.585187316E0,-9.026422501E-1,2.777091563E-1
6.271448750E-1,1.871197224E0,-6.311106086E-1,4.593007863E-1
6.470828750E-1,1.811184525E0,-2.510087788E-1,1.036364198E0
6.670208750E-1,9.483602047E-1,5.773082972E-1,1.189782143E0
6.869588749E-1,-1.115503013E-1,5.837656856E-1,5.863539577E-1
7.068968749E-1,-2.462696582E-1,7.113761902E-1,4.190234244E-1
7.268348749E-1,-2.564705312E-1,7.020481229E-1,3.854170442E-1
7.467728750E-1,-5.763707682E-2,1.116851211E0,6.705046892E-1
7.667108750E-1,1.223855689E-1,8.261280656E-1,6.442195177E-1
7.866488750E-1,3.631490469E-1,2.645727992E-1,6.952271461E-1
8.065868750E-1,4.590669274E-1,-5.113375559E-2,7.297506332E-1
8.265248750E-1,1.185787916E0,-1.759930253E0,1.631865203E-1
8.464628750E-1,8.606100678E-1,-6.683591008E-1,9.004933238E-1
8.664008749E-1,8.240345120E-1,-4.878556728E-1,1.225444198E0
8.863388749E-1,6.703997254E-1,-3.997900188E-1,1.379840374E0
9.062768749E-1,3.271790445E-1,-7.688255310E-1,1.285072923E0
9.262148750E-1,6.188682318E-1,-1.580279589E0,4.954294264E-1
9.461528750E-1,1.204268217E0,-2.836228132E0,-1.583252801E-3
9.660908750E-1,1.095583200E0,-2.894723177E0,4.019114673E-1
9.860288750E-1,1.572784424E0,-2.960226774E0,1.147660136E0
1.005966875E0,2.170776606E0,-4.053575039E0,1.323455691E0
1.025904875E0,1.403720140E0,-2.001532555E0,2.300846338E0
1.045842875E0,9.827383757E-1,-1.252759814E0,2.453666449E0
1.065780875E0,-3.901860416E-1,-4.249600768E-1,1.454466701E0
1.085718875E0,-9.979742765E-1,6.355420500E-2,7.637634277E-1
1.105656875E0,-1.042368889E0,-9.550138712E-1,-2.070924342E-1
1.125594875E0,-1.058262467E0,-5.997774005E-1,-1.526377052E-1
1.145532875E0,-1.782550693E0,-1.338807583E0,3.957462907E-1
1.165470875E0,-1.504596591E0,-1.318232298E0,7.081349492E-1
1.185408875E0,-1.471313477E0,-2.191482544E0,-1.684840769E-1
1.205346875E0,-6.313592792E-1,-2.426182747E0,-1.064020753E0
1.225284875E0,-6.593018174E-1,-3.624434233E0,-2.342350006E0
1.245222875E0,-5.646453500E-1,-1.513566017E0,-2.004815817E0
1.265160875E0,-3.635579646E-1,9.455102682E-2,-1.154342294E0
1.285098875E0,-1.435306191E0,-1.273843765E0,-9.492120743E-1
1.305036875E0,-9.942175746E-1,-1.788680673E0,-1.453883052E0
1.324974875E0,-3.601032794E-1,-8.449024558E-1,-1.256460667E0
1.344912875E0,9.145727158E-1,-1.233070731E0,-3.244485259E-1
1.364850875E0,1.084579825E0,-1.244086623E0,-6.661906838E-1
1.384788625E0,9.079993367E-1,-1.230182290E0,-9.824779630E-1
1.404726625E0,9.275468588E-1,-4.948091805E-1,-8.786391616E-1
1.424664625E0,1.270049572E0,-3.851079941E-1,-1.088479638E0
1.444603625E0,1.813500762E0,1.754295975E-1,-7.082361579E-1
1.464540625E0,1.452713251E0,4.759351313E-1,-7.243974805E-1
1.484478625E0,3.601768985E-2,4.198085070E-1,-7.181854248E-1
1.504417625E0,-1.149891764E-1,8.789387941E-1,-1.831709780E-2
1.524354625E0,8.102899790E-1,1.281609535E0,5.108439922E-1
1.544293625E0,1.229816794E0,1.486630797E0,6.614524126E-1
1.564231625E0,1.094325542E0,1.030432701E0,5.592125654E-1
