"Time (s)","X (hPa)"
1.630578884E2,1.034614563E3
1.640584664E2,1.034615402E3
1.650590444E2,1.034614563E3
1.660596144E2,1.034613266E3
1.670601974E2,1.034613266E3
1.680607704E2,1.034613724E3
1.690613484E2,1.034615631E3
1.700619254E2,1.034616470E3
1.710625004E2,1.034616470E3
1.720630794E2,1.034615784E3
1.730636494E2,1.034614944E3
1.740643814E2,1.034614944E3
1.750648054E2,1.034615479E3
1.760653754E2,1.034615479E3
1.770659564E2,1.034609985E3
1.780665304E2,1.034605560E3
1.790671024E2,1.034601746E3
1.800676874E2,1.034598160E3
1.810682624E2,1.034593506E3
1.820688394E2,1.034589691E3
1.830694194E2,1.034588165E3
1.840699924E2,1.034588089E3
1.850705664E2,1.034588089E3
1.860711384E2,1.034588547E3
1.870717194E2,1.034588547E3
1.880722974E2,1.034583282E3
1.890728784E2,1.034581985E3
1.900734504E2,1.034577484E3
1.910740264E2,1.034574585E3
1.920745994E2,1.034570618E3
1.930751824E2,1.034569397E3
1.940757554E2,1.034569092E3
1.950763334E2,1.034569092E3
1.960769054E2,1.034569092E3
1.970774784E2,1.034567490E3
1.980780604E2,1.034560165E3
1.990786384E2,1.034559937E3
2.000792184E2,1.034559937E3
2.010797924E2,1.034564362E3
2.020803714E2,1.034568100E3
2.030809494E2,1.034576950E3
2.040815244E2,1.034583206E3
2.050821014E2,1.034591904E3
2.060826804E2,1.034599457E3
2.070833224E2,1.034604645E3
2.080838344E2,1.034605408E3
2.090844044E2,1.034605408E3
2.100849834E2,1.034603348E3
2.110855584E2,1.034601669E3
2.120861354E2,1.034601669E3
2.130867164E2,1.034601669E3
2.140872864E2,1.034601288E3
2.150878634E2,1.034601288E3
2.160884314E2,1.034605255E3
2.170890094E2,1.034609222E3
2.180895854E2,1.034609222E3
2.190901604E2,1.034607544E3
2.200907384E2,1.034605408E3
2.210913134E2,1.034600906E3
2.220918894E2,1.034600830E3
2.230924664E2,1.034600525E3
2.240930424E2,1.034599762E3
2.250936234E2,1.034595413E3
2.260941914E2,1.034593735E3
2.270947754E2,1.034593735E3
2.280953484E2,1.034593735E3
2.290959274E2,1.034598923E3
2.300965004E2,1.034605026E3
2.310970774E2,1.034607925E3
2.320976554E2,1.034610901E3
2.330982294E2,1.034617462E3
2.340988074E2,1.034623032E3
2.350993824E2,1.034636154E3
2.360999584E2,1.034640350E3
2.371005364E2,1.034646683E3
2.381011114E2,1.034652023E3
2.391016854E2,1.034657440E3
2.401022634E2,1.034662933E3
2.411028394E2,1.034669647E3
2.421034134E2,1.034674149E3
2.431039984E2,1.034680405E3
2.441045704E2,1.034681473E3
2.451051434E2,1.034682236E3
2.461057184E2,1.034682236E3
2.471062964E2,1.034682159E3
2.481068724E2,1.034682159E3
2.491074524E2,1.034700928E3
2.501080234E2,1.034725189E3
2.511086064E2,1.034751205E3
2.521091854E2,1.034777985E3
2.531097524E2,1.034777985E3
2.541103314E2,1.034777908E3
2.551109094E2,1.034764633E3
2.561114854E2,1.034740067E3
2.571120604E2,1.034724121E3
