"Time (s)","X (hPa)"
-5.869675828E-1,1.034229584E3
4.136124169E-1,1.034224396E3
1.414184417E0,1.034229584E3
2.414769417E0,1.034230423E3
3.415340417E0,1.034244690E3
4.415918417E0,1.034261551E3
4.966858417E0,1.034275360E3
5.967441417E0,1.034280472E3
6.968014417E0,1.034285431E3
7.968592416E0,1.034296646E3
8.969173416E0,1.034296646E3
9.969740417E0,1.034300690E3
1.097031842E1,1.034296570E3
1.197089442E1,1.034293976E3
1.297147342E1,1.034267197E3
1.397204742E1,1.034235001E3
1.497262542E1,1.034225464E3
1.597319942E1,1.034219284E3
1.697408842E1,1.034219284E3
1.797436142E1,1.034231339E3
1.897493442E1,1.034270401E3
1.997551442E1,1.034282150E3
2.097609042E1,1.034287109E3
2.197666142E1,1.034292908E3
2.297723842E1,1.034292908E3
2.397781342E1,1.034288788E3
2.497838742E1,1.034288788E3
2.597896542E1,1.034288788E3
2.697954342E1,1.034289703E3
2.798011442E1,1.034290314E3
2.898069042E1,1.034290314E3
2.998143342E1,1.034292068E3
3.098184542E1,1.034293060E3
3.198241842E1,1.034302216E3
3.298299742E1,1.034305267E3
3.398357242E1,1.034308777E3
3.498414742E1,1.034319229E3
3.598472742E1,1.034326859E3
3.698529742E1,1.034329910E3
3.798587942E1,1.034335785E3
3.898645142E1,1.034335785E3
3.998702742E1,1.034334030E3
4.098760342E1,1.034332581E3
4.198818142E1,1.034329834E3
4.298875442E1,1.034329834E3
4.398933342E1,1.034331360E3
4.498990542E1,1.034336929E3
4.599048442E1,1.034344177E3
4.699105942E1,1.034349670E3
4.799163242E1,1.034353714E3
4.899221342E1,1.034358673E3
4.999278742E1,1.034360580E3
5.099336442E1,1.034367828E3
5.199393742E1,1.034379120E3
5.299451642E1,1.034387741E3
5.399509442E1,1.034399338E3
5.499566642E1,1.034404297E3
5.599624342E1,1.034408035E3
5.699681542E1,1.034411774E3
5.799739242E1,1.034414444E3
5.899797142E1,1.034414444E3
5.999854142E1,1.034411621E3
6.099911742E1,1.034403076E3
6.199969142E1,1.034394989E3
6.300026542E1,1.034392166E3
6.400084342E1,1.034392166E3
6.500141942E1,1.034393311E3
6.600200142E1,1.034400406E3
6.700257442E1,1.034403152E3
6.800315642E1,1.034406281E3
6.900373042E1,1.034411240E3
7.000430842E1,1.034417725E3
7.100488542E1,1.034419708E3
7.200546242E1,1.034425812E3
7.300603542E1,1.034430542E3
7.400661742E1,1.034432755E3
7.500719342E1,1.034433441E3
7.600776242E1,1.034440994E3
7.700833642E1,1.034444275E3
7.800892442E1,1.034450150E3
7.900949542E1,1.034452820E3
8.001006842E1,1.034452820E3
8.101064942E1,1.034450989E3
8.201122342E1,1.034450989E3
8.301179542E1,1.034452057E3
8.401237542E1,1.034458237E3
8.501294142E1,1.034466782E3
8.601352542E1,1.034472504E3
8.701410642E1,1.034475555E3
8.801467442E1,1.034478226E3
8.901525342E1,1.034478531E3
9.001583242E1,1.034479446E3
9.101639842E1,1.034482040E3
9.201697642E1,1.034485016E3
9.301754942E1,1.034488297E3
9.401847742E1,1.034491425E3
9.501870842E1,1.034494171E3
9.601928142E1,1.034494247E3
9.701985942E1,1.034496536E3
9.802043942E1,1.034497147E3
9.902101242E1,1.034503250E3
1.000215874E2,1.034503860E3
1.010221634E2,1.034507141E3
1.020227394E2,1.034507141E3
1.030233164E2,1.034502945E3
1.040238964E2,1.034495621E3
1.050244764E2,1.034494705E3
1.060250534E2,1.034494705E3
1.070256274E2,1.034497986E3
1.080262044E2,1.034503021E3
1.090267804E2,1.034505157E3
1.100273564E2,1.034506226E3
1.110279364E2,1.034506607E3
1.120285084E2,1.034508820E3
1.130290894E2,1.034511642E3
1.140296654E2,1.034515686E3
1.150302314E2,1.034517136E3
1.160308064E2,1.034517593E3
1.170313834E2,1.034518051E3
1.180319574E2,1.034522247E3
1.190325324E2,1.034527588E3
1.200331094E2,1.034535446E3
1.210336874E2,1.034541092E3
1.220342664E2,1.034546585E3
1.230348384E2,1.034551697E3
1.240354174E2,1.034556808E3
1.250359914E2,1.034563293E3
1.260365664E2,1.034569778E3
1.270374244E2,1.034570999E3
1.280377154E2,1.034571686E3
1.290382954E2,1.034575043E3
1.300388754E2,1.034576416E3
1.310394524E2,1.034576416E3
1.320400244E2,1.034575348E3
1.330406064E2,1.034573441E3
1.340414574E2,1.034573364E3
1.350417594E2,1.034573364E3
1.360423314E2,1.034576263E3
1.370429114E2,1.034579315E3
1.380434854E2,1.034580154E3
1.390440654E2,1.034579315E3
1.400446324E2,1.034577332E3
1.410455224E2,1.034575043E3
1.420457904E2,1.034575043E3
1.430463634E2,1.034577942E3
1.440469414E2,1.034581757E3
1.450475204E2,1.034584808E3
1.460480964E2,1.034589233E3
1.470486714E2,1.034591599E3
1.480492474E2,1.034593887E3
1.490498264E2,1.034596329E3
1.500503974E2,1.034599457E3
1.510509794E2,1.034601593E3
1.520515574E2,1.034602737E3
1.530521344E2,1.034603653E3
1.540527104E2,1.034603653E3
1.550532894E2,1.034604950E3
1.560538624E2,1.034607239E3
1.570544394E2,1.034611053E3
1.580550114E2,1.034611816E3
1.590555954E2,1.034613647E3
1.600561674E2,1.034613800E3
1.610567364E2,1.034613800E3
1.620573104E2,1.034613800E3
