"Time (s)","X (hPa)"
-5.406538341E-1,1.032766418E3
4.599231659E-1,1.032764740E3
1.460824166E0,1.032762985E3
2.461073166E0,1.032762604E3
3.461653166E0,1.032755966E3
4.462230166E0,1.032751389E3
5.013181166E0,1.032751389E3
6.013757166E0,1.032750626E3
7.014333166E0,1.032750626E3
8.014907166E0,1.032749710E3
9.015485166E0,1.032749329E3
1.001606417E1,1.032744751E3
1.101664117E1,1.032741165E3
1.201721517E1,1.032737350E3
1.301779017E1,1.032733383E3
1.401836717E1,1.032730789E3
1.501894617E1,1.032729034E3
1.601951717E1,1.032728729E3
1.702009217E1,1.032726135E3
1.802067217E1,1.032725220E3
1.902124617E1,1.032724686E3
2.002182117E1,1.032724609E3
2.102240317E1,1.032722397E3
2.202297517E1,1.032718735E3
2.302354917E1,1.032718735E3
2.402412417E1,1.032719650E3
2.502470117E1,1.032721863E3
2.602528117E1,1.032722549E3
2.702585117E1,1.032726288E3
2.802642717E1,1.032726288E3
2.902701017E1,1.032724304E3
3.002758317E1,1.032719650E3
3.102815717E1,1.032715759E3
3.202874417E1,1.032710266E3
3.302931817E1,1.032705765E3
3.402989417E1,1.032703171E3
3.503047117E1,1.032701035E3
3.603104717E1,1.032696381E3
3.703162017E1,1.032690582E3
3.803219917E1,1.032684631E3
3.903277517E1,1.032678909E3
4.003334817E1,1.032673569E3
4.103392417E1,1.032671509E3
4.203450217E1,1.032671509E3
4.303507717E1,1.032673187E3
4.403565017E1,1.032675552E3
4.503622717E1,1.032679367E3
4.603680117E1,1.032682343E3
4.703738017E1,1.032687912E3
4.803795717E1,1.032691879E3
4.903852917E1,1.032691879E3
5.003910717E1,1.032691803E3
5.103969017E1,1.032691116E3
5.204026217E1,1.032685928E3
5.304083517E1,1.032679062E3
5.404141617E1,1.032674942E3
5.504198817E1,1.032671432E3
5.604256617E1,1.032668533E3
5.704314117E1,1.032668228E3
5.804371817E1,1.032668228E3
5.904429817E1,1.032673950E3
6.004486917E1,1.032676620E3
6.104544617E1,1.032678909E3
6.204602217E1,1.032680435E3
6.304659717E1,1.032681046E3
6.404717417E1,1.032681885E3
6.504774717E1,1.032685318E3
6.604832417E1,1.032689285E3
6.704890217E1,1.032695847E3
6.804947517E1,1.032700119E3
6.905005617E1,1.032700653E3
7.005063517E1,1.032700119E3
7.105121117E1,1.032699738E3
7.205178217E1,1.032698822E3
7.305236217E1,1.032698822E3
7.405293117E1,1.032702637E3
7.505351117E1,1.032703247E3
7.605409117E1,1.032703857E3
7.705466117E1,1.032703857E3
7.805524217E1,1.032702179E3
7.905581517E1,1.032697372E3
8.005638617E1,1.032688141E3
8.105696817E1,1.032679520E3
8.205754217E1,1.032673264E3
8.305811917E1,1.032668304E3
8.405869717E1,1.032665863E3
8.505927117E1,1.032665634E3
8.605985117E1,1.032663422E3
8.706042117E1,1.032655792E3
8.806100117E1,1.032650146E3
8.906157617E1,1.032646790E3
9.006214817E1,1.032646790E3
9.106272717E1,1.032648315E3
9.206329917E1,1.032652512E3
9.306388017E1,1.032655334E3
9.406445117E1,1.032656479E3
9.506503117E1,1.032656479E3
9.606575017E1,1.032655869E3
9.706618117E1,1.032655487E3
9.806675817E1,1.032655487E3
9.906733617E1,1.032652130E3
1.000679092E2,1.032649002E3
1.010684872E2,1.032646179E3
1.020690622E2,1.032642365E3
1.030696372E2,1.032638168E3
1.040702142E2,1.032638168E3
1.050707962E2,1.032645645E3
1.060713672E2,1.032650452E3
1.070719472E2,1.032656097E3
1.080725192E2,1.032663345E3
1.090731002E2,1.032668839E3
1.100736722E2,1.032671890E3
1.110742492E2,1.032675400E3
1.120748282E2,1.032677917E3
1.130757702E2,1.032682800E3
1.140759762E2,1.032686386E3
1.150765492E2,1.032688065E3
1.160771242E2,1.032688065E3
1.170777042E2,1.032687225E3
1.180782822E2,1.032687073E3
1.190788562E2,1.032686691E3
1.200794282E2,1.032686005E3
1.210800082E2,1.032686005E3
1.220805822E2,1.032685623E3
1.230811602E2,1.032685623E3
1.240817382E2,1.032683029E3
1.250823132E2,1.032681046E3
1.260828902E2,1.032680588E3
1.270834642E2,1.032676697E3
1.280840402E2,1.032673950E3
1.290846152E2,1.032669601E3
1.300851932E2,1.032665482E3
1.310857662E2,1.032660828E3
1.320863412E2,1.032660446E3
1.330869212E2,1.032654572E3
1.340874972E2,1.032654343E3
1.350880702E2,1.032654343E3
1.360886532E2,1.032657928E3
1.370892212E2,1.032660980E3
1.380897932E2,1.032667542E3
1.390903722E2,1.032674332E3
1.400909502E2,1.032676544E3
1.410915252E2,1.032676544E3
1.420923532E2,1.032673721E3
1.430926812E2,1.032671280E3
1.440932602E2,1.032669296E3
1.450938282E2,1.032664642E3
1.460944092E2,1.032658310E3
1.470949812E2,1.032656631E3
1.480955592E2,1.032654114E3
1.490961352E2,1.032649689E3
1.500967102E2,1.032649689E3
1.510972882E2,1.032649155E3
1.520978652E2,1.032649155E3
1.530984382E2,1.032646561E3
1.540991592E2,1.032640228E3
1.550995892E2,1.032630768E3
1.561001652E2,1.032620697E3
1.571007432E2,1.032610474E3
1.581013182E2,1.032605133E3
1.591018942E2,1.032605133E3
1.601024672E2,1.032605438E3
1.611030422E2,1.032609634E3
1.621036192E2,1.032614212E3
1.631041982E2,1.032614212E3
1.641047752E2,1.032612915E3
1.651053462E2,1.032609558E3
1.661059262E2,1.032606277E3
1.671065022E2,1.032600555E3
1.681070772E2,1.032600327E3
1.691076522E2,1.032600327E3
1.701082302E2,1.032600403E3
1.711088032E2,1.032601700E3
1.721093842E2,1.032604675E3
1.731099552E2,1.032604675E3
1.741105302E2,1.032599106E3
1.751111132E2,1.032594070E3
