"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.230920553E-1,3.211661846E1,1.189498903E2,1.683226967E1,-1.000000000E0,-1.000000000E0,2.536951322E2,2.536951322E2
4.619730711E-1,3.211673258E1,1.189498604E2,1.785027099E1,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.114212871E0,3.211677270E1,1.189498397E2,1.793457604E1,9.290725589E-1,4.381278544E1,5.793813193E1,5.793813193E1
3.114214659E0,3.211679352E1,1.189497960E2,1.720675041E1,9.290725589E-1,7.026425594E1,4.110317157E1,4.110317157E1
4.114216447E0,3.211678367E1,1.189497788E2,1.723142606E1,9.290725589E-1,5.609647500E1,3.059202416E1,3.059202416E1
5.114218235E0,3.211676194E1,1.189497859E2,1.724378447E1,9.950385094E-1,9.403272137E1,2.435785043E1,2.435785043E1
6.064220071E0,3.211677585E1,1.189497874E2,1.726990071E1,1.067162991E0,7.485138992E1,2.082179684E1,2.082179684E1
7.014221787E0,3.211677173E1,1.189497995E2,1.728335476E1,1.162027717E0,1.017668157E2,1.630056554E1,1.630056554E1
7.970479846E0,3.211676261E1,1.189498057E2,1.729339253E1,1.162027717E0,6.410577453E1,1.265216408E1,1.265216408E1
8.970481396E0,3.211676510E1,1.189498212E2,1.729994090E1,1.162027717E0,5.622155088E1,1.165090217E1,1.165090217E1
9.969898701E0,3.211676333E1,1.189498375E2,1.731123541E1,1.107426763E0,5.940222310E1,1.115212064E1,1.115212064E1
1.096989977E1,3.211676341E1,1.189498551E2,1.729575633E1,9.653207064E-1,6.632839166E1,1.037467288E1,1.037467288E1
1.196945047E1,3.211674430E1,1.189498690E2,1.729867283E1,8.284760714E-1,1.263414704E2,1.018369448E1,1.018369448E1
1.296945262E1,3.211674214E1,1.189498730E2,1.730341886E1,8.284760714E-1,8.822175015E1,1.533963756E1,1.533963756E1
1.397021198E1,3.211673646E1,1.189498937E2,1.729787006E1,8.284760714E-1,7.246141664E1,9.615966529E0,9.615966529E0
1.497021353E1,3.211673871E1,1.189499020E2,1.729787012E1,8.284760714E-1,7.246142109E1,9.615966529E0,9.615966529E0
1.597023833E1,3.211673780E1,1.189499151E2,1.728625343E1,8.293849826E-1,7.232987836E1,1.181644269E1,1.181644269E1
1.697024000E1,3.211674408E1,1.189499261E2,1.728910843E1,1.041014552E0,7.199814280E1,8.042131489E0,8.042131489E0
1.797013211E1,3.211675143E1,1.189499288E2,1.726723104E1,1.041014552E0,6.846301901E1,7.892281208E0,7.892281208E0
1.897013378E1,3.211676783E1,1.189499305E2,1.726330914E1,7.988273501E-1,3.508773385E1,8.165980226E0,8.165980226E0
1.997003806E1,3.211677827E1,1.189499411E2,1.724051778E1,7.988273501E-1,4.577271490E1,7.500804179E0,7.500804179E0
2.097004044E1,3.211678865E1,1.189499551E2,1.721220446E1,8.654771447E-1,5.148493141E1,9.269825390E0,9.269825390E0
2.197020578E1,3.211679362E1,1.189499799E2,1.718180586E1,1.058621168E0,5.506955174E1,1.078283591E1,1.078283591E1
2.297020817E1,3.211679910E1,1.189499951E2,1.713323347E1,1.107074499E0,5.662993331E1,1.506090681E1,1.506090681E1
2.397006536E1,3.211680242E1,1.189500074E2,1.710931543E1,1.058621168E0,6.670371601E1,8.963928114E0,8.963928114E0
2.497006619E1,3.211680248E1,1.189500164E2,1.707354715E1,8.342329264E-1,7.577581319E1,1.214209006E1,1.214209006E1
2.596991754E1,3.211680912E1,1.189500194E2,1.704949686E1,7.217922211E-1,6.441159836E1,1.510730163E1,1.510730163E1
2.696991885E1,3.211681501E1,1.189500414E2,1.697595521E1,9.030565619E-1,6.822606706E1,1.534411662E1,1.534411662E1
2.796992087E1,3.211682086E1,1.189500626E2,1.690971613E1,9.030565619E-1,6.420288097E1,1.376210599E1,1.376210599E1
2.896992242E1,3.211682572E1,1.189500759E2,1.688196079E1,1.088522077E0,5.821198059E1,8.392458308E0,8.392458308E0
2.996992385E1,3.211682146E1,1.189500941E2,1.684805987E1,1.088522077E0,7.356212661E1,1.151852628E1,1.151852628E1
3.096992540E1,3.211681843E1,1.189501034E2,1.682627005E1,8.573755622E-1,7.850856687E1,1.253445152E1,1.253445152E1
3.196992755E1,3.211682145E1,1.189501232E2,1.682367802E1,1.194992661E0,7.212521784E1,1.349712097E1,1.349712097E1
3.296992922E1,3.211682636E1,1.189501319E2,1.678999435E1,8.573755622E-1,6.342220524E1,6.809946015E0,6.809946015E0
3.396993017E1,3.211682934E1,1.189501393E2,1.680122040E1,7.941246033E-1,5.522003548E1,6.769303003E0,6.769303003E0
3.496993268E1,3.211681389E1,1.189501509E2,1.700130823E1,1.120388044E0,9.158097961E1,5.660146745E0,5.660146745E0
3.596993363E1,3.211681659E1,1.189501657E2,1.704439672E1,1.249079307E0,7.658394381E1,5.715053494E0,5.715053494E0
3.696993542E1,3.211681994E1,1.189501700E2,1.695473150E1,7.606707674E-1,5.220583461E1,5.763607481E0,5.763607481E0
3.796993709E1,3.211681884E1,1.189501860E2,1.702069112E1,8.511651027E-1,7.585844238E1,5.694987116E0,5.694987116E0
3.896993959E1,3.211681738E1,1.189501966E2,1.718330158E1,7.968190133E-1,7.995295777E1,5.295810586E0,5.295810586E0
3.996994054E1,3.211683206E1,1.189502192E2,1.674509685E1,1.224711031E0,6.951802181E1,5.276451779E0,5.276451779E0
4.096994221E1,3.211684337E1,1.189502313E2,1.696973124E1,1.103520905E0,6.906726368E1,5.204491430E0,5.204491430E0
4.196994424E1,3.211685649E1,1.189502409E2,1.683669356E1,1.073306933E0,6.047057861E1,5.161804291E0,5.161804291E0
4.296994579E1,3.211686100E1,1.189502604E2,1.704236563E1,1.193162139E0,6.402746891E1,5.157981528E0,5.157981528E0
4.396994793E1,3.211686788E1,1.189502692E2,1.685519904E1,1.079779250E0,6.521360852E1,5.109989574E0,5.109989574E0
4.496994853E1,3.211687522E1,1.189502744E2,1.690349874E1,8.175756443E-1,6.326221333E1,5.121889701E0,5.121889701E0
4.596995091E1,3.211688707E1,1.189502897E2,1.686699852E1,1.135114094E0,6.162529455E1,5.125443630E0,5.125443630E0
4.696995234E1,3.211689668E1,1.189502967E2,1.679102382E1,1.034383436E0,5.989436909E1,5.106498409E0,5.106498409E0
4.796995389E1,3.211690373E1,1.189503089E2,1.674670591E1,1.079544594E0,6.260357726E1,5.116596523E0,5.116596523E0
4.896995616E1,3.211690171E1,1.189503154E2,1.652397770E1,7.829937760E-1,7.641259458E1,5.067603296E0,5.067603296E0
4.996995807E1,3.211690134E1,1.189503243E2,1.637307750E1,6.201442610E-1,8.060488615E1,5.046714352E0,5.046714352E0
5.096995890E1,3.211690138E1,1.189503303E2,1.674756762E1,5.398146971E-1,9.139803169E1,5.029001486E0,5.029001486E0
5.196996093E1,3.211690314E1,1.189503345E2,1.686466215E1,0.000000000E0,9.261499967E1,5.032946716E0,5.032946716E0
5.296996224E1,3.211689831E1,1.189503569E2,1.671555379E1,5.761681504E-1,9.579800307E1,5.015639716E0,5.015639716E0
5.396996415E1,3.211689045E1,1.189503722E2,1.687669217E1,8.041412479E-1,1.082006400E2,4.995562550E0,4.995562550E0
5.496996617E1,3.211688786E1,1.189503974E2,1.656819342E1,1.191422628E0,9.686125871E1,4.985300662E0,4.985300662E0
5.596996808E1,3.211689262E1,1.189504133E2,1.693116452E1,1.286522039E0,8.623859255E1,4.962554230E0,4.962554230E0
