"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.242733329E-2,5.767709613E-1,-3.044126928E-1,-9.508634359E-2
4.236433329E-2,5.398957729E-1,1.638312042E-1,-1.993145347E-1
6.230233330E-2,6.006509662E-1,9.443821311E-1,-2.828730345E-1
8.223933331E-2,8.594444394E-1,1.316173553E0,-6.453692317E-1
1.021763333E-1,1.026443958E0,8.604568839E-1,-1.327900529E0
1.221143333E-1,1.167054415E0,-2.361366898E-1,-2.025867939E0
1.420513333E-1,1.123620987E0,-1.194760442E0,-2.133054018E0
1.619893333E-1,8.635761142E-1,-2.342050552E0,-1.504469514E0
1.819263333E-1,5.642095804E-1,-4.288879871E0,-4.769631922E-1
2.018633334E-1,2.044194639E-1,-2.124949932E0,1.782239676E-1
2.218013332E-1,-2.449021637E-1,-2.092503011E-3,-2.522626519E-1
2.417383333E-1,-7.673940659E-1,1.955025077E0,-6.704505682E-1
2.616763333E-1,-1.049844265E0,3.074797630E0,-3.837203979E-1
2.816133333E-1,-9.954928160E-1,2.575790644E0,-5.252660513E-1
3.015503333E-1,4.087479785E-2,5.744424462E-1,1.669367701E-1
3.214895834E-1,1.600443482E0,-9.290544987E-1,-1.867915243E-1
3.414265834E-1,2.403872013E0,-2.756831408E0,-9.372819662E-1
3.613645833E-1,2.319009066E0,-2.944783449E0,-5.903878212E-1
3.813015833E-1,1.995058179E0,-2.424752235E0,4.592082798E-1
4.012385833E-1,1.504193664E0,-2.644182444E0,1.007374644E0
4.211765833E-1,1.305215240E0,-3.119467497E0,9.116033912E-1
4.411135833E-1,1.370443344E0,-3.277811289E0,7.520292997E-1
4.610515833E-1,1.353020787E0,-2.724658012E0,9.301528335E-1
4.809885833E-1,8.770841956E-1,-1.926657319E0,1.003780723E0
5.009255833E-1,-2.123950720E-1,-1.916997790E0,9.668453336E-1
5.208635833E-1,-9.782956243E-1,-2.098601103E0,1.126360655E0
5.408005833E-1,-9.926957488E-1,-1.936612248E0,1.489411235E0
5.607385833E-1,-6.805330515E-1,-1.595779777E0,1.528025389E0
5.806755833E-1,-4.899234176E-1,-1.247742653E0,1.079395771E0
6.006135833E-1,-3.691555262E-1,-9.671137333E-1,6.858553290E-1
6.205505833E-1,-1.815069839E-2,-5.833375454E-1,1.061678171E0
6.404875834E-1,8.386108279E-1,-1.422128826E-1,1.638309002E0
6.604255832E-1,1.890886426E0,-1.327610761E-1,1.755689859E0
6.803625833E-1,2.651262045E0,2.184609324E-2,1.681733012E0
7.003005833E-1,2.522382021E0,5.033285916E-2,1.540783167E0
7.202375833E-1,1.239434004E0,-5.794690251E-1,1.452166796E0
7.401755833E-1,-9.782710671E-2,7.614553720E-2,1.758938670E0
7.601125833E-1,-5.820179582E-1,7.482142448E-1,1.813084364E0
7.800495833E-1,-6.305346489E-1,7.285733521E-2,1.291926742E0
7.999875833E-1,-4.823550880E-1,-9.133370519E-1,8.203287125E-1
8.199245833E-1,-1.489508152E-1,-1.549426913E0,1.346688747E0
8.398625833E-1,1.503888518E-1,-1.269043684E0,1.418869019E0
8.597995833E-1,-7.395666093E-2,-1.574136019E0,1.406318545E-1
