"Time (s)","X (hPa)"
-5.737297084E-1,1.017325058E3
4.320542916E-1,1.017331543E3
1.437899292E0,1.017333221E3
2.443695292E0,1.017333221E3
3.449472292E0,1.017333221E3
3.800515292E0,1.017344666E3
4.873349292E0,1.017344666E3
5.946186292E0,1.017344971E3
7.019018292E0,1.017344971E3
8.091844292E0,1.017354050E3
9.164673292E0,1.017355194E3
1.023756929E1,1.017355652E3
1.131043729E1,1.017357788E3
1.238327929E1,1.017359314E3
1.345611829E1,1.017361755E3
1.452890729E1,1.017361755E3
1.560169529E1,1.017364273E3
1.667445029E1,1.017367477E3
1.774725229E1,1.017372360E3
1.882007829E1,1.017374420E3
1.989292529E1,1.017374420E3
2.096580729E1,1.017371674E3
2.203868329E1,1.017371292E3
2.311166729E1,1.017371292E3
2.418458829E1,1.017372513E3
2.525750829E1,1.017373962E3
2.633039729E1,1.017375946E3
2.740320629E1,1.017376938E3
2.847605229E1,1.017376938E3
2.954897229E1,1.017376480E3
3.062189129E1,1.017374802E3
3.169476829E1,1.017374802E3
3.276760829E1,1.017374802E3
3.384043529E1,1.017375031E3
3.491327429E1,1.017376480E3
3.598617929E1,1.017377625E3
3.705901829E1,1.017379227E3
3.813186529E1,1.017380524E3
3.920477329E1,1.017380753E3
4.027765829E1,1.017381134E3
4.135052829E1,1.017381744E3
4.242341629E1,1.017384338E3
4.349631929E1,1.017387238E3
4.456918629E1,1.017388916E3
4.564206829E1,1.017393646E3
4.671498529E1,1.017398071E3
4.778788229E1,1.017402802E3
4.886078629E1,1.017407303E3
4.993368429E1,1.017411957E3
5.100658429E1,1.017415466E3
5.207946829E1,1.017417755E3
5.315239129E1,1.017420807E3
5.422526029E1,1.017423019E3
5.529812429E1,1.017426910E3
5.637100829E1,1.017431259E3
5.744394129E1,1.017436066E3
5.851677929E1,1.017439957E3
5.958965429E1,1.017444763E3
6.066253429E1,1.017447968E3
6.173535129E1,1.017451324E3
6.280816129E1,1.017457428E3
6.388100229E1,1.017459030E3
6.495385829E1,1.017462158E3
6.602673329E1,1.017466583E3
6.709959629E1,1.017469864E3
6.817250629E1,1.017472076E3
6.924537929E1,1.017472992E3
7.031826129E1,1.017476578E3
7.139119629E1,1.017482910E3
7.246407529E1,1.017488708E3
7.353701229E1,1.017492142E3
7.460995729E1,1.017498627E3
7.568289629E1,1.017500076E3
7.675578329E1,1.017505798E3
7.782869229E1,1.017509003E3
7.890163429E1,1.017512512E3
7.997455529E1,1.017513123E3
8.104743129E1,1.017521591E3
8.212031629E1,1.017526703E3
8.319317929E1,1.017531967E3
8.426599129E1,1.017538605E3
8.533881129E1,1.017542801E3
8.641164129E1,1.017543259E3
8.748449029E1,1.017546692E3
8.855732729E1,1.017551498E3
8.963019129E1,1.017554474E3
9.070304829E1,1.017556534E3
9.177592829E1,1.017561569E3
9.284878229E1,1.017572098E3
9.392163329E1,1.017575531E3
9.499446729E1,1.017578278E3
9.606734829E1,1.017578278E3
9.714018429E1,1.017577820E3
9.821300829E1,1.017574997E3
9.928588229E1,1.017566910E3
1.003587803E2,1.017556763E3
1.014316623E2,1.017553101E3
1.025045203E2,1.017550278E3
1.035773933E2,1.017546692E3
1.046503093E2,1.017546692E3
1.057231733E2,1.017547836E3
1.067960143E2,1.017550507E3
1.078688953E2,1.017551041E3
1.089417333E2,1.017552109E3
1.100146043E2,1.017557144E3
1.110874473E2,1.017557144E3
1.121603533E2,1.017556915E3
1.132331983E2,1.017556763E3
1.143061043E2,1.017555313E3
1.153790293E2,1.017550583E3
1.164519513E2,1.017545319E3
1.175248543E2,1.017537384E3
1.185977653E2,1.017530594E3
1.196706043E2,1.017530594E3
1.207434523E2,1.017534790E3
1.218163153E2,1.017537613E3
1.228891713E2,1.017541428E3
1.239620553E2,1.017545395E3
1.250349603E2,1.017545395E3
1.261078413E2,1.017542038E3
1.271807053E2,1.017542038E3
1.282535373E2,1.017542038E3
1.293264203E2,1.017541580E3
