"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.083893640E2,3.211703657E1,1.189507140E2,1.662769063E1,1.562480445E0,2.453823960E2,4.712214844E0,4.712214844E0
1.093893673E2,3.211703110E1,1.189506996E2,1.661984962E1,1.568987722E0,2.471443744E2,4.714387665E0,4.714387665E0
1.103893704E2,3.211702444E1,1.189506883E2,1.599681406E1,1.467987631E0,2.423025461E2,4.716799027E0,4.716799027E0
1.113893723E2,3.211701981E1,1.189506755E2,1.605655274E1,1.497351314E0,2.453711886E2,4.717988478E0,4.717988478E0
1.123893757E2,3.211701146E1,1.189506616E2,1.576788429E1,1.481525921E0,2.414308006E2,4.717819682E0,4.717819682E0
1.133893783E2,3.211700155E1,1.189506487E2,1.561171907E1,1.519539321E0,2.332660182E2,4.719542547E0,4.719542547E0
1.143893807E2,3.211699288E1,1.189506342E2,1.566089225E1,1.549626947E0,2.348410610E2,4.707672090E0,4.707672090E0
1.153893839E2,3.211698702E1,1.189506197E2,1.586167843E1,1.529974546E0,2.400769504E2,4.711106827E0,4.711106827E0
1.163893863E2,3.211697903E1,1.189506068E2,1.619700190E1,1.456506238E0,2.374437673E2,4.704412946E0,4.704412946E0
1.173891861E2,3.211697121E1,1.189505979E2,1.638725312E1,1.206143737E0,2.294706303E2,4.715529726E0,4.715529726E0
1.183891871E2,3.211697126E1,1.189505927E2,1.628280727E1,7.456334222E-1,2.382469648E2,4.723023799E0,4.723023799E0
1.193891875E2,3.211696915E1,1.189505839E2,1.548841409E1,6.710773242E-1,2.488735953E2,4.717671564E0,4.717671564E0
1.203891910E2,3.211697083E1,1.189505843E2,1.581816317E1,0.000000000E0,2.529462028E2,4.720949343E0,4.720949343E0
1.213891698E2,3.211697128E1,1.189505801E2,1.596873194E1,0.000000000E0,2.529462015E2,4.726784229E0,4.726784229E0
1.223891678E2,3.211696802E1,1.189505611E2,1.619016794E1,1.014660752E0,2.576753326E2,4.728971927E0,4.728971927E0
1.233891855E2,3.211696411E1,1.189505448E2,1.605392489E1,1.229697718E0,2.565521248E2,4.723893122E0,4.723893122E0
1.243891824E2,3.211696438E1,1.189505363E2,1.619338033E1,9.599752682E-1,2.608655511E2,4.722855266E0,4.722855266E0
1.253891815E2,3.211696094E1,1.189505243E2,1.596159989E1,1.092217660E0,2.508550249E2,4.713878426E0,4.713878426E0
1.263891824E2,3.211695792E1,1.189505105E2,1.610696428E1,1.320719378E0,2.503891017E2,4.720004995E0,4.720004995E0
1.273891840E2,3.211695436E1,1.189504982E2,1.618774790E1,1.232788838E0,2.495207740E2,4.720205175E0,4.720205175E0
1.283891833E2,3.211694939E1,1.189504878E2,1.598523233E1,1.240440754E0,2.438365742E2,4.721677689E0,4.721677689E0
1.293891791E2,3.211694855E1,1.189504778E2,1.601005952E1,1.142350363E0,2.470822600E2,4.721745238E0,4.721745238E0
1.303891770E2,3.211694815E1,1.189504681E2,1.598494016E1,9.726948099E-1,2.596181153E2,4.712858104E0,4.712858104E0
1.313891724E2,3.211694206E1,1.189504580E2,1.663488751E1,1.028348955E0,2.490879955E2,4.717328795E0,4.717328795E0
