"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.743479144E-2,-2.765008545E1,2.016080475E1,-3.683419800E1
4.747679178E-2,-2.788262939E1,2.020425034E1,-3.671386719E1
6.751779187E-2,-2.833943176E1,2.005927277E1,-3.674014282E1
8.755500056E-2,-2.809008789E1,2.038747787E1,-3.682131958E1
1.075970000E-1,-2.849452209E1,2.009470367E1,-3.667327881E1
1.276380001E-1,-2.939311218E1,2.049281693E1,-3.592111206E1
1.476790002E-1,-3.029162598E1,2.052773666E1,-3.519421387E1
1.677200003E-1,-3.106520081E1,2.041942596E1,-3.452893066E1
1.877620006E-1,-3.151602173E1,2.060202789E1,-3.420761108E1
2.078029998E-1,-3.154495239E1,1.980986404E1,-3.405303955E1
2.278439999E-1,-3.197587585E1,1.936851883E1,-3.400207520E1
2.478860002E-1,-3.162792969E1,1.872705078E1,-3.437982178E1
2.679270003E-1,-3.137817383E1,1.894149017E1,-3.486672974E1
2.879680004E-1,-3.057810974E1,1.951647949E1,-3.514871216E1
3.080099998E-1,-3.017518616E1,2.050397110E1,-3.531130981E1
3.280509999E-1,-2.991448975E1,2.176438141E1,-3.473120117E1
3.480920000E-1,-3.030990601E1,2.288607025E1,-3.400402832E1
3.681340003E-1,-3.045066833E1,2.385383987E1,-3.293353271E1
3.881750004E-1,-3.051229858E1,2.510889435E1,-3.246902466E1
4.082160005E-1,-3.013052368E1,2.657098770E1,-3.151803589E1
4.282579999E-1,-2.985232544E1,2.726962662E1,-3.077246094E1
4.482990000E-1,-2.984013367E1,2.796189117E1,-3.058413696E1
4.683400001E-1,-2.955110168E1,2.849359512E1,-2.986737061E1
4.883820005E-1,-2.903605652E1,2.920694733E1,-2.945733643E1
5.084230006E-1,-2.847901917E1,3.054995346E1,-2.849490356E1
5.284640007E-1,-2.802847290E1,3.161711121E1,-2.817337036E1
5.485060001E-1,-2.722282410E1,3.268744659E1,-2.734857178E1
5.685470002E-1,-2.592698669E1,3.350936890E1,-2.732022095E1
5.885880003E-1,-2.539758301E1,3.445618439E1,-2.685955811E1
6.086300006E-1,-2.499821472E1,3.553170013E1,-2.629013062E1
6.286709998E-1,-2.506948853E1,3.592037201E1,-2.590756226E1
6.487119999E-1,-2.483598328E1,3.603701782E1,-2.572024536E1
6.687540002E-1,-2.410150146E1,3.672743607E1,-2.529699707E1
6.887950003E-1,-2.327447510E1,3.696122742E1,-2.510977173E1
7.088360004E-1,-2.255413818E1,3.748365402E1,-2.527752686E1
7.288779998E-1,-2.162187195E1,3.823205566E1,-2.539706421E1
7.489189999E-1,-2.078126526E1,3.859540558E1,-2.516616821E1
7.689600000E-1,-2.069944763E1,3.911959839E1,-2.467874146E1
7.890020004E-1,-2.032188416E1,3.959834290E1,-2.402316284E1
8.090430005E-1,-2.001860046E1,4.012974548E1,-2.299291992E1
8.290840006E-1,-1.930838013E1,4.088304138E1,-2.227728271E1
8.491260000E-1,-1.805996704E1,4.143128204E1,-2.243600464E1
8.691670001E-1,-1.662281799E1,4.191950989E1,-2.322097778E1
8.892080002E-1,-1.486518860E1,4.240058517E1,-2.378170776E1
9.092500005E-1,-1.322882080E1,4.253614044E1,-2.414755249E1
9.292910006E-1,-1.241146851E1,4.239941406E1,-2.516809082E1
9.493320007E-1,-1.183488464E1,4.179074097E1,-2.634078979E1
9.693740001E-1,-1.097518921E1,4.121950912E1,-2.721752930E1
9.894150002E-1,-1.041894531E1,4.107309723E1,-2.791928101E1
1.009457001E0,-9.783905029E0,4.053393555E1,-2.922796631E1
1.029498001E0,-9.387237549E0,3.974315643E1,-2.983264160E1
1.049539000E0,-8.879913330E0,3.941809082E1,-2.988122559E1
1.069581000E0,-8.776458740E0,3.919776154E1,-3.041085815E1
1.089622542E0,-8.191284180E0,3.897802734E1,-3.068643188E1
1.109663542E0,-8.570480347E0,3.876293182E1,-3.080752563E1
1.129705542E0,-8.534393311E0,3.894048309E1,-3.138958740E1
1.149746542E0,-8.963836670E0,3.901106262E1,-3.137152100E1
1.169787542E0,-8.943786621E0,3.884858704E1,-3.125534058E1
1.189829542E0,-9.382995605E0,3.894831085E1,-3.085888672E1
1.209870541E0,-1.023902893E1,3.862718582E1,-3.116064453E1
1.229911542E0,-1.130488586E1,3.822386551E1,-3.066427612E1
1.249953542E0,-1.206147766E1,3.768872070E1,-3.126290894E1
1.269994542E0,-1.273483276E1,3.732095337E1,-3.129144287E1
1.290036542E0,-1.370904541E1,3.715476990E1,-3.143798828E1
1.310077542E0,-1.404206848E1,3.672931671E1,-3.202233887E1
1.330118542E0,-1.483512878E1,3.639924622E1,-3.205038452E1
1.350160542E0,-1.569865417E1,3.619147491E1,-3.209509277E1
1.370201542E0,-1.660511780E1,3.578315735E1,-3.188839722E1
1.390242542E0,-1.732197571E1,3.587911224E1,-3.197918701E1
1.410284542E0,-1.836216736E1,3.527557755E1,-3.204608154E1
1.430325542E0,-1.918930054E1,3.428646088E1,-3.209664917E1
1.450366542E0,-1.974655151E1,3.347119904E1,-3.326266479E1
1.470408542E0,-2.029135132E1,3.239215851E1,-3.393939209E1
1.490449542E0,-2.106295776E1,3.185828972E1,-3.397454834E1
1.510491542E0,-2.195141602E1,3.168207550E1,-3.362557983E1
1.530532542E0,-2.267576599E1,3.141272545E1,-3.335162354E1
1.550573542E0,-2.308297729E1,3.115918732E1,-3.351168823E1
1.570615542E0,-2.299833679E1,3.138079071E1,-3.267587280E1
1.590656542E0,-2.338409424E1,3.150248528E1,-3.295919800E1
1.610698542E0,-2.417495728E1,3.121018028E1,-3.215670776E1
1.630739542E0,-2.482394409E1,3.111566544E1,-3.196658325E1
1.650780542E0,-2.557231140E1,3.110218430E1,-3.163433838E1
1.670822542E0,-2.602725220E1,3.096503830E1,-3.114508057E1
1.690863542E0,-2.604524231E1,3.068668747E1,-3.095257568E1
1.710904542E0,-2.615895081E1,3.061787796E1,-3.116976929E1
1.730946542E0,-2.592890930E1,3.042681503E1,-3.129608154E1
1.750987542E0,-2.593516541E1,3.052068710E1,-3.160736084E1
1.771029542E0,-2.578804016E1,3.089178085E1,-3.119369507E1
1.791070542E0,-2.562811279E1,3.090481949E1,-3.150857544E1
1.811111541E0,-2.563784790E1,3.091230392E1,-3.201248169E1
1.831153542E0,-2.521629333E1,3.111870193E1,-3.200292969E1
1.851194542E0,-2.515068054E1,3.165136337E1,-3.169442749E1
1.871236542E0,-2.500804138E1,3.218993759E1,-3.153543091E1
1.891277542E0,-2.456079102E1,3.309928131E1,-3.056176758E1
1.911318542E0,-2.448689270E1,3.469802856E1,-2.912832642E1
1.931360542E0,-2.445762634E1,3.596192169E1,-2.751101685E1
1.951401542E0,-2.405863953E1,3.676715088E1,-2.732653809E1
1.971443542E0,-2.329069519E1,3.703211212E1,-2.700021362E1
1.991484541E0,-2.217350769E1,3.744770050E1,-2.780407715E1
2.011525542E0,-2.094490051E1,3.733908081E1,-2.817962646E1
2.031567542E0,-1.982559204E1,3.759268188E1,-2.905615234E1
2.051608542E0,-1.905445862E1,3.735749054E1,-2.917562866E1
2.071650542E0,-1.846441650E1,3.762184525E1,-2.984973145E1
2.091690917E0,-1.808464050E1,3.772454834E1,-3.027249146E1
2.111731917E0,-1.778076172E1,3.758441925E1,-3.049548340E1
2.131773917E0,-1.733454895E1,3.742713928E1,-3.097424316E1
2.151814917E0,-1.714242554E1,3.770536804E1,-3.099771118E1
2.171856917E0,-1.710467529E1,3.742989349E1,-3.154183960E1
2.191897917E0,-1.717538452E1,3.754021454E1,-3.160372925E1
2.211939917E0,-1.671902466E1,3.718782043E1,-3.194357300E1
2.231980917E0,-1.660639954E1,3.675344849E1,-3.235388184E1
2.252021917E0,-1.660128784E1,3.622315216E1,-3.341680908E1
2.272063917E0,-1.628625488E1,3.605749130E1,-3.341760254E1
2.292104917E0,-1.566993713E1,3.623865891E1,-3.405880737E1
2.312146917E0,-1.490493774E1,3.648640442E1,-3.402487183E1
2.332187917E0,-1.452740479E1,3.650026321E1,-3.442703247E1
2.352228917E0,-1.410562134E1,3.682622528E1,-3.397290039E1
2.372270917E0,-1.376622009E1,3.762640381E1,-3.299780273E1
2.392311917E0,-1.399650574E1,3.851802826E1,-3.228262329E1
2.412353917E0,-1.365197754E1,3.895432663E1,-3.150094604E1
2.432394917E0,-1.348147583E1,3.947560883E1,-3.100073242E1
2.452436917E0,-1.295941162E1,4.013158417E1,-3.083224487E1
2.472477917E0,-1.238478088E1,4.062119293E1,-3.031729126E1
2.492518917E0,-1.149314880E1,4.091688538E1,-3.022161865E1
2.512560917E0,-1.054827881E1,4.150223541E1,-2.946520996E1
2.532601917E0,-1.008186340E1,4.167083740E1,-2.979904175E1
2.552643917E0,-1.021508789E1,4.152561188E1,-2.945223999E1
2.572684917E0,-1.072335815E1,4.094516373E1,-3.017898560E1
2.592726917E0,-1.141180420E1,4.016586304E1,-3.106887817E1
2.612767917E0,-1.160136414E1,3.892947388E1,-3.267065430E1
2.632809917E0,-1.181214905E1,3.774307632E1,-3.373324585E1
2.652850917E0,-1.155891418E1,3.738743591E1,-3.452349854E1
2.672891917E0,-1.148194885E1,3.719913101E1,-3.475851440E1
2.692933917E0,-1.148138428E1,3.742181015E1,-3.447882080E1
2.712974917E0,-1.180912781E1,3.785245514E1,-3.381848145E1
2.733016917E0,-1.201200867E1,3.845057678E1,-3.358166504E1
2.753057917E0,-1.227561951E1,3.860932159E1,-3.338958740E1
2.773099917E0,-1.176657104E1,3.921556091E1,-3.363760376E1
2.793140917E0,-1.146669006E1,3.903606796E1,-3.337493896E1
2.813181917E0,-1.198619080E1,3.935817719E1,-3.279229736E1
2.833223917E0,-1.248928833E1,3.943560791E1,-3.274456787E1
2.853264917E0,-1.381520081E1,3.936357117E1,-3.181582642E1
2.873306917E0,-1.549044800E1,3.906821060E1,-3.208181763E1
2.893347917E0,-1.642927551E1,3.805056381E1,-3.264025879E1
2.913389917E0,-1.754884338E1,3.630749893E1,-3.348394775E1
2.933430917E0,-1.814886475E1,3.529975128E1,-3.481509399E1
2.953472917E0,-1.779406738E1,3.539713669E1,-3.559164429E1
2.973513917E0,-1.756497192E1,3.559798050E1,-3.501138306E1
