"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.743479144E-2,1.104230596E-1,2.727962914E-1,-1.313495135E-1
4.747679178E-2,-3.783923283E-2,6.584149012E-1,-2.841431057E-1
6.751779187E-2,-1.111523536E-1,5.489037149E-1,-4.468138146E-1
8.755500056E-2,-7.946395308E-2,6.281922515E-1,-3.419311380E-1
1.075970000E-1,2.789260738E-1,5.965066284E-1,-2.995826787E-1
1.276380001E-1,2.919000951E-1,5.385694921E-1,-5.101210338E-1
1.476790002E-1,-9.498520430E-2,4.121754938E-1,-8.631852704E-1
1.677200003E-1,4.228717323E-2,3.681648172E-1,-1.160278789E0
1.877620006E-1,3.025371306E-1,-6.747094832E-1,-2.047338241E0
2.078029998E-1,2.007778538E-1,-1.297483559E0,-2.325767448E0
2.278439999E-1,1.243687128E0,-3.877347171E-1,-1.801980302E0
2.478860002E-1,6.208461752E-1,-1.031970705E-1,-2.681576368E0
2.679270003E-1,8.754123831E-1,1.112598254E0,1.394645718E0
2.879680004E-1,1.643601157E0,2.401547948E-1,1.155023897E-1
3.080099998E-1,5.762610827E-1,-4.577402142E-1,1.307503493E0
3.280509999E-1,1.966728526E-1,2.690760005E-1,1.158462059E0
3.480920000E-1,-2.732901984E-1,1.465534144E0,-7.123499107E-1
3.681340003E-1,-2.617060602E-1,1.588895192E0,-9.570313275E-1
3.881750004E-1,-3.073632762E-1,1.838649653E0,-2.777579463E-1
4.082160005E-1,-2.054017662E0,1.704774435E0,-5.051859838E-1
4.282579999E-1,-2.621256491E0,1.626398648E0,4.892014503E-2
4.482990000E-1,-2.445684778E0,2.214514084E0,1.068098019E0
4.683400001E-1,-1.572259571E0,2.148607631E0,4.307234466E-2
4.883820005E-1,-4.205787833E-1,2.391113737E0,-1.148527640E0
5.084230006E-1,5.862632202E-1,2.428196341E0,-1.509160513E0
5.284640007E-1,1.238961408E0,2.411764787E0,-2.225226329E0
5.485060001E-1,1.244948811E0,2.235806281E0,-2.542902632E0
5.685470002E-1,5.767702290E-1,1.574669793E0,-2.419204785E0
5.885880003E-1,-2.172678425E-1,5.002583890E-1,-2.176673974E0
6.086300006E-1,-3.229599199E-1,6.274935092E-1,-1.945900744E0
6.286709998E-1,-8.699870440E-1,6.122110802E-1,-2.052597812E0
6.487119999E-1,-5.568680611E-1,1.092571102E0,-2.016241579E0
6.687540002E-1,-2.647096653E-2,1.034643760E0,-1.837006878E0
6.887950003E-1,1.978248272E-1,1.317345673E0,-1.520723966E0
7.088360004E-1,-8.325765583E-1,1.597837046E0,-7.356270915E-1
7.288779998E-1,-1.224157282E0,1.183115967E0,3.869780874E-1
7.489189999E-1,-1.972821910E0,3.569855256E-1,1.367939145E0
7.689600000E-1,-1.250914433E0,1.544080085E-1,2.198981686E0
7.890020004E-1,6.312753421E-1,2.207389690E-1,2.652095876E0
8.090430005E-1,1.420689070E0,4.885319442E-1,2.310728409E0
8.290840006E-1,1.440724701E0,1.492911100E-2,1.897546025E0
8.491260000E-1,1.863766075E0,-2.890271388E-1,2.153948770E0
8.691670001E-1,2.082990469E0,-1.222804821E0,3.470842892E0
8.892080002E-1,1.584256742E0,-2.401701729E0,5.028343506E0
9.092500005E-1,8.100986919E-1,-3.385461849E0,5.415889943E0
9.292910006E-1,7.540643857E-1,-2.957438062E0,4.623986324E0
9.493320007E-1,9.062747913E-1,-2.053171716E0,3.782396575E0
9.693740001E-1,1.094861456E0,-1.684309034E0,3.187832392E0
9.894150002E-1,1.112209999E0,-1.640506518E0,2.149035940E0
1.009457001E0,1.015788170E0,-1.542470346E0,1.101154668E0
1.029498001E0,1.189148320E0,-1.181986870E0,-5.781376004E-2
1.049539000E0,1.360866353E0,-8.403852224E-1,-1.048346710E0
