"Time (s)","X (hPa)"
1.330854266E2,1.034311142E3
1.340859986E2,1.034312897E3
1.350865766E2,1.034312897E3
1.360871526E2,1.034311829E3
1.370877236E2,1.034307709E3
1.380883056E2,1.034299927E3
1.390888856E2,1.034294510E3
1.400894566E2,1.034294357E3
1.410900356E2,1.034294357E3
1.420908776E2,1.034298401E3
1.430911856E2,1.034306107E3
1.440917656E2,1.034315338E3
1.450923396E2,1.034318771E3
1.460929176E2,1.034318771E3
1.470934956E2,1.034318695E3
1.480940706E2,1.034318085E3
1.490946476E2,1.034318695E3
1.500952206E2,1.034320068E3
1.510957946E2,1.034324036E3
1.520963746E2,1.034327316E3
1.530969506E2,1.034327316E3
1.540977506E2,1.034327316E3
1.550981056E2,1.034327316E3
1.560986736E2,1.034327316E3
1.570992556E2,1.034327469E3
1.580998296E2,1.034327469E3
1.591004076E2,1.034327469E3
1.601009826E2,1.034321594E3
1.611015556E2,1.034312134E3
1.621021326E2,1.034304352E3
1.631027096E2,1.034301147E3
1.641032856E2,1.034298401E3
1.651038606E2,1.034298401E3
1.661044376E2,1.034300537E3
1.671050156E2,1.034300537E3
1.681055936E2,1.034298782E3
1.691061666E2,1.034298401E3
1.701067456E2,1.034293137E3
1.711073236E2,1.034290771E3
1.721079046E2,1.034290543E3
1.731084756E2,1.034286728E3
1.741090556E2,1.034279709E3
1.751096356E2,1.034275513E3
1.761102066E2,1.034269943E3
1.771107876E2,1.034263840E3
1.781113616E2,1.034262161E3
1.791119346E2,1.034257889E3
1.801125116E2,1.034254227E3
1.811135536E2,1.034251099E3
1.821136626E2,1.034248734E3
1.831142376E2,1.034243317E3
1.841148186E2,1.034237213E3
1.851153956E2,1.034233856E3
1.861159716E2,1.034230423E3
1.871165486E2,1.034226685E3
1.881171226E2,1.034223938E3
1.891176986E2,1.034223938E3
1.901182816E2,1.034224014E3
1.911188526E2,1.034224014E3
1.921194326E2,1.034224014E3
1.931200046E2,1.034220276E3
1.941205816E2,1.034215622E3
1.951211546E2,1.034205093E3
1.961217306E2,1.034195328E3
1.971223056E2,1.034182892E3
1.981229116E2,1.034172287E3
1.991234596E2,1.034159698E3
2.001240356E2,1.034151840E3
2.011246106E2,1.034142456E3
2.021251916E2,1.034136200E3
2.031257636E2,1.034126968E3
2.041263456E2,1.034122238E3
2.051269206E2,1.034117889E3
2.061274946E2,1.034115753E3
2.071280716E2,1.034112549E3
2.081286486E2,1.034110870E3
2.091292236E2,1.034109650E3
2.101297996E2,1.034106522E3
2.111303736E2,1.034103088E3
