"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.743479144E-2,2.380234152E-1,-7.584773004E-2,-1.692379117E-1
4.747679178E-2,1.604657620E-1,-1.096757799E-1,-1.269326806E-1
6.751779187E-2,4.980253056E-2,-1.586676240E-1,-1.231432557E-1
8.755500056E-2,-3.628216684E-2,-3.223179579E-1,-1.284286976E-1
1.075970000E-1,-1.211371049E-1,-5.148036480E-1,-1.606506556E-1
1.276380001E-1,-2.040715963E-1,-8.844927549E-1,-2.308843881E-1
1.476790002E-1,-3.288972080E-1,-9.699276686E-1,-1.288592815E-1
1.677200003E-1,-1.424502581E-1,-8.672643304E-1,6.988590211E-2
1.877620006E-1,3.060805500E-1,-5.701074004E-1,9.802950919E-2
2.078029998E-1,5.965015888E-1,-3.614505231E-1,8.162967861E-3
2.278439999E-1,8.739076257E-1,-1.778586507E-1,9.108922631E-2
2.478860002E-1,9.618682265E-1,-6.361228973E-2,2.842651308E-1
2.679270003E-1,1.929541528E-1,2.460143119E-1,6.616843939E-1
2.879680004E-1,-2.074200362E-1,1.205999017E0,8.974502087E-1
3.080099998E-1,-6.374568939E-1,2.663073838E-1,8.020851612E-1
3.280509999E-1,-1.102471471E0,-7.549065948E-1,5.118093491E-1
3.480920000E-1,-1.395342350E0,-5.802907944E-1,1.277389079E-1
3.681340003E-1,-1.755658984E0,-5.117794499E-3,-2.023584694E-1
3.881750004E-1,-2.064114571E0,3.123060167E-1,-2.326464951E-1
4.082160005E-1,-2.135970354E0,8.438118696E-1,-3.842335045E-1
4.282579999E-1,-1.884104729E0,1.039080143E0,-5.499094129E-1
4.482990000E-1,-1.442262173E0,5.496284366E-1,-4.464398324E-1
4.683400001E-1,-1.163248777E0,2.843087316E-1,-1.411748677E-1
4.883820005E-1,-1.215983510E0,3.312166631E-1,2.795788646E-1
5.084230006E-1,-1.202045321E0,1.605273485E-1,6.647994518E-1
5.284640007E-1,-1.055639982E0,2.574406266E-1,9.918308258E-1
5.485060001E-1,-8.459576368E-1,3.915983737E-1,1.159974933E0
5.685470002E-1,-6.128093004E-1,6.542631984E-2,1.100953102E0
5.885880003E-1,-5.543350577E-1,-2.656456828E-1,9.773606658E-1
6.086300006E-1,-5.237603188E-1,-4.744107127E-1,8.172613382E-1
6.286709998E-1,-2.972261012E-1,-5.658768415E-1,6.497364044E-1
6.487119999E-1,-3.645836189E-2,-5.019581318E-1,7.656272650E-1
6.687540002E-1,8.685192466E-2,-4.213985801E-1,1.074595332E0
6.887950003E-1,7.197112590E-2,-1.020321622E-1,1.294332862E0
7.088360004E-1,6.779990345E-2,9.919281304E-2,1.313771486E0
7.288779998E-1,8.798200637E-2,-3.077481687E-1,1.369036317E0
7.489189999E-1,1.316741705E-1,-9.621222615E-1,1.198795676E0
7.689600000E-1,-3.621864831E-3,-1.379842043E0,9.990344644E-1
7.890020004E-1,-3.729256392E-1,-1.423225641E0,1.112917304E0
8.090430005E-1,-6.132876873E-1,-9.615477324E-1,1.326241136E0
8.290840006E-1,-3.689903915E-1,-3.415771127E-1,1.364288568E0
8.491260000E-1,1.123268902E-1,3.547159433E-1,1.414916158E0
8.691670001E-1,2.648720145E-1,9.517446160E-1,1.615678668E0
8.892080002E-1,2.380218208E-1,1.087882638E0,1.462548375E0
9.092500005E-1,4.652273953E-1,7.212869525E-1,8.853060603E-1
9.292910006E-1,9.079910517E-1,3.925223351E-1,4.265797436E-1
9.493320007E-1,1.206945300E0,2.187459171E-1,3.699516952E-1
9.693740001E-1,1.203314424E0,1.104042232E-1,5.496692657E-1
9.894150002E-1,1.046145916E0,9.036635607E-2,6.640598178E-1
1.009457001E0,9.391418695E-1,-1.998370141E-2,6.436846256E-1
1.029498001E0,8.439212441E-1,-1.336235404E-1,6.154293418E-1
1.049539000E0,6.697681546E-1,-1.974794716E-1,5.324360132E-1
1.069581000E0,4.615533650E-1,-2.324531674E-1,3.397955894E-1
1.089622542E0,3.064933717E-1,-2.364189327E-1,1.220072731E-1
1.109663542E0,1.870450228E-1,-2.186888456E-1,-4.085324332E-2
1.129705542E0,6.883912534E-2,-2.068741918E-1,-1.305799335E-1
1.149746542E0,1.070943009E-2,-2.780905664E-1,-1.796980798E-1
1.169787542E0,3.880022466E-2,-4.378878474E-1,-2.704685330E-1
1.189829542E0,1.241880804E-1,-4.990843832E-1,-4.606090784E-1
1.209870541E0,2.429823130E-1,-6.077842116E-1,-6.128319502E-1
