"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.867000580E-2,3.211393542E1,1.189507924E2,1.453318596E1,-1.000000000E0,-1.000000000E0,3.642213187E2,3.642213187E2
2.158639550E0,3.211373793E1,1.189502305E2,1.479081169E1,4.174073637E-1,1.631328563E2,1.456994143E2,1.456994143E2
3.158640146E0,3.211375550E1,1.189502871E2,1.470084231E1,4.174073637E-1,4.182023209E1,5.366891698E1,5.366891698E1
4.158640146E0,3.211374306E1,1.189502905E2,1.463716004E1,4.174073637E-1,1.382929372E1,2.981627656E1,2.981627656E1
5.158642173E0,3.211376304E1,1.189503100E2,1.459946436E1,4.817844629E-1,3.266229638E1,2.201696582E1,2.201696582E1
6.158643603E0,3.211378319E1,1.189503546E2,1.458920146E1,9.918974042E-1,3.698484325E1,1.662563052E1,1.662563052E1
7.158644915E0,3.211380562E1,1.189503586E2,1.456365260E1,1.239134550E0,2.640389499E1,1.397367726E1,1.397367726E1
8.159277439E0,3.211381326E1,1.189503530E2,1.457690609E1,1.019106746E0,3.567316053E2,1.093540029E1,1.093540029E1
9.159279346E0,3.211382478E1,1.189503600E2,1.456717884E1,1.019106746E0,1.209547691E1,9.862867625E0,9.862867625E0
1.015929246E1,3.211382466E1,1.189503601E2,1.457868420E1,8.820558786E-1,4.977730679E1,9.134273954E0,9.134273954E0
1.115929461E1,3.211381330E1,1.189503669E2,1.459489374E1,1.490402222E-2,3.082647689E2,8.133555694E0,8.133555694E0
1.215942216E1,3.211380969E1,1.189503726E2,1.459706652E1,4.320050478E-1,1.279768028E2,7.960024039E0,7.960024039E0
1.315942430E1,3.211380586E1,1.189503895E2,1.458842166E1,4.320050478E-1,1.117901218E2,7.667322979E0,7.667322979E0
1.415850198E1,3.211380441E1,1.189503938E2,1.458842169E1,4.320050478E-1,1.117901240E2,7.667322979E0,7.667322979E0
1.515850508E1,3.211380833E1,1.189504109E2,1.458936283E1,5.678430796E-1,9.598252895E1,7.628738432E0,7.628738432E0
1.610816300E1,3.211380872E1,1.189504384E2,1.457347431E1,1.093735337E0,1.042731991E2,6.978121745E0,6.978121745E0
1.705816555E1,3.211381905E1,1.189504588E2,1.455759728E1,1.280296564E0,8.098132639E1,6.559420829E0,6.559420829E0
1.800889254E1,3.211382370E1,1.189504534E2,1.456210295E1,1.093735337E0,5.229739929E1,6.248128622E0,6.248128622E0
1.895889652E1,3.211382063E1,1.189504528E2,1.456573894E1,7.319160700E-1,5.360629018E1,6.383315277E0,6.383315277E0
1.990858293E1,3.211383261E1,1.189504495E2,1.456822745E1,7.319160700E-1,1.785926653E1,6.004178280E0,6.004178280E0
2.085858583E1,3.211384610E1,1.189504535E2,1.459621820E1,9.505686760E-1,3.059195156E1,5.967754449E0,5.967754449E0
2.180861831E1,3.211385029E1,1.189504584E2,1.460361977E1,9.505686760E-1,3.613462026E1,6.056213532E0,6.056213532E0
2.276662171E1,3.211385686E1,1.189504726E2,1.459979100E1,7.838538885E-1,5.447908557E1,5.945352257E0,5.945352257E0
2.376739788E1,3.211386016E1,1.189504819E2,1.460214291E1,7.838538885E-1,5.734701831E1,5.886494641E0,5.886494641E0
2.476740134E1,3.211386788E1,1.189504974E2,1.457420494E1,7.737339139E-1,6.637589768E1,5.841483150E0,5.841483150E0
2.576669157E1,3.211387482E1,1.189505096E2,1.455319001E1,7.810272574E-1,6.529003584E1,5.766375181E0,5.766375181E0
2.676669621E1,3.211387704E1,1.189505199E2,1.454087763E1,8.925979137E-1,7.232201194E1,5.741872214E0,5.741872214E0
2.776670086E1,3.211389386E1,1.189505205E2,1.457412035E1,8.696786165E-1,3.847994323E1,5.487022073E0,5.487022073E0
2.876670516E1,3.211390406E1,1.189505327E2,1.454418948E1,8.925979137E-1,4.033206629E1,5.447373486E0,5.447373486E0
2.976670992E1,3.211390622E1,1.189505442E2,1.451718432E1,9.762542844E-1,5.772649096E1,5.331687848E0,5.331687848E0
3.076671362E1,3.211390758E1,1.189505570E2,1.452272411E1,1.146415591E0,6.462988015E1,5.132291383E0,5.132291383E0
3.176671827E1,3.211391916E1,1.189505603E2,1.453038632E1,1.146415591E0,2.996156865E1,5.181357252E0,5.181357252E0
3.276672316E1,3.211392344E1,1.189505532E2,1.449626816E1,9.099445343E-1,3.535750348E2,5.154509847E0,5.154509847E0
3.376672828E1,3.211402245E1,1.189505740E2,1.471479188E1,7.508545111E-1,1.495984299E0,5.079246053E0,5.079246053E0
3.476673198E1,3.211403765E1,1.189505771E2,1.484092622E1,8.586237450E-1,4.329111435E0,5.069199498E0,5.069199498E0
3.576673698E1,3.211404800E1,1.189505771E2,1.478401568E1,6.807872928E-1,3.426388235E2,5.070782434E0,5.070782434E0
3.676674175E1,3.211405613E1,1.189505749E2,1.473481890E1,6.448168388E-1,3.322314678E2,5.076384973E0,5.076384973E0
3.776674676E1,3.211405466E1,1.189505705E2,1.470021197E1,8.334411374E-1,3.462713551E2,4.974529780E0,4.974529780E0
3.876675129E1,3.211405729E1,1.189505683E2,1.443744692E1,8.995565538E-1,3.520657103E2,4.946375490E0,4.946375490E0
3.976675665E1,3.211405649E1,1.189505604E2,1.422614224E1,6.868113509E-1,3.379796006E2,4.946804978E0,4.946804978E0
4.076676202E1,3.211406357E1,1.189505564E2,1.417801070E1,6.923163666E-1,3.397325090E2,4.948393644E0,4.948393644E0
4.176676595E1,3.211406856E1,1.189505518E2,1.468935826E1,6.009507128E-1,3.371878856E2,4.946398240E0,4.946398240E0
4.276677108E1,3.211407612E1,1.189505452E2,1.415376153E1,6.736539306E-1,3.374554439E2,4.941368234E0,4.941368234E0
4.376677608E1,3.211408376E1,1.189505387E2,1.484505285E1,9.300551396E-1,3.411601417E2,4.938176067E0,4.938176067E0
4.476678145E1,3.211408937E1,1.189505349E2,1.484661279E1,9.073771874E-1,3.439713036E2,4.938143461E0,4.938143461E0
4.576678586E1,3.211409906E1,1.189505311E2,1.475220286E1,1.099999830E0,3.417759448E2,4.924032779E0,4.924032779E0
4.676679075E1,3.211410597E1,1.189505293E2,1.486597649E1,9.656749804E-1,3.419505750E2,4.918544840E0,4.918544840E0
4.776679647E1,3.211410973E1,1.189505215E2,1.460716338E1,8.338099147E-1,3.366018930E2,4.925797482E0,4.925797482E0
4.876680136E1,3.211411458E1,1.189505170E2,1.487439201E1,7.313169378E-1,3.307845233E2,4.924743822E0,4.924743822E0
4.976680636E1,3.211412526E1,1.189505143E2,1.493741939E1,7.822547020E-1,3.349154475E2,4.922065573E0,4.922065573E0
