"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.935041673E-3,1.165775757E0,4.690645752E0,7.740403748E0
4.281404172E-2,1.363813934E0,4.902754669E0,8.426277466E0
6.275404175E-2,1.656605072E0,5.046306152E0,8.754395142E0
8.269304177E-2,1.832639008E0,5.207371216E0,8.848399658E0
1.026330417E-1,2.049687653E0,5.428012390E0,8.488547974E0
1.225720417E-1,1.993554382E0,5.480852509E0,8.850495300E0
1.425120417E-1,2.050136719E0,5.643414459E0,9.077872467E0
1.624510417E-1,2.157613220E0,5.692063293E0,8.985514526E0
1.823910417E-1,2.098785553E0,5.787115631E0,9.084907837E0
2.023300417E-1,1.929936676E0,5.927373962E0,9.208401031E0
2.222700417E-1,1.745520172E0,5.961353302E0,9.251212006E0
2.422090417E-1,1.319206696E0,5.923482056E0,9.079219666E0
2.621490418E-1,6.797364807E-1,5.972130890E0,9.160350952E0
2.820880418E-1,7.454498291E-2,6.115682373E0,9.263785858E0
3.020280417E-1,-2.618055725E-1,6.143225098E0,8.998387756E0
3.219670417E-1,-3.224295044E-1,5.826184387E0,8.925938416E0
3.419070417E-1,-3.010240173E-1,5.457501068E0,9.673932953E0
3.618460417E-1,-5.912704468E-2,4.821473694E0,1.028660889E1
3.817860417E-1,5.523513794E-2,4.241579590E0,1.008527756E1
4.017260417E-1,8.846603394E-2,3.850143585E0,9.295220490E0
4.216650417E-1,-2.480342102E-1,3.701203308E0,8.409811707E0
4.416050417E-1,-6.227050781E-1,3.610192566E0,7.886499939E0
4.615440418E-1,-9.005273438E-1,3.642375641E0,7.472011871E0
4.814840417E-1,-1.183738403E0,3.747906189E0,7.022197266E0
5.014230417E-1,-1.238674164E0,3.871698761E0,6.635700989E0
5.213630417E-1,-1.063987427E0,4.141886902E0,6.535110168E0
5.413020417E-1,-7.198530579E-1,4.369413757E0,6.479276276E0
5.612420418E-1,-5.043013000E-1,4.555027771E0,6.794071655E0
5.811810417E-1,-3.535647583E-1,4.545447693E0,7.325017548E0
6.011210417E-1,-3.603007507E-1,4.512815552E0,7.404951324E0
6.210600417E-1,-4.354444885E-1,4.652325439E0,7.259304199E0
6.410000417E-1,-5.258564758E-1,4.784799957E0,7.418872375E0
6.609390418E-1,-6.206094360E-1,4.947960663E0,7.665858765E0
6.808790417E-1,-6.888674927E-1,5.044060822E0,7.838000793E0
7.008180417E-1,-7.622149658E-1,5.094505920E0,7.785609741E0
7.207580417E-1,-7.180567932E-1,5.248086548E0,7.727979584E0
7.406970417E-1,-4.643344116E-1,5.441484375E0,7.815397797E0
7.606370418E-1,-1.794767761E-1,5.770350494E0,8.286617889E0
7.805760417E-1,9.056167603E-2,5.808072052E0,8.893306274E0
8.005160417E-1,2.903961182E-2,5.661377106E0,9.123228149E0
8.204550417E-1,-1.237925720E-1,5.630241852E0,8.924441528E0
8.403950417E-1,-1.887574768E-1,5.687123566E0,8.812624054E0
8.603340418E-1,-3.815565491E-1,5.792504425E0,8.690927124E0
8.802740417E-1,-5.315446472E-1,6.023474121E0,8.858728180E0
9.002130417E-1,-4.587959290E-1,5.942642212E0,9.516310730E0
9.201530417E-1,-4.869374084E-1,5.668861542E0,1.011416748E1
9.400930417E-1,-3.255729675E-1,5.288951569E0,1.043839325E1
9.600320418E-1,2.682421875E-1,4.603975983E0,1.028885422E1
9.799720417E-1,6.839277649E-1,3.999832306E0,1.001552261E1
9.999110417E-1,7.866142273E-1,3.681594086E0,1.021909927E1
1.019851042E0,8.779243469E-1,3.340303802E0,1.028780640E1
