"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.533604171E-2,-1.633226573E-1,5.487289652E-2,-1.166660935E-1
5.527604173E-2,-8.969175071E-2,-1.083024405E-2,-1.361537874E-1
7.521504175E-2,-2.220511250E-2,-1.833549514E-2,-1.342719644E-1
9.515504166E-2,-5.623333529E-2,1.668637991E-2,-1.557261795E-1
1.150940417E-1,-4.925038293E-2,1.348085105E-1,-1.460248530E-1
1.350340417E-1,1.222781837E-2,2.527410090E-1,-1.283157617E-1
1.549730417E-1,6.205851212E-2,3.219938874E-1,-1.500887871E-1
1.749130418E-1,1.071234494E-1,2.922718823E-1,-1.908873767E-1
1.948520417E-1,1.787283570E-1,2.022285759E-1,-2.517329156E-1
2.147920417E-1,2.563774288E-1,1.204945222E-1,-3.174527287E-1
2.347320417E-1,2.772960365E-1,8.732240647E-2,-3.536289632E-1
2.546710417E-1,2.646913230E-1,1.304885447E-1,-3.263389766E-1
2.746110418E-1,2.924223840E-1,2.171451747E-1,-2.476654202E-1
2.945500417E-1,2.681389451E-1,1.985754967E-1,-1.601410657E-1
3.144900417E-1,1.071547195E-1,1.939899102E-2,-1.043337211E-1
3.344290417E-1,7.825716399E-3,-1.819476783E-1,-6.008357555E-2
3.543690417E-1,1.641602665E-1,-2.463317066E-1,-2.331213281E-2
3.743080418E-1,4.451087415E-1,-1.792882383E-1,1.691234857E-2
3.942480417E-1,6.489158273E-1,-1.332262605E-1,-2.413897961E-2
4.141870417E-1,6.863353252E-1,-8.785875142E-2,-9.198939055E-2
4.341270417E-1,5.991050601E-1,6.176000834E-2,-1.110113487E-1
4.540660417E-1,5.026427507E-1,2.513622344E-1,-1.018987596E-1
4.740060418E-1,3.822588623E-1,3.395333588E-1,-5.737518519E-2
4.939450417E-1,2.253943682E-1,2.972024083E-1,1.214205287E-2
5.138850417E-1,5.511147156E-2,2.264427543E-1,6.873059273E-2
5.338240417E-1,-1.250995994E-1,1.792602986E-1,5.829401687E-2
5.537640417E-1,-3.037618399E-1,1.488569081E-1,-4.059496801E-3
5.737030418E-1,-3.619284928E-1,2.089830637E-1,-6.588357687E-2
5.936430417E-1,-3.399191201E-1,2.998117805E-1,-8.132291585E-2
6.135820417E-1,-3.492079079E-1,2.690599561E-1,-8.535134047E-2
6.335220417E-1,-3.648347557E-1,1.683671474E-1,-9.388072044E-2
6.534620418E-1,-3.514882624E-1,1.269238442E-1,-8.092326671E-2
6.734010418E-1,-3.190068901E-1,1.460139304E-1,-4.590300098E-2
6.933410417E-1,-2.667030096E-1,1.295555532E-1,2.657808922E-2
7.132800417E-1,-2.169388831E-1,-2.440258302E-2,1.035914347E-1
7.332200417E-1,-1.730340570E-1,-2.287099063E-1,1.273853928E-1
7.531590417E-1,-1.679387391E-1,-4.137575030E-1,7.975045592E-2
7.730990417E-1,-1.167948991E-1,-4.072958827E-1,-2.831348591E-2
7.930380417E-1,-5.735242739E-3,-2.745641768E-1,-1.073213518E-1
8.129780417E-1,7.765227556E-2,-1.629888862E-1,-1.316095889E-1
8.329170417E-1,1.096116230E-1,-9.440265596E-2,-1.810980439E-1
8.528570418E-1,1.198031008E-1,-1.024111509E-1,-2.330494672E-1
8.727960417E-1,7.440536469E-2,-2.827414870E-1,-2.970985770E-1
8.927360417E-1,7.224440575E-2,-5.535666347E-1,-3.991619349E-1
9.126750417E-1,1.348141879E-1,-7.697542310E-1,-4.299707115E-1
9.326150417E-1,2.021509856E-1,-8.354664445E-1,-3.403531015E-1
9.525540418E-1,2.161405385E-1,-6.714242101E-1,-2.453374267E-1
9.724940417E-1,9.149724245E-2,-5.894798636E-1,-2.182257324E-1
9.924330417E-1,-2.741188370E-2,-4.707155824E-1,-2.183519155E-1
1.012373042E0,-1.886574551E-2,-2.526645064E-1,-1.858534217E-1
1.032312042E0,6.650513411E-2,-3.434153274E-2,-1.523490697E-1
1.052252042E0,1.100638360E-1,8.917028457E-2,-1.500866562E-1
1.072191042E0,7.654950768E-2,1.671766788E-1,-1.793753505E-1
1.092131042E0,-6.117974874E-3,2.183021605E-1,-2.011728585E-1
1.112070042E0,-4.704426229E-2,2.080154568E-1,-2.552196681E-1
1.132010042E0,-4.589644074E-2,1.166093796E-1,-3.404616117E-1
1.151949042E0,-8.203290403E-2,-2.877898142E-2,-3.743671775E-1
1.171889042E0,-1.325962692E-1,-1.032157242E-1,-3.731474280E-1
1.191828042E0,-1.115572378E-1,2.447225526E-2,-3.961078823E-1
1.211768042E0,-7.494286448E-2,1.682552844E-1,-3.981177509E-1
1.231707042E0,-2.287561446E-2,2.193235010E-1,-3.636112511E-1
1.251647042E0,1.612250879E-2,1.684497297E-1,-2.858652472E-1
1.271586042E0,6.038876716E-3,2.401654422E-2,-1.874659061E-1
1.291526042E0,-5.447266158E-3,2.434031107E-3,-9.901022911E-2
1.311465042E0,9.258603677E-3,8.414219320E-2,-4.717063531E-2
1.331405042E0,4.264961928E-2,1.059545502E-1,-3.273411840E-2
1.351344042E0,1.363779306E-1,1.297536194E-1,-5.864619836E-2
1.371284042E0,1.898923516E-1,9.841646068E-3,-7.485342026E-2
1.391223042E0,2.955510020E-1,-6.381931901E-2,-8.433036506E-2
1.411163042E0,3.115350902E-1,-7.130093127E-2,-3.996071592E-2
1.431102042E0,2.227280140E-1,-1.012833789E-2,3.510258719E-2
1.451042042E0,1.107067391E-1,2.214563042E-1,8.806847036E-2
1.470981042E0,1.256441325E-1,5.130900741E-1,1.129565611E-1
1.490921042E0,1.550690681E-1,5.322464705E-1,1.110781208E-1
1.510860042E0,1.031900570E-1,3.581654727E-1,1.083676517E-1
1.530800042E0,8.022420853E-2,3.367216885E-1,2.184431702E-1
1.550739042E0,1.154695302E-1,4.276457727E-1,4.200161099E-1
1.570679042E0,3.728494793E-2,3.873049915E-1,5.881046653E-1
1.590618042E0,-1.195543110E-1,2.772610188E-1,6.308016181E-1
1.610558042E0,-3.384635448E-1,2.034006417E-1,6.274437904E-1
1.630497042E0,-4.613988101E-1,2.782075107E-1,4.954404831E-1
1.650437042E0,-5.909194946E-1,2.902553082E-1,4.009610713E-1
1.670376042E0,-6.601816416E-1,3.059962690E-1,3.492135108E-1
1.690316042E0,-6.660564542E-1,4.682144821E-1,3.735727966E-1
1.710255042E0,-6.436178684E-1,7.116439342E-1,4.433891177E-1
1.730195042E0,-6.260501146E-1,8.797287345E-1,5.372714996E-1
1.750134042E0,-6.372938752E-1,8.059392571E-1,6.423856020E-1
1.770074042E0,-6.093904376E-1,5.946882367E-1,6.964375973E-1
1.790013042E0,-5.570141673E-1,3.098205924E-1,7.043167353E-1
1.809953042E0,-5.130617619E-1,2.287272736E-2,6.558805704E-1
1.829892042E0,-4.173664749E-1,-1.084709316E-1,6.030167341E-1
1.849832042E0,-3.259693980E-1,-1.353572160E-1,5.836926103E-1
1.869771042E0,-2.770045400E-1,-1.122922972E-1,5.450780988E-1
1.889711042E0,-1.919979751E-1,-4.781373963E-2,4.377952516E-1
1.909650042E0,-9.138216823E-2,-2.955457568E-2,2.860973179E-1
1.929590042E0,-4.335975647E-2,-3.170112520E-2,1.791193485E-1
1.949529042E0,-1.133270860E-1,-1.313329041E-1,1.447331905E-1
1.969469042E0,-2.719320357E-1,-2.033232749E-1,9.263341874E-2
1.989408042E0,-4.226798117E-1,-5.137583986E-2,-5.397611484E-2
2.009348042E0,-6.267744303E-1,1.921021044E-1,-2.175962478E-1
2.029286792E0,-8.536734581E-1,2.586782575E-1,-3.282871842E-1
2.049226792E0,-9.119154811E-1,2.360211611E-1,-3.715411723E-1
2.069165792E0,-8.373653889E-1,8.873312175E-2,-3.735341430E-1
2.089105792E0,-7.183938622E-1,-4.104434326E-2,-4.158845544E-1
2.109044792E0,-5.247278214E-1,-1.182213500E-1,-5.347420573E-1
2.128984792E0,-2.864537835E-1,-1.375820041E-1,-6.626391411E-1
2.148923792E0,-4.005255178E-2,-2.856448479E-2,-6.915324926E-1
2.168863792E0,2.100429237E-1,9.136939794E-2,-6.541997790E-1
2.188802792E0,4.123932123E-1,6.046423689E-2,-6.744667292E-1
2.208741792E0,5.575048923E-1,1.502076164E-3,-7.440196276E-1
2.228681792E0,6.211564541E-1,-6.434513628E-2,-8.205731511E-1
2.248620792E0,5.940303802E-1,-1.736985147E-1,-8.949096799E-1
2.268560792E0,5.398041010E-1,-2.376875728E-1,-9.527727962E-1
