"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.533604171E-2,3.764354114E-1,7.198419482E-1,-6.350672615E-1
5.527604173E-2,7.965603411E-1,8.977829531E-1,-2.820714372E-1
7.521504175E-2,1.024896451E0,1.008568686E0,-5.785176694E-2
9.515504166E-2,1.258511428E0,1.254787336E0,-2.786145633E-1
1.150940417E-1,1.309425473E0,1.389234997E0,-2.255235994E-1
1.350340417E-1,1.340343795E0,1.497799080E0,1.350578177E-1
1.549730417E-1,1.541699975E0,1.582118561E0,1.539829159E-1
1.749130418E-1,1.655397914E0,1.603659119E0,1.233218712E-1
1.948520417E-1,1.576177205E0,1.697676792E0,2.503128701E-1
2.147920417E-1,1.417470324E0,1.787562530E0,3.968984735E-1
2.347320417E-1,1.195515573E0,1.705393655E0,3.336701918E-1
2.546710417E-1,7.176074347E-1,1.629691508E0,2.594456363E-1
2.746110418E-1,1.167930894E-1,1.719607944E0,4.635169709E-1
2.945500417E-1,-3.325445297E-1,1.755353727E0,3.841304934E-1
3.144900417E-1,-4.709408882E-1,1.610221449E0,1.369236642E-1
3.344290417E-1,-4.613046768E-1,1.215388212E0,4.564009094E-1
3.543690417E-1,-4.118931464E-1,7.130372509E-1,1.324367448E0
3.743080418E-1,-2.029665763E-1,-1.319131851E-3,1.570750989E0
3.942480417E-1,-1.261393520E-1,-6.172774002E-1,1.049557083E0
4.141870417E-1,-3.727208946E-1,-9.212636170E-1,2.593731308E-1
4.341270417E-1,-7.216079535E-1,-1.175670123E0,-4.214959556E-1
4.540660417E-1,-1.012241176E0,-1.286803765E0,-7.750408334E-1
4.740060418E-1,-1.246394974E0,-1.306110102E0,-1.201979962E0
4.939450417E-1,-1.351612988E0,-1.256621608E0,-1.602631178E0
5.138850417E-1,-1.284001049E0,-1.039074780E0,-1.810072848E0
5.338240417E-1,-9.375133216E-1,-8.059591556E-1,-1.893023204E0
5.537640417E-1,-6.406498906E-1,-5.653895009E-1,-1.855461860E0
5.737030418E-1,-4.307133602E-1,-3.788832021E-1,-1.364047823E0
5.936430417E-1,-3.142080268E-1,-4.024965978E-1,-1.055233560E0
6.135820417E-1,-2.982955603E-1,-2.775962707E-1,-1.216007432E0
6.335220417E-1,-3.111313681E-1,-9.085315973E-2,-1.266287640E0
6.534620418E-1,-4.015920335E-1,1.427869597E-1,-1.041424191E0
