"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.961750004E-2,2.033004761E1,-3.416523743E1,-2.782191467E1
5.955350003E-2,2.079695129E1,-3.467044067E1,-2.692753983E1
7.949050004E-2,2.109242249E1,-3.537116241E1,-2.560790634E1
9.942650003E-2,2.135000610E1,-3.584828186E1,-2.460354233E1
1.193635000E-1,2.171827698E1,-3.650588989E1,-2.383507156E1
1.393005000E-1,2.181610107E1,-3.678018951E1,-2.344377899E1
1.592365000E-1,2.225440979E1,-3.680199432E1,-2.291845703E1
1.791735000E-1,2.250962830E1,-3.673268509E1,-2.204020309E1
1.991095000E-1,2.328695679E1,-3.678384781E1,-2.204202271E1
2.190465000E-1,2.372204590E1,-3.628125763E1,-2.140784454E1
2.389825000E-1,2.450860596E1,-3.599014282E1,-2.165810394E1
2.589195000E-1,2.511201477E1,-3.542171097E1,-2.171871185E1
2.788565001E-1,2.588006592E1,-3.507848358E1,-2.174107742E1
2.987925000E-1,2.665621948E1,-3.478347015E1,-2.118608093E1
3.187295001E-1,2.700811768E1,-3.462249374E1,-2.082218552E1
3.386655001E-1,2.743415833E1,-3.453469849E1,-2.023289490E1
3.586025001E-1,2.761000061E1,-3.472536850E1,-2.035083771E1
3.785392083E-1,2.770826721E1,-3.485148239E1,-1.993144226E1
3.984752083E-1,2.794372559E1,-3.486097717E1,-1.974748230E1
4.184122083E-1,2.796701050E1,-3.458908844E1,-1.956184769E1
4.383482083E-1,2.796163940E1,-3.466045761E1,-1.981914902E1
4.582852083E-1,2.790953064E1,-3.470359039E1,-1.970164871E1
4.782212083E-1,2.816268921E1,-3.484023285E1,-1.924435806E1
4.981582083E-1,2.839306641E1,-3.498192215E1,-1.915222931E1
5.180952083E-1,2.846682739E1,-3.469374847E1,-1.888373184E1
5.380312083E-1,2.880674744E1,-3.436549377E1,-1.872793198E1
5.579682083E-1,2.915800476E1,-3.437373734E1,-1.884468079E1
5.779042083E-1,2.914511108E1,-3.426985931E1,-1.870389175E1
5.978412083E-1,2.945689392E1,-3.413723373E1,-1.921961594E1
6.177782083E-1,2.955596924E1,-3.388519287E1,-1.978067017E1
6.377142083E-1,3.002740479E1,-3.357596588E1,-1.935434341E1
6.576512083E-1,3.073847961E1,-3.334124756E1,-1.885255432E1
6.775872083E-1,3.125395203E1,-3.303517151E1,-1.879534912E1
6.975242083E-1,3.153713989E1,-3.262019348E1,-1.906373978E1
7.174612083E-1,3.174182129E1,-3.217835236E1,-1.994300842E1
7.373972083E-1,3.182876587E1,-3.167133331E1,-2.009627533E1
7.573342083E-1,3.193362427E1,-3.097093964E1,-2.113183975E1
7.772702083E-1,3.231837463E1,-3.029997826E1,-2.145899582E1
7.972072084E-1,3.270072937E1,-2.982557869E1,-2.155932236E1
8.171442084E-1,3.314533997E1,-2.950407791E1,-2.154936218E1
8.370802084E-1,3.340159607E1,-2.894748497E1,-2.143653488E1
8.570172084E-1,3.404557800E1,-2.840088654E1,-2.186356354E1
8.769532084E-1,3.432394409E1,-2.763243103E1,-2.213868713E1
8.968902084E-1,3.475711060E1,-2.703783417E1,-2.223577881E1
9.168262084E-1,3.500155640E1,-2.642435074E1,-2.252573395E1
9.367632084E-1,3.508116150E1,-2.600362015E1,-2.266913986E1
9.567002084E-1,3.536679077E1,-2.589293289E1,-2.239841461E1
9.766362084E-1,3.554421997E1,-2.607194710E1,-2.186875534E1
9.965732084E-1,3.577664185E1,-2.605022430E1,-2.181951904E1
1.016509208E0,3.586627197E1,-2.615721703E1,-2.162803650E1
1.036446208E0,3.585736084E1,-2.605505943E1,-2.133700180E1
1.056383208E0,3.589433289E1,-2.631330109E1,-2.104780579E1
1.076319208E0,3.591200256E1,-2.663011169E1,-2.078347778E1
1.096256208E0,3.566410828E1,-2.691915131E1,-2.053501892E1
1.116192208E0,3.561077881E1,-2.687313461E1,-2.095975876E1
1.136129208E0,3.556044006E1,-2.680077744E1,-2.098014832E1
1.156066208E0,3.570611572E1,-2.664692688E1,-2.088557816E1
1.176002208E0,3.561853027E1,-2.671498108E1,-2.048509979E1
1.195939208E0,3.576545715E1,-2.688067055E1,-2.008293915E1
1.215875208E0,3.560636902E1,-2.698460197E1,-2.027267838E1
1.235812208E0,3.527778625E1,-2.682941246E1,-2.047776413E1
1.255749208E0,3.518817139E1,-2.661926842E1,-2.112318039E1
1.275685208E0,3.500492859E1,-2.652604485E1,-2.202081680E1
1.295622208E0,3.477383423E1,-2.610627174E1,-2.246094131E1
1.315558208E0,3.457885742E1,-2.625128746E1,-2.211200714E1
1.335495208E0,3.444706726E1,-2.648120499E1,-2.212945175E1
1.355432208E0,3.436598206E1,-2.688340569E1,-2.159643936E1
1.375367500E0,3.415531921E1,-2.719087601E1,-2.134178925E1
1.395304500E0,3.396916199E1,-2.721914291E1,-2.157466507E1
1.415240500E0,3.379454041E1,-2.765882492E1,-2.134002304E1
1.435177500E0,3.354608154E1,-2.796658897E1,-2.103868484E1
1.455113500E0,3.336793518E1,-2.830391121E1,-2.082078552E1
1.475050500E0,3.315948486E1,-2.857539368E1,-2.056768036E1
1.494987500E0,3.300085449E1,-2.870460510E1,-2.059561539E1
1.514923500E0,3.282989502E1,-2.885206985E1,-2.058254242E1
1.534860500E0,3.277023315E1,-2.877828026E1,-2.102597046E1
1.554796500E0,3.272763062E1,-2.883013535E1,-2.107937622E1
1.574733500E0,3.280303955E1,-2.903649330E1,-2.094717026E1
1.594670500E0,3.262185669E1,-2.927678299E1,-2.060955811E1
1.614606500E0,3.247790527E1,-2.936117935E1,-2.065592194E1
1.634543500E0,3.239305115E1,-2.917562485E1,-2.102381516E1
1.654479500E0,3.245361328E1,-2.889492989E1,-2.109109879E1
1.674416500E0,3.250155640E1,-2.877151489E1,-2.111479568E1
1.694353500E0,3.240789795E1,-2.869427681E1,-2.107889938E1
1.714289500E0,3.244686890E1,-2.836335564E1,-2.147861481E1
1.734226500E0,3.248715210E1,-2.812840462E1,-2.201193619E1
1.754162500E0,3.249975586E1,-2.798606873E1,-2.216543579E1
1.774099500E0,3.234321594E1,-2.781518936E1,-2.234775925E1
1.794036500E0,3.268331909E1,-2.762906456E1,-2.226979446E1
1.813972500E0,3.273635864E1,-2.748943138E1,-2.234658051E1
1.833909500E0,3.311978149E1,-2.723774719E1,-2.197134781E1
1.853845500E0,3.336660767E1,-2.723352051E1,-2.157527161E1
1.873782500E0,3.346832275E1,-2.717399788E1,-2.120524597E1
1.893719500E0,3.383541870E1,-2.703816223E1,-2.088645172E1
1.913655500E0,3.369841003E1,-2.687852859E1,-2.073920441E1
1.933592500E0,3.379010010E1,-2.703209114E1,-2.071722031E1
1.953528500E0,3.389907837E1,-2.684956741E1,-2.046289825E1
1.973465500E0,3.392353821E1,-2.671718407E1,-2.038556290E1
1.993402500E0,3.396159363E1,-2.699642372E1,-2.012868500E1
2.013338500E0,3.386206055E1,-2.726032066E1,-1.968542099E1
2.033275500E0,3.384228516E1,-2.712036896E1,-1.934253311E1
2.053211500E0,3.373162842E1,-2.757077408E1,-1.912585449E1
2.073148500E0,3.357881165E1,-2.796027374E1,-1.884792328E1
2.093085500E0,3.339857483E1,-2.815097046E1,-1.852922821E1
2.113021500E0,3.324778748E1,-2.843935776E1,-1.842398453E1
2.132958500E0,3.299028015E1,-2.833674240E1,-1.871021652E1
2.152894500E0,3.300660706E1,-2.820863342E1,-1.920658875E1
2.172831500E0,3.318928528E1,-2.827114677E1,-1.898480225E1
2.192768500E0,3.301622009E1,-2.856221390E1,-1.855854034E1
2.212704500E0,3.294145203E1,-2.870209122E1,-1.856733704E1
2.232641500E0,3.273410034E1,-2.887816238E1,-1.830752563E1
2.252577500E0,3.260429382E1,-2.895041656E1,-1.851653671E1
2.272514500E0,3.258039856E1,-2.901732635E1,-1.876061630E1
2.292451500E0,3.244610596E1,-2.916560364E1,-1.861412430E1
2.312387500E0,3.218110657E1,-2.903701019E1,-1.876715851E1
2.332324500E0,3.234548950E1,-2.926769638E1,-1.874426270E1
2.352260500E0,3.221589661E1,-2.943001747E1,-1.848260880E1
2.372198750E0,3.214501953E1,-2.983049965E1,-1.839044189E1
2.392135750E0,3.203201294E1,-2.992049408E1,-1.841674805E1
2.412071750E0,3.194985962E1,-2.992465973E1,-1.819185638E1
2.432008750E0,3.193702698E1,-3.021108818E1,-1.842964554E1
2.451945750E0,3.181724548E1,-3.037132263E1,-1.840641785E1
2.471881750E0,3.160604858E1,-3.050300217E1,-1.840380096E1
2.491818750E0,3.146363831E1,-3.045752907E1,-1.814950180E1
2.511754750E0,3.138287354E1,-3.065498734E1,-1.795830154E1
2.531691750E0,3.135154724E1,-3.071746635E1,-1.828240204E1
2.551628750E0,3.116467285E1,-3.043138504E1,-1.832329178E1
2.571564750E0,3.127151489E1,-3.050639725E1,-1.852032089E1
2.591501750E0,3.120465088E1,-3.076730347E1,-1.793102646E1
2.611438750E0,3.110186768E1,-3.080863190E1,-1.794868469E1
2.631374750E0,3.091644287E1,-3.087088776E1,-1.777951431E1
2.651311750E0,3.128253174E1,-3.070859528E1,-1.807910538E1
2.671247750E0,3.150256348E1,-3.024948311E1,-1.854280853E1
2.691184750E0,3.191372681E1,-2.995667648E1,-1.850247955E1
2.711121750E0,3.213598633E1,-2.940245056E1,-1.839147949E1
2.731057750E0,3.231410217E1,-2.937555885E1,-1.866982269E1
2.750994750E0,3.230282593E1,-2.915595818E1,-1.908880997E1
2.770931750E0,3.219004822E1,-2.872790909E1,-1.992423630E1
2.790867750E0,3.206098938E1,-2.826837730E1,-2.053162766E1
2.810804750E0,3.224546814E1,-2.778943634E1,-2.102390671E1
2.830740750E0,3.249011230E1,-2.743902397E1,-2.132972717E1
2.850677750E0,3.276847839E1,-2.706560707E1,-2.092716217E1
2.870614750E0,3.322978210E1,-2.698323822E1,-2.075072479E1
2.890550750E0,3.340170288E1,-2.694285965E1,-2.036719894E1
2.910487750E0,3.364616394E1,-2.670723152E1,-2.027829742E1
2.930424750E0,3.382592773E1,-2.646158218E1,-2.016248703E1
2.950360750E0,3.406188965E1,-2.641018486E1,-2.029880142E1
2.970297750E0,3.429202271E1,-2.615723038E1,-1.994201660E1
2.990233750E0,3.444557190E1,-2.614023209E1,-2.001541138E1
3.010170750E0,3.460061646E1,-2.602753067E1,-1.972092056E1
3.030107750E0,3.471994019E1,-2.586410332E1,-1.939283371E1
3.050043750E0,3.486787415E1,-2.578030396E1,-1.921907806E1
3.069980750E0,3.502676392E1,-2.551512527E1,-1.949386215E1
3.089916750E0,3.507618713E1,-2.539064789E1,-1.968279648E1
3.109853750E0,3.519721985E1,-2.511040878E1,-1.990438080E1
3.129790750E0,3.559881592E1,-2.405327415E1,-2.006372070E1
3.149726750E0,3.609870911E1,-2.315745735E1,-2.075725937E1
3.169663750E0,3.674772644E1,-2.212741661E1,-2.062769318E1
3.189599750E0,3.782264709E1,-2.124839783E1,-1.901215363E1
3.209536750E0,3.884805298E1,-2.110475349E1,-1.801676941E1
3.229473750E0,3.969253540E1,-2.094650459E1,-1.620877457E1
3.249409750E0,4.056929016E1,-2.034000778E1,-1.466444016E1
3.269346750E0,4.182510376E1,-1.913971329E1,-1.288998032E1
3.289282750E0,4.319812012E1,-1.734092140E1,-1.147754288E1
3.309219750E0,4.415040588E1,-1.525731277E1,-1.075864410E1
3.329156750E0,4.502496338E1,-1.330440521E1,-1.042733765E1
3.349092750E0,4.564083862E1,-1.177563763E1,-9.918960571E0
3.369029750E0,4.592245483E1,-1.110578918E1,-9.637241364E0
3.388965625E0,4.603971863E1,-1.086058426E1,-9.039505005E0
3.408902625E0,4.650238037E1,-1.038476753E1,-8.831714630E0
3.428838625E0,4.648327637E1,-9.695055008E0,-8.502418518E0
3.448775625E0,4.688537598E1,-9.207484245E0,-7.817638397E0
3.468712625E0,4.706596375E1,-9.099089622E0,-7.652843475E0
3.488648625E0,4.694071960E1,-9.167160988E0,-6.723991394E0
3.508585625E0,4.729818726E1,-9.240636826E0,-5.878280640E0
3.528521625E0,4.707989502E1,-9.599127769E0,-4.288516998E0
3.548458625E0,4.704025269E1,-1.012110806E1,-3.318565369E0
3.568394625E0,4.715524292E1,-1.056029224E1,-2.217952728E0
3.588331625E0,4.705863953E1,-1.075954723E1,-1.494106293E0
3.608268625E0,4.715055847E1,-1.100878716E1,-1.009132385E0
3.628204625E0,4.733497620E1,-1.082962513E1,-4.286651611E-1
3.648141625E0,4.731436157E1,-1.029863358E1,-1.597595215E-2
3.668077625E0,4.744348145E1,-9.699112892E0,8.800506592E-2
3.688014625E0,4.770951843E1,-8.731026649E0,8.033752441E-2
3.707950625E0,4.765473938E1,-7.875420570E0,-2.258949280E-1
3.727887625E0,4.798724365E1,-7.384418488E0,-2.189636230E-2
3.747824625E0,4.804736328E1,-6.653340340E0,6.360626221E-2
3.767760625E0,4.821342468E1,-6.284301758E0,3.825912476E-1
3.787697625E0,4.819374084E1,-5.536848068E0,1.565475464E-1
3.807633625E0,4.845217896E1,-4.428277969E0,-5.592536926E-1
3.827570625E0,4.843824768E1,-3.452695847E0,-5.267295837E-1
3.847506625E0,4.884815979E1,-2.426492691E0,-9.861526489E-1
3.867443625E0,4.882215881E1,-1.436660767E0,-2.534954071E0
3.887380625E0,4.864886475E1,-6.366252899E-1,-4.514942169E0
3.907316625E0,4.874276733E1,4.529075623E-1,-6.153930664E0
3.927253625E0,4.849769592E1,1.393560410E0,-7.734767914E0
3.947189625E0,4.828599548E1,2.240720749E0,-8.694831848E0
3.967126625E0,4.798085022E1,3.101846695E0,-9.951770782E0
3.987062625E0,4.764828491E1,3.939167023E0,-1.178328323E1
4.006999625E0,4.720368958E1,4.708913803E0,-1.288702774E1
4.026936625E0,4.646247864E1,5.598752975E0,-1.500332642E1
4.046872625E0,4.567973328E1,6.539382935E0,-1.710906219E1
4.066809625E0,4.463555908E1,7.621372223E0,-1.936634064E1
4.086745625E0,4.354103088E1,8.638607025E0,-2.139451599E1
4.106682625E0,4.234202576E1,9.780233383E0,-2.359264374E1
4.126618625E0,4.085171509E1,1.087882423E1,-2.563425446E1
4.146555625E0,3.953198242E1,1.188067055E1,-2.742214203E1
4.166491625E0,3.905047607E1,1.227935982E1,-2.790621185E1
4.186428625E0,3.853042603E1,1.288500786E1,-2.859583664E1
4.206365625E0,3.841645813E1,1.251511192E1,-2.878377151E1
4.226301625E0,3.907203674E1,1.159850883E1,-2.804066086E1
4.246238625E0,3.998876953E1,9.641923904E0,-2.751799011E1
4.266174625E0,4.068646240E1,6.720438004E0,-2.661772919E1
4.286111625E0,4.107020569E1,3.874513626E0,-2.661917114E1
4.306047625E0,4.064251709E1,1.569002151E0,-2.716107559E1
4.325984625E0,3.950708008E1,6.530361176E-1,-2.861382294E1
4.345921625E0,3.867292786E1,-3.019237518E-1,-2.989754868E1
4.365857625E0,3.802600098E1,-1.192525864E0,-3.083711243E1
4.385794250E0,3.774205017E1,-1.762510300E0,-3.083853531E1
4.405730250E0,3.773980713E1,-2.369735718E0,-3.068756104E1
4.425667250E0,3.747808838E1,-3.088365555E0,-3.068938446E1
4.445603250E0,3.725399780E1,-4.210514069E0,-3.115520477E1
4.465540250E0,3.708767700E1,-5.353733063E0,-3.093624496E1
4.485476250E0,3.687664795E1,-6.586904526E0,-3.067027664E1
4.505413250E0,3.671235657E1,-7.878582954E0,-3.073970413E1
4.525350250E0,3.650262451E1,-9.237033844E0,-3.021233368E1
4.545286250E0,3.654537964E1,-1.026499653E1,-2.993627548E1
4.565223250E0,3.654240417E1,-1.058411789E1,-2.991346741E1
4.585159250E0,3.641242981E1,-1.092381763E1,-2.938106537E1
4.605096250E0,3.654185486E1,-1.175069237E1,-2.915452194E1
4.625032250E0,3.676747131E1,-1.214218235E1,-2.850128174E1
4.644969250E0,3.694732666E1,-1.265583897E1,-2.795332718E1
4.664906250E0,3.736755371E1,-1.322902203E1,-2.693607712E1
4.684842250E0,3.757083130E1,-1.328486252E1,-2.692354965E1
4.704779250E0,3.764262390E1,-1.329387665E1,-2.646146393E1
4.724715250E0,3.768838501E1,-1.355854893E1,-2.636199951E1
4.744652250E0,3.752020264E1,-1.366861916E1,-2.643251038E1
4.764588250E0,3.751026917E1,-1.387953472E1,-2.660385513E1
4.784525250E0,3.747781372E1,-1.420365524E1,-2.661572266E1
4.804461250E0,3.692497253E1,-1.436131001E1,-2.699465561E1
4.824398250E0,3.609523010E1,-1.474829197E1,-2.765775299E1
4.844335250E0,3.544155884E1,-1.524737358E1,-2.850995636E1
4.864271250E0,3.491740417E1,-1.608510208E1,-2.857262421E1
4.884208250E0,3.459066772E1,-1.703805542E1,-2.843448257E1
4.904144250E0,3.395358276E1,-1.765683174E1,-2.891376495E1
4.924081250E0,3.267984009E1,-1.807019997E1,-2.949179840E1
4.944017250E0,3.206802368E1,-1.818214798E1,-3.035142136E1
4.963954250E0,3.064770508E1,-1.901152039E1,-3.099543762E1
4.983891250E0,2.983299255E1,-1.985634613E1,-3.138651276E1
5.003827250E0,2.893502808E1,-2.018657684E1,-3.181370544E1
5.023764250E0,2.861239624E1,-2.027370453E1,-3.221996307E1
5.043700250E0,2.825723267E1,-1.975305939E1,-3.287219620E1
5.063637250E0,2.763360596E1,-1.909066772E1,-3.358137131E1
5.083573250E0,2.753318787E1,-1.782194138E1,-3.441688538E1
5.103510250E0,2.787188721E1,-1.633794594E1,-3.482634354E1
5.123447250E0,2.821423340E1,-1.393854332E1,-3.502149200E1
5.143383250E0,2.786201477E1,-1.103507900E1,-3.517658997E1
5.163320250E0,2.565429688E1,-8.753104210E0,-3.502941895E1
5.183256250E0,2.355552673E1,-8.857322693E0,-3.589123154E1
5.203193250E0,2.373590088E1,-9.593937874E0,-3.724839783E1
5.223129250E0,2.498718262E1,-9.932250023E0,-3.864365387E1
5.243066250E0,2.576878357E1,-9.690906525E0,-3.926380157E1
5.263003250E0,2.643180847E1,-9.491418839E0,-3.948794174E1
5.282939250E0,2.653344727E1,-9.406311989E0,-3.964406586E1
5.302876250E0,2.681985474E1,-9.905453682E0,-3.961430740E1
5.322812250E0,2.692660522E1,-1.075593758E1,-3.979704285E1
5.342749250E0,2.712184143E1,-1.136178589E1,-3.941289139E1
5.362685250E0,2.721020508E1,-1.323023796E1,-3.935979462E1
5.382622083E0,2.716160583E1,-1.549626637E1,-3.930963898E1
5.402559083E0,2.777729797E1,-1.798935699E1,-3.966687775E1
5.422495083E0,2.973315430E1,-2.104135132E1,-4.107354355E1
5.442432083E0,3.327326965E1,-2.295491791E1,-4.434005737E1
5.462368083E0,3.715835571E1,-2.183197403E1,-4.892027283E1
5.482305083E0,3.859133911E1,-1.732345200E1,-5.043428040E1
5.502241083E0,3.516381836E1,-1.290752983E1,-4.874384308E1
5.522178083E0,3.165943909E1,-1.196940804E1,-4.492470551E1
5.542115083E0,2.848526001E1,-1.324715900E1,-4.293065643E1
5.562051083E0,2.679843140E1,-1.574550438E1,-4.285525513E1
5.581988083E0,2.809783936E1,-1.758008385E1,-4.509857941E1
5.601924083E0,3.002867126E1,-1.650600433E1,-4.573118591E1
5.621861083E0,3.011933899E1,-1.519211197E1,-4.528089905E1
5.641797083E0,2.946145630E1,-1.400345802E1,-4.459209442E1
5.661734083E0,2.874499512E1,-1.276075935E1,-4.405144882E1
5.681670083E0,2.843670654E1,-1.202886105E1,-4.341913986E1
5.701607083E0,2.866256714E1,-1.176772308E1,-4.308330154E1
5.721544083E0,2.879600525E1,-1.204088974E1,-4.318063354E1
5.741480083E0,2.898028564E1,-1.235731602E1,-4.344566727E1
5.761417083E0,2.852397156E1,-1.268809414E1,-4.407075882E1
5.781353083E0,2.882621765E1,-1.387048149E1,-4.464028168E1
5.801290083E0,2.945796204E1,-1.543997574E1,-4.590162659E1
5.821226083E0,3.091748047E1,-1.771242523E1,-4.722335052E1
5.841163083E0,3.200431824E1,-2.029227448E1,-4.897696686E1
5.861100083E0,3.201379395E1,-2.343634987E1,-5.027430725E1
5.881036083E0,3.196519470E1,-2.585954475E1,-5.020055389E1
5.900973083E0,3.152999878E1,-2.741379547E1,-4.992683411E1
5.920909083E0,3.120068359E1,-2.936636543E1,-4.960736847E1
5.940846083E0,3.026615906E1,-3.182924461E1,-4.989945221E1
5.960782083E0,2.851414490E1,-3.388165283E1,-4.903775787E1
5.980719083E0,2.619451904E1,-3.482740021E1,-4.829367065E1
6.000656083E0,2.389704895E1,-3.579963684E1,-4.646737289E1
6.020592083E0,2.162597656E1,-3.724011993E1,-4.415110779E1
6.040529083E0,1.727302551E1,-3.876435089E1,-4.105852890E1
6.060465083E0,1.145597839E1,-4.049795532E1,-3.441825104E1
6.080402083E0,8.305389404E0,-4.170792389E1,-3.147817612E1
6.100338083E0,1.503366089E1,-4.052024841E1,-3.793203735E1
6.120275083E0,1.993370056E1,-3.888291550E1,-4.081333160E1
6.140211083E0,2.709608459E1,-3.629294205E1,-4.424401855E1
6.160148083E0,3.201589966E1,-3.472406387E1,-4.655034637E1
6.180085083E0,3.553909302E1,-3.132940292E1,-4.840997314E1
6.200021083E0,3.704219055E1,-2.789110565E1,-4.885956955E1
6.219958083E0,3.547817993E1,-2.538114929E1,-4.943160629E1
6.239894083E0,3.263203430E1,-2.468781471E1,-4.989106750E1
6.259831083E0,2.950337219E1,-2.583395195E1,-4.945218658E1
6.279767083E0,2.607237244E1,-2.844530296E1,-4.755565643E1
6.299704083E0,2.166065979E1,-2.981405067E1,-4.285405731E1
6.319641083E0,1.863891602E1,-2.613245773E1,-3.607778931E1
6.339577083E0,1.995686340E1,-1.775599670E1,-3.285664368E1
6.359514083E0,2.494612122E1,-8.368661880E0,-3.198638535E1
6.379450208E0,2.837626648E1,-1.289751053E0,-3.097835541E1
6.399387208E0,2.504884338E1,-1.889476776E-1,-2.789992905E1
6.419323208E0,1.779444885E1,-5.624917984E0,-2.506120300E1
6.439260208E0,1.211732483E1,-1.434056282E1,-2.357274246E1
6.459196208E0,1.007392883E1,-2.243436050E1,-2.492905045E1
6.479133208E0,8.552429199E0,-2.813867950E1,-2.523507309E1
6.499070208E0,3.910140991E0,-3.074748421E1,-2.179327011E1
6.519006208E0,-2.115783691E-1,-3.091873550E1,-1.834424973E1
6.538943208E0,-1.818654633E1,-2.582784653E1,-3.500617981E0
6.558879208E0,-6.132797241E1,-8.075811386E0,2.984323883E1
6.578816208E0,-1.011811371E2,-2.413625717E0,5.501496887E1
6.598752208E0,-6.409510803E1,-4.655144882E1,7.765167236E0
6.618689208E0,-7.516754150E0,-5.438555145E1,-2.369665527E1
6.638626208E0,1.400146484E1,-5.118852997E1,-3.394647980E1
6.658562208E0,2.193862915E1,-4.614598846E1,-3.790493774E1
6.678499208E0,2.524067688E1,-4.141609192E1,-3.947179413E1
6.698435208E0,2.464996338E1,-3.979949570E1,-3.918389511E1
6.718372208E0,2.162434387E1,-4.085153580E1,-3.774100494E1
6.738308208E0,1.735401917E1,-4.277876282E1,-3.433700562E1
