"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.961750004E-2,5.189930201E-1,1.356240749E0,4.663718045E-1
5.955350003E-2,5.350933075E-1,1.667501092E0,7.102993727E-1
7.949050004E-2,3.968065381E-1,1.590757251E0,7.709467411E-1
9.942650003E-2,2.634435892E-1,1.388948083E0,6.512218118E-1
1.193635000E-1,1.748353243E-1,1.170989513E0,4.371410608E-1
1.393005000E-1,1.299515069E-1,9.090759158E-1,1.644848883E-1
1.592365000E-1,1.394809335E-1,7.589548826E-1,-1.537877768E-1
1.791735000E-1,7.982589304E-2,6.549043059E-1,-3.564365208E-1
1.991095000E-1,-6.524319202E-2,6.697205305E-1,-4.606572986E-1
2.190465000E-1,-3.091979921E-1,6.643110514E-1,-5.022987127E-1
2.389825000E-1,-5.235946774E-1,6.103342175E-1,-5.022969842E-1
2.589195000E-1,-5.479604602E-1,7.518922091E-1,-4.791867733E-1
2.788565001E-1,-4.209657907E-1,1.035298347E0,-3.625452220E-1
2.987925000E-1,-2.530513108E-1,1.151483417E0,-1.895545274E-1
3.187295001E-1,-1.362070143E-1,9.584144950E-1,-3.911272064E-2
3.386655001E-1,2.136594057E-2,5.689446926E-1,1.091235783E-2
3.586025001E-1,2.238508761E-1,1.459388882E-1,-7.987391204E-2
3.785392083E-1,3.607911468E-1,-7.691841573E-2,-2.322685122E-1
3.984752083E-1,2.765896916E-1,-3.250641525E-1,-3.080249131E-1
4.184122083E-1,2.448865771E-1,-5.268697143E-1,-3.470480144E-1
4.383482083E-1,4.648714066E-1,-5.070908070E-1,-3.659909070E-1
4.582852083E-1,7.443261147E-1,-3.471929133E-1,-3.502932489E-1
4.782212083E-1,7.488898635E-1,-4.459206164E-1,-4.054994583E-1
4.981582083E-1,5.371819735E-1,-6.422436833E-1,-5.698735118E-1
5.180952083E-1,3.643006086E-1,-7.101815343E-1,-7.089452147E-1
5.380312083E-1,4.150959253E-1,-5.497756004E-1,-6.885148287E-1
5.579682083E-1,5.293256044E-1,-2.909719050E-1,-5.085405707E-1
5.779042083E-1,2.786036730E-1,-4.135161042E-1,-3.577544093E-1
5.978412083E-1,-1.101679131E-1,-5.124610662E-1,-3.485062122E-1
6.177782083E-1,-9.004750103E-2,-1.990596578E-2,-5.162550211E-1
6.377142083E-1,2.943636477E-1,4.358976781E-1,-6.082824469E-1
6.576512083E-1,4.137119353E-1,2.859238088E-1,-6.447280645E-1
6.775872083E-1,2.399542369E-3,-2.032168061E-1,-6.658732295E-1
6.975242083E-1,-5.925643444E-1,-3.974595368E-1,-6.155074239E-1
7.174612083E-1,-1.000073671E0,-3.506174386E-1,-5.089946389E-1
7.373972083E-1,-1.049845099E0,-1.530322731E-1,-4.644866288E-1
7.573342083E-1,-7.708600760E-1,1.221901253E-1,-4.367484748E-1
7.772702083E-1,-4.239346087E-1,3.126350939E-1,-4.172531664E-1
7.972072084E-1,-2.575646043E-1,2.255725116E-1,-4.673338532E-1
8.171442084E-1,-1.783875227E-1,-9.734565765E-2,-6.206704378E-1
