"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.041666675E-2,-7.317924500E0,-4.159997940E1,-1.210865784E1
4.035466677E-2,-7.471710205E0,-4.162221527E1,-1.176321030E1
6.029166677E-2,-7.355377197E0,-4.164295197E1,-1.189453888E1
8.022966667E-2,-7.316101074E0,-4.160802841E1,-1.190172195E1
1.001676667E-1,-7.194496155E0,-4.154354858E1,-1.220947266E1
1.201056667E-1,-7.176055908E0,-4.160606384E1,-1.202961349E1
1.400436667E-1,-7.240104675E0,-4.174866867E1,-1.150026321E1
1.599806667E-1,-7.212173462E0,-4.194332123E1,-1.128694153E1
1.799186667E-1,-7.428985596E0,-4.196240997E1,-1.089762115E1
1.998566667E-1,-7.625526428E0,-4.187087250E1,-1.077047729E1
2.197946667E-1,-7.811080933E0,-4.199762726E1,-1.026287460E1
2.397326668E-1,-8.116943359E0,-4.213507462E1,-9.824649811E0
2.596706668E-1,-8.501579285E0,-4.231805420E1,-8.968406677E0
2.796076668E-1,-8.979148865E0,-4.233378983E1,-8.262832642E0
2.995456667E-1,-9.012489319E0,-4.235940170E1,-7.809337616E0
3.194836667E-1,-8.987335205E0,-4.247360992E1,-7.436058044E0
3.394216667E-1,-8.998947144E0,-4.245886230E1,-6.668666840E0
3.593596667E-1,-8.962791443E0,-4.257725143E1,-5.928741455E0
3.792966667E-1,-8.719253540E0,-4.290280151E1,-5.427661896E0
3.992346667E-1,-8.343009949E0,-4.303592300E1,-4.732364655E0
4.191726667E-1,-7.807113647E0,-4.327392960E1,-3.673923492E0
4.391106667E-1,-7.651992798E0,-4.330527878E1,-2.579502106E0
4.590486668E-1,-7.047660828E0,-4.369662094E1,-5.236129761E-1
4.789866668E-1,-6.782142639E0,-4.374475479E1,5.814056396E-1
4.989236668E-1,-6.485778809E0,-4.378729630E1,2.458503723E0
5.188616667E-1,-5.657135010E0,-4.394030380E1,4.627647400E0
5.387996667E-1,-4.452888489E0,-4.373114014E1,6.755027771E0
5.587376667E-1,-3.359733582E0,-4.363887787E1,8.728462219E0
5.786756667E-1,-2.526077271E0,-4.322051239E1,1.119052124E1
5.986126667E-1,-2.457588196E0,-4.279190063E1,1.296060944E1
6.185506667E-1,-2.273124695E0,-4.262427139E1,1.371533203E1
6.384886667E-1,-1.304107666E0,-4.261028671E1,1.452951813E1
6.584266667E-1,-9.724578857E-1,-4.224434280E1,1.527512360E1
6.783646668E-1,-9.144973755E-1,-4.215279007E1,1.558013916E1
6.983026668E-1,-8.222885132E-1,-4.205252075E1,1.560063171E1
7.182396668E-1,-8.520126343E-1,-4.199629974E1,1.561173248E1
7.381776667E-1,-8.814315796E-1,-4.200711060E1,1.554626465E1
7.581156667E-1,-1.053253174E0,-4.191191864E1,1.587736511E1
7.780536667E-1,-1.374908447E0,-4.151703644E1,1.678311157E1
7.979916667E-1,-1.800590515E0,-4.098558426E1,1.823953247E1
8.179286667E-1,-2.385032654E0,-4.046340561E1,1.918034363E1
8.378666667E-1,-2.213287354E0,-4.038059616E1,2.016023254E1
8.578046667E-1,-2.231506348E0,-4.023664093E1,2.008513641E1
8.777434167E-1,-2.356643677E0,-3.999669266E1,2.069393921E1
8.976814167E-1,-2.567665100E0,-3.979498672E1,2.121188354E1
9.176194167E-1,-3.130142212E0,-3.947876358E1,2.273509979E1
9.375564167E-1,-3.883483887E0,-3.895671082E1,2.357159424E1
9.574944167E-1,-5.090423584E0,-3.820005035E1,2.513008881E1
9.774324168E-1,-6.019805908E0,-3.754367065E1,2.681216431E1
9.973704168E-1,-7.458351135E0,-3.604484558E1,2.900318146E1
1.017308417E0,-7.192245483E0,-3.355979538E1,3.105898285E1
1.037245417E0,-5.890823364E0,-3.218556213E1,3.303563690E1
1.057183417E0,-6.512573242E0,-3.070752335E1,3.409946442E1
1.077121417E0,-6.705467224E0,-3.013683319E1,3.454936981E1
1.097059417E0,-6.444534302E0,-3.014150810E1,3.490647125E1
1.116997417E0,-6.062004089E0,-3.000255203E1,3.493135834E1
1.136935417E0,-5.536270142E0,-2.913741875E1,3.612928009E1
