"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.381241786E1,3.211677011E1,1.189499339E2,1.693003443E1,1.418626213E0,2.374912486E2,5.928183249E0,5.928183249E0
5.481242085E1,3.211676334E1,1.189499342E2,1.716680425E1,1.152502696E0,2.364366216E2,5.991723829E0,5.991723829E0
5.581242299E1,3.211676896E1,1.189499331E2,1.697531281E1,6.578329480E-1,2.395030971E2,5.563573799E0,5.563573799E0
5.681242609E1,3.211677227E1,1.189499377E2,1.690267087E1,0.000000000E0,2.343476531E2,5.349069122E0,5.349069122E0
5.781242704E1,3.211676527E1,1.189499428E2,1.683594797E1,0.000000000E0,2.343476539E2,5.303736523E0,5.303736523E0
5.881242990E1,3.211675840E1,1.189499305E2,1.623875429E1,0.000000000E0,2.343476474E2,5.525487208E0,5.525487208E0
5.981243193E1,3.211673571E1,1.189499096E2,1.514438939E1,1.116013735E0,2.169966534E2,6.290025520E0,6.290025520E0
6.081243503E1,3.211673435E1,1.189499031E2,1.554421479E1,9.881789265E-1,2.274560656E2,5.804199660E0,5.804199660E0
6.181243610E1,3.211673380E1,1.189498921E2,1.692575516E1,8.527278278E-1,2.387973677E2,5.455319513E0,5.455319513E0
6.281243837E1,3.211673655E1,1.189498603E2,1.759060837E1,9.416169313E-1,2.474632129E2,5.247538727E0,5.247538727E0
6.381244147E1,3.211674049E1,1.189498418E2,1.718256084E1,9.805874775E-1,2.492800637E2,5.209911950E0,5.209911950E0
6.481244361E1,3.211676133E1,1.189498116E2,1.702498948E1,1.125508378E0,2.563758326E2,5.180706236E0,5.180706236E0
6.581244612E1,3.211675866E1,1.189498015E2,1.764509258E1,8.867462142E-1,2.524812963E2,5.180061036E0,5.180061036E0
6.681244779E1,3.211674519E1,1.189498014E2,1.739911286E1,6.033588025E-1,2.411209198E2,5.171688510E0,5.171688510E0
6.781245017E1,3.211674227E1,1.189497899E2,1.657790545E1,6.052593194E-1,2.444549357E2,5.230556128E0,5.230556128E0
6.881245220E1,3.211673812E1,1.189497880E2,1.605929443E1,4.779520788E-1,2.417718125E2,5.593328935E0,5.593328935E0
6.981245601E1,3.211673907E1,1.189497870E2,1.642401761E1,0.000000000E0,2.432412203E2,6.174648821E0,6.174648821E0
7.081245720E1,3.211673845E1,1.189497823E2,1.631345690E1,0.000000000E0,2.432412191E2,6.933609147E0,6.933609147E0
7.181245947E1,3.211673547E1,1.189497673E2,1.779557784E1,0.000000000E0,2.432412143E2,7.703123532E0,7.703123532E0
7.281246197E1,3.211672217E1,1.189497701E2,1.739449346E1,0.000000000E0,2.432412024E2,7.218450787E0,7.218450787E0
7.381246412E1,3.211668858E1,1.189497464E2,1.722795606E1,1.229151482E0,2.196884335E2,7.177226838E0,7.177226838E0
7.481246591E1,3.211668452E1,1.189497163E2,1.802278025E1,1.090088454E0,2.112456411E2,6.627139655E0,6.627139655E0
7.581246912E1,3.211669840E1,1.189496603E2,1.780923283E1,5.050533426E-1,2.227903368E2,6.339772190E0,6.339772190E0
7.681247056E1,3.211672143E1,1.189496323E2,1.586598826E1,7.235833222E-1,-1.000000000E0,5.183081685E0,5.183081685E0
7.781247294E1,3.211674695E1,1.189496233E2,1.635365741E1,0.000000000E0,-1.000000000E0,5.019606070E0,5.019606070E0
7.881247592E1,3.211673212E1,1.189496213E2,1.773851899E1,8.105238918E-1,1.830645769E2,4.978597726E0,4.978597726E0
7.981247818E1,3.211674127E1,1.189496193E2,1.810202042E1,5.744478843E-1,-1.000000000E0,4.916739097E0,4.916739097E0
8.081247985E1,3.211672270E1,1.189496207E2,1.752306311E1,5.848767881E-1,2.146136713E2,4.863886817E0,4.863886817E0
8.181248331E1,3.211671519E1,1.189496233E2,1.805219917E1,5.895003670E-1,2.064271944E2,4.834229375E0,4.834229375E0
8.281248510E1,3.211671494E1,1.189496140E2,1.787898870E1,5.181625492E-1,2.389728056E2,4.809291600E0,4.809291600E0
8.381248713E1,3.211670282E1,1.189496088E2,1.752317648E1,8.289283021E-1,2.356786178E2,4.790164053E0,4.790164053E0
8.481249034E1,3.211670012E1,1.189495978E2,1.650848759E1,9.314392457E-1,2.405734926E2,4.771035870E0,4.771035870E0
8.581249237E1,3.211668681E1,1.189495979E2,1.754843635E1,7.228047156E-1,2.433907631E2,4.761725976E0,4.761725976E0
8.681249547E1,3.211668284E1,1.189495865E2,1.760966601E1,8.862688079E-1,2.479389283E2,4.762535928E0,4.762535928E0
8.781249702E1,3.211667756E1,1.189495716E2,1.763780543E1,1.217032274E0,2.473598945E2,4.755774091E0,4.755774091E0
8.881249928E1,3.211667570E1,1.189495713E2,1.748189873E1,9.124781457E-1,2.347714726E2,4.752867596E0,4.752867596E0
8.981250238E1,3.211666815E1,1.189495682E2,1.821054006E1,8.436847358E-1,2.294421975E2,4.745588272E0,4.745588272E0
9.081250381E1,3.211666321E1,1.189495601E2,1.860594499E1,9.148989725E-1,2.347254382E2,4.744981181E0,4.744981181E0
9.181218588E1,3.211665588E1,1.189495609E2,1.878907150E1,8.360983710E-1,2.265613601E2,4.744964527E0,4.744964527E0
9.281218791E1,3.211665092E1,1.189495476E2,1.796186588E1,1.065886703E0,2.271783352E2,4.745920098E0,4.745920098E0
9.381218767E1,3.211665404E1,1.189495387E2,1.763239616E1,8.440534446E-1,2.377339898E2,4.745918478E0,4.745918478E0
9.481219065E1,3.211664787E1,1.189495213E2,1.886300739E1,1.268358756E0,2.406747408E2,4.748759811E0,4.748759811E0
9.581219089E1,3.211663714E1,1.189495021E2,1.926243683E1,1.607216910E0,2.302488823E2,4.710862703E0,4.710862703E0
9.681219530E1,3.211663551E1,1.189494823E2,1.843872177E1,1.417191777E0,2.301340506E2,4.717567080E0,4.717567080E0
9.781219530E1,3.211663972E1,1.189494586E2,1.839253524E1,1.454473498E0,2.434992861E2,4.718834067E0,4.718834067E0
9.881219995E1,3.211664213E1,1.189494463E2,1.769032917E1,1.169658179E0,2.469053519E2,4.722472972E0,4.722472972E0
9.981220269E1,3.211663841E1,1.189494345E2,1.747774969E1,9.256093347E-1,2.465399146E2,4.724560767E0,4.724560767E0
1.008122063E2,3.211664184E1,1.189494335E2,1.714911923E1,3.200997363E-1,2.535014087E2,4.720220956E0,4.720220956E0
1.018122042E2,3.211663911E1,1.189494296E2,1.720201380E1,0.000000000E0,2.500786589E2,4.714526803E0,4.714526803E0
1.028122091E2,3.211664097E1,1.189494167E2,1.781183018E1,5.587475783E-1,2.959926284E2,4.707219705E0,4.707219705E0
1.038122108E2,3.211665249E1,1.189494057E2,1.766642918E1,1.065240175E0,3.208215224E2,4.717583667E0,4.717583667E0
1.048122101E2,3.211665890E1,1.189493989E2,1.682416921E1,1.105174372E0,3.269078022E2,4.707053463E0,4.707053463E0
1.058122109E2,3.211666172E1,1.189493940E2,1.809298815E1,8.163283025E-1,3.256464107E2,4.718638381E0,4.718638381E0
1.068122123E2,3.211666194E1,1.189493901E2,1.817397909E1,5.258679930E-1,3.282448343E2,4.722390239E0,4.722390239E0
1.078122100E2,3.211666331E1,1.189493852E2,1.869744167E1,4.668523602E-1,3.301482988E2,4.727144930E0,4.727144930E0
1.088122106E2,3.211666763E1,1.189493770E2,1.911377194E1,5.839347368E-1,3.147357467E2,4.728954003E0,4.728954003E0
1.098122092E2,3.211667650E1,1.189493710E2,1.884291997E1,7.608441788E-1,3.258867446E2,4.729596945E0,4.729596945E0
1.108122107E2,3.211668698E1,1.189493643E2,1.895706527E1,9.807607592E-1,3.295013777E2,4.731037948E0,4.731037948E0
1.118122103E2,3.211669152E1,1.189493628E2,1.842787330E1,6.735661307E-1,3.340491558E2,4.735095130E0,4.735095130E0
1.128122113E2,3.211670177E1,1.189493595E2,1.839823138E1,7.304277701E-1,3.325524259E2,4.735594745E0,4.735594745E0
1.138122122E2,3.211671023E1,1.189493548E2,1.918837313E1,7.424101876E-1,3.311878450E2,4.727420448E0,4.727420448E0
1.148122129E2,3.211672059E1,1.189493457E2,1.879523967E1,9.899088250E-1,3.250055407E2,4.724016863E0,4.724016863E0
1.158122133E2,3.211673003E1,1.189493405E2,1.837278228E1,1.051558263E0,3.269971183E2,4.735952099E0,4.735952099E0
1.168122150E2,3.211674308E1,1.189493317E2,1.827694835E1,1.243837977E0,3.252559411E2,4.736937618E0,4.736937618E0
1.178122158E2,3.211674633E1,1.189493337E2,1.789937401E1,5.346789827E-1,3.370460245E2,4.741012289E0,4.741012289E0
1.188122175E2,3.211675289E1,1.189493250E2,1.814865912E1,6.176920654E-1,3.204299199E2,4.739391010E0,4.739391010E0
1.198122182E2,3.211675820E1,1.189493147E2,1.893276162E1,6.916001644E-1,3.103807484E2,4.738239644E0,4.738239644E0
1.208122193E2,3.211676190E1,1.189493154E2,1.894387781E1,3.345415962E-1,3.186094079E2,4.733976651E0,4.733976651E0
1.218122213E2,3.211676296E1,1.189493122E2,1.889640558E1,0.000000000E0,3.110259259E2,4.726464462E0,4.726464462E0
1.228122222E2,3.211676833E1,1.189493082E2,1.887544866E1,0.000000000E0,3.110259216E2,4.734286937E0,4.734286937E0
1.238122240E2,3.211678717E1,1.189493199E2,1.739261386E1,9.655824664E-1,3.235788670E1,4.735346185E0,4.735346185E0
1.248122262E2,3.211680679E1,1.189493090E2,1.755174751E1,1.263002365E0,1.056694239E0,4.728503635E0,4.728503635E0
1.258122272E2,3.211681716E1,1.189493029E2,1.720174376E1,8.758443106E-1,3.349197430E2,4.729938182E0,4.729938182E0
1.268122292E2,3.211682952E1,1.189493005E2,1.678969178E1,8.743647659E-1,3.469589633E2,4.732928634E0,4.732928634E0
1.278122299E2,3.211683932E1,1.189492965E2,1.647337706E1,7.225550445E-1,3.497586988E2,4.727025099E0,4.727025099E0
1.288122325E2,3.211685022E1,1.189492904E2,1.670889775E1,6.775960453E-1,3.435106076E2,4.730432273E0,4.730432273E0
1.298122343E2,3.211686110E1,1.189492786E2,1.730213136E1,6.582307502E-1,3.329934274E2,4.735823112E0,4.735823112E0
