"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.476683352E-2,-8.837600708E0,-3.344701385E1,-2.872265625E1
4.480883386E-2,-8.722900391E0,-3.324852753E1,-2.890060425E1
6.484983396E-2,-8.814178467E0,-3.272055054E1,-2.914910889E1
8.489183336E-2,-8.816726685E0,-3.233298492E1,-2.948690796E1
1.049328335E-1,-8.973739624E0,-3.240739441E1,-2.935870361E1
1.249748338E-1,-9.150543213E0,-3.221514130E1,-2.957681274E1
1.450158339E-1,-9.508102417E0,-3.236487579E1,-2.937356567E1
1.650578333E-1,-9.543151855E0,-3.260561371E1,-2.879699707E1
1.851028334E-1,-9.590011597E0,-3.293258667E1,-2.904254150E1
2.051448338E-1,-1.003456116E1,-3.271730804E1,-2.929299927E1
2.251858339E-1,-1.026831055E1,-3.188332367E1,-2.976480103E1
2.452278333E-1,-1.041868591E1,-3.138047791E1,-2.989001465E1
2.652688334E-1,-1.082098389E1,-3.063995361E1,-3.106063843E1
2.853108337E-1,-1.115060425E1,-2.993486786E1,-3.170407104E1
3.053518338E-1,-1.160575867E1,-2.981191254E1,-3.203454590E1
3.253938332E-1,-1.200598145E1,-2.944558716E1,-3.186862183E1
3.454348333E-1,-1.248402405E1,-2.943767548E1,-3.200405884E1
3.654768337E-1,-1.277413940E1,-2.927823639E1,-3.196710205E1
3.855178338E-1,-1.299623108E1,-2.899566650E1,-3.208169556E1
4.055598341E-1,-1.319026184E1,-2.906021881E1,-3.229385376E1
4.256008333E-1,-1.345268250E1,-2.881131744E1,-3.215527344E1
4.456428336E-1,-1.366326904E1,-2.888615417E1,-3.257162476E1
4.656838337E-1,-1.357972717E1,-2.859820557E1,-3.246768188E1
4.857258340E-1,-1.385827637E1,-2.837512207E1,-3.251733398E1
5.057668332E-1,-1.436718750E1,-2.850798798E1,-3.261679077E1
5.258088335E-1,-1.451797485E1,-2.848526764E1,-3.242739868E1
5.458508339E-1,-1.469409180E1,-2.882523346E1,-3.215829468E1
5.658918340E-1,-1.474819946E1,-2.899468994E1,-3.189208984E1
5.859338334E-1,-1.519294739E1,-2.893767548E1,-3.152468872E1
6.059748335E-1,-1.558943176E1,-2.851385498E1,-3.125491333E1
6.260168338E-1,-1.621778870E1,-2.807886505E1,-3.167007446E1
6.460578339E-1,-1.644139099E1,-2.765750885E1,-3.243655396E1
6.660998333E-1,-1.653919983E1,-2.676398468E1,-3.320843506E1
6.861412087E-1,-1.696617126E1,-2.654994965E1,-3.317053223E1
7.061832091E-1,-1.745483398E1,-2.644060516E1,-3.312945557E1
7.262242083E-1,-1.794012451E1,-2.635070801E1,-3.302319336E1
