"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.725833423E-3,-5.535488892E-1,2.942131805E0,1.083342178E1
2.476683352E-2,-6.355783081E-1,3.095113678E0,1.175894714E1
4.480883386E-2,-1.022373962E0,3.345692596E0,1.208975922E1
6.484983396E-2,-1.937720490E0,3.018622742E0,1.157333313E1
8.489183336E-2,-2.340083771E0,1.085093536E0,1.186492676E1
1.049328335E-1,-1.731748810E0,-6.316864014E-2,1.125614273E1
1.249748338E-1,-1.371298370E0,-5.074447632E-2,9.095236359E0
1.450158339E-1,-1.761985931E0,3.158432007E-1,7.683971100E0
1.650578333E-1,-2.402054901E0,8.681945801E-1,8.032895508E0
1.851028334E-1,-2.712060242E0,1.186582489E0,8.945397949E0
2.051448338E-1,-2.907703400E0,1.026265869E0,9.390272827E0
2.251858339E-1,-2.469564514E0,1.156495056E0,9.951755219E0
2.452278333E-1,-1.949246521E0,1.274449768E0,9.762848053E0
2.652688334E-1,-1.430575104E0,1.383123779E0,9.397158508E0
2.853108337E-1,-9.538165283E-1,1.766626282E0,9.016051025E0
3.053518338E-1,-5.339396667E-1,1.757195892E0,8.669970703E0
3.253938332E-1,-3.481759644E-1,1.844913483E0,8.328830109E0
3.454348333E-1,-3.790118408E-1,1.570683746E0,8.288114777E0
3.654768337E-1,-4.363426208E-1,1.514849854E0,8.401429138E0
3.855178338E-1,-7.318281555E-1,1.422491913E0,8.621770935E0
4.055598341E-1,-8.042774963E-1,1.379830627E0,8.752149811E0
4.256008333E-1,-8.111631775E-1,1.801054688E0,8.862919464E0
4.456428336E-1,-1.236578522E0,2.221530304E0,9.022637329E0
4.656838337E-1,-1.644480286E0,2.502795410E0,9.549541626E0
4.857258340E-1,-1.720222778E0,2.651436310E0,9.832602997E0
5.057668332E-1,-1.378034363E0,2.503843231E0,9.871971130E0
5.258088335E-1,-1.246757355E0,2.475701752E0,9.669591980E0
5.458508339E-1,-1.094224548E0,2.435884552E0,9.923014984E0
5.658918340E-1,-1.341660004E0,2.167792053E0,1.058029816E1
5.859338334E-1,-1.498982849E0,1.964215393E0,1.146720383E1
6.059748335E-1,-8.553213501E-1,1.943558350E0,1.134924911E1
6.260168338E-1,-3.427871704E-2,2.194286957E0,1.086380859E1
6.460578339E-1,4.818479919E-1,2.057621155E0,1.109747269E1
6.660998333E-1,8.268804932E-1,1.800455933E0,1.136736145E1
6.861412087E-1,4.013154602E-1,8.655001831E-1,1.105151825E1
7.061832091E-1,4.370910645E-1,-2.197430420E-1,1.075124268E1
7.262242083E-1,8.110134888E-1,-6.509962463E-1,9.311536560E0
7.462662086E-1,1.242266693E0,-4.849914551E-1,8.530311127E0
7.663072087E-1,9.747729492E-1,-4.049079895E-1,9.285939789E0
7.863492090E-1,3.787124634E-1,-5.231620789E-1,1.038121216E1
8.063902082E-1,3.360511780E-1,-9.331594849E-1,1.036384827E1
8.264322085E-1,7.291337585E-1,-1.035396881E0,9.647288361E0
8.464732086E-1,8.382568359E-1,-1.006956024E0,8.984616394E0
8.665152090E-1,7.336244202E-1,-8.869056702E-1,8.650361481E0
8.865562091E-1,5.352868652E-1,-9.611512756E-1,8.628057861E0
9.065982085E-1,2.438429260E-1,-4.710704041E-1,8.641978912E0
9.266392086E-1,9.595046997E-2,1.778302002E-1,8.484207001E0
9.466812089E-1,1.544787598E-1,6.026467896E-1,8.488697662E0
9.667222090E-1,3.439846802E-1,7.110214233E-1,8.353678436E0
9.867642084E-1,1.812730408E-1,6.572831726E-1,8.227341156E0
1.006805209E0,1.719923401E-1,7.093748474E-1,8.487799530E0
1.026847209E0,1.654060364E-1,6.170169067E-1,8.638236694E0
1.046888209E0,2.345622253E-1,6.224057007E-1,8.816515961E0
1.066930208E0,3.315605164E-1,7.734416199E-1,8.787326660E0
1.086971208E0,3.725752258E-1,1.007405090E0,8.901688843E0
1.107013209E0,3.004252625E-1,1.084045715E0,9.568402405E0
1.127055208E0,-4.849914551E-2,1.030307465E0,1.059691360E1
1.147096208E0,-2.296224976E-1,7.515870667E-1,1.103460342E1
1.167138209E0,-3.978726196E-1,7.234455872E-1,1.107397156E1
1.187179209E0,-8.229885864E-1,7.614665222E-1,1.121018829E1
1.207221209E0,-1.516197052E0,8.036787415E-1,1.158545792E1
1.227262208E0,-1.997745667E0,5.718109131E-1,1.214619186E1
1.247304209E0,-1.926194458E0,3.085084534E-1,1.181837357E1
1.267345209E0,-1.320104828E0,5.837860107E-2,1.115794693E1
1.287387209E0,-1.179547119E0,-1.228944397E-1,1.075618240E1
1.307428208E0,-1.598825226E0,-3.781137085E-1,1.036399796E1
1.327470209E0,-1.933379517E0,-8.125103760E-1,1.042447220E1
1.347511209E0,-1.993404694E0,-1.073866882E0,1.038420593E1
1.367553209E0,-1.803150330E0,-9.797126770E-1,1.050799850E1
1.387594209E0,-1.709594879E0,-8.909472656E-1,1.028002258E1
1.407636208E0,-1.639241180E0,-7.331753540E-1,9.950258331E0
1.427677209E0,-1.337169342E0,-4.821473694E-1,9.501341858E0
1.447719209E0,-6.309379578E-1,-5.748046875E-2,8.753796387E0
1.467760209E0,-4.343966675E-1,4.770579529E-1,8.309071198E0
1.487802208E0,-5.721102905E-1,1.029559021E0,8.265960846E0
1.507843208E0,-7.447013855E-1,1.311722260E0,8.299042053E0
1.527885209E0,-7.488926697E-1,1.208586731E0,8.192014618E0
1.547926209E0,-7.107220459E-1,1.006207581E0,8.286617889E0
1.567968208E0,-7.683522034E-1,9.865983582E-1,8.622968445E0
1.588009208E0,-1.071022797E0,1.204395447E0,8.789422302E0
1.608051209E0,-1.213376770E0,1.638193359E0,9.177116089E0
1.628093208E0,-9.789642334E-1,1.834584961E0,9.136101379E0
1.648134208E0,-5.086422729E-1,1.810784454E0,9.163195038E0
