"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.921295166E-2,3.211782373E1,1.189528242E2,1.978494263E1,-1.000000000E0,-1.000000000E0,8.875337515E2,8.875337515E2
7.274794579E-2,3.211780894E1,1.189528840E2,1.978494263E1,-1.000000000E0,-1.000000000E0,8.875760712E2,8.875760712E2
7.419097424E-2,3.211779958E1,1.189529362E2,1.978494263E1,-1.000000000E0,-1.000000000E0,8.875760717E2,8.875760717E2
5.446490049E-1,3.211809883E1,1.189531573E2,2.092860484E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.088812590E0,3.211815141E1,1.189535221E2,3.394751835E1,3.799999952E-1,1.153125000E2,1.069559667E1,1.069559667E1
1.994817734E0,3.211814902E1,1.189535198E2,3.378882694E1,3.799999952E-1,1.153125000E2,1.144954982E1,1.144954982E1
2.994829893E0,3.211809169E1,1.189534208E2,2.109052372E1,0.000000000E0,1.153125000E2,8.466664326E0,8.466664326E0
3.487841725E0,3.211805305E1,1.189534122E2,1.694159794E1,3.799999952E-1,1.603125000E2,5.777940977E0,5.777940977E0
4.487847209E0,3.211803201E1,1.189534153E2,2.598792362E1,6.899999976E-1,1.455468750E2,6.045085706E0,6.045085706E0
5.487860560E0,3.211804085E1,1.189534174E2,1.717737675E1,1.830000043E0,1.212890625E2,4.913162447E0,4.913162447E0
6.483025074E0,3.211804002E1,1.189534296E2,1.809974003E1,1.830000043E0,1.293750000E2,5.326591794E0,5.326591794E0
7.483071327E0,3.211803750E1,1.189534314E2,1.287061405E1,1.720000029E0,1.283203125E2,4.420739383E0,4.420739383E0
8.483111978E0,3.211803168E1,1.189534291E2,1.388453007E1,1.179999948E0,1.304296875E2,3.535533906E0,3.535533906E0
9.483168244E0,3.211802568E1,1.189534271E2,1.405805302E1,1.110000014E0,1.290234375E2,3.535533906E0,3.535533906E0
1.048321223E1,3.211801977E1,1.189534256E2,1.244501591E1,8.799999952E-1,1.241015625E2,3.535533906E0,3.535533906E0
1.148327303E1,3.211801298E1,1.189534274E2,1.176209354E1,1.179999948E0,1.230468750E2,3.535533906E0,3.535533906E0
1.248332524E1,3.211800485E1,1.189534319E2,1.088269901E1,1.179999948E0,1.226953125E2,3.535533906E0,3.535533906E0
1.348338354E1,3.211799718E1,1.189534379E2,9.922768593E0,1.179999948E0,1.202343750E2,3.535533906E0,3.535533906E0
1.448343360E1,3.211799183E1,1.189534487E2,9.922768714E0,1.179999948E0,1.202343807E2,4.116324346E0,4.116324346E0
1.548349178E1,3.211798482E1,1.189534559E2,9.408761145E0,1.179999948E0,1.184765683E2,4.116324331E0,4.116324331E0
1.648353660E1,3.211797763E1,1.189534681E2,9.519265333E0,1.379999995E0,1.135546946E2,4.116324268E0,4.116324268E0
1.748359215E1,3.211797202E1,1.189534802E2,9.824258001E0,1.330000043E0,1.096875071E2,4.116324165E0,4.116324165E0
1.848363602E1,3.211796664E1,1.189534921E2,9.928780706E0,1.330000043E0,1.072265697E2,4.574567203E0,4.574567203E0
1.948368967E1,3.211796109E1,1.189535019E2,1.034696305E1,1.190000057E0,1.096875063E2,4.574567187E0,4.574567187E0
2.048373234E1,3.211795509E1,1.189535127E2,1.019553483E1,1.190000057E0,1.135546936E2,4.574567170E0,4.574567170E0
2.148377085E1,3.211794664E1,1.189535217E2,1.003910171E1,1.129999995E0,1.237500053E2,4.574567159E0,4.574567159E0
2.248379564E1,3.211794668E1,1.189535167E2,1.007990362E1,0.000000000E0,-1.000000000E0,4.574567164E0,4.574567164E0
2.348383665E1,3.211793710E1,1.189535260E2,1.004929452E1,6.899999976E-1,1.342968778E2,4.574567160E0,4.574567160E0
2.448387957E1,3.211792953E1,1.189535330E2,9.303536478E0,8.100000024E-1,1.318359409E2,4.574567157E0,4.574567157E0
2.548392057E1,3.211792310E1,1.189535403E2,8.452187600E0,8.100000024E-1,1.311328159E2,4.574567150E0,4.574567150E0
2.648396564E1,3.211791373E1,1.189535493E2,8.128335073E0,8.799999952E-1,1.342968785E2,4.574567143E0,4.574567143E0
2.748400414E1,3.211790210E1,1.189535588E2,7.996865391E0,1.159999967E0,1.367578170E2,4.574567140E0,4.574567140E0
2.848404682E1,3.211789281E1,1.189535679E2,8.060433523E0,1.250000000E0,1.353515674E2,4.574567134E0,4.574567134E0
2.948408329E1,3.211788507E1,1.189535781E2,8.464791433E0,1.250000000E0,1.314843803E2,4.574567124E0,4.574567124E0
3.048411918E1,3.211787904E1,1.189535902E2,8.919716973E0,1.269999981E0,1.230468810E2,4.574567107E0,4.574567107E0
3.148415565E1,3.211787383E1,1.189536063E2,9.340737534E0,1.509999990E0,1.163671951E2,4.574567080E0,4.574567080E0
3.248418844E1,3.211787135E1,1.189536188E2,9.251687241E0,1.509999990E0,1.121484454E2,4.574567056E0,4.574567056E0
3.348422158E1,3.211787066E1,1.189536244E2,9.531441786E0,1.049999952E0,1.107421930E2,4.574567039E0,4.574567039E0
3.448425400E1,3.211785931E1,1.189536365E2,1.879993606E1,1.160507932E0,1.068300711E2,4.763078860E0,4.763078860E0
3.548428392E1,3.211786054E1,1.189536481E2,1.881431959E1,1.051732687E0,1.033021756E2,4.762936351E0,4.762936351E0
3.648431420E1,3.211786215E1,1.189536606E2,1.867430671E1,1.071507729E0,1.069018871E2,4.762857240E0,4.762857240E0
3.748434353E1,3.211785880E1,1.189536715E2,1.874350128E1,1.049237627E0,1.068321340E2,4.763766143E0,4.763766143E0
3.848437154E1,3.211784525E1,1.189536754E2,1.867443838E1,1.069183807E0,1.456355908E2,4.763712889E0,4.763712889E0
