"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.011187493E-2,-1.235626221E1,-4.333540344E1,-2.030057526E1
6.004987494E-2,-1.256228638E1,-4.304963684E1,-2.058895874E1
7.998787495E-2,-1.265248871E1,-4.290222168E1,-2.099257660E1
9.992587497E-2,-1.274937439E1,-4.284877014E1,-2.114659119E1
1.198638750E-1,-1.279223633E1,-4.279909515E1,-2.128787231E1
1.398018750E-1,-1.262195587E1,-4.284233475E1,-2.120766449E1
1.597398750E-1,-1.242689514E1,-4.291683960E1,-2.116518021E1
1.796778749E-1,-1.221553040E1,-4.299435425E1,-2.110816956E1
1.996158749E-1,-1.186154175E1,-4.310673523E1,-2.092513275E1
2.195538749E-1,-1.154342651E1,-4.344890976E1,-2.056819916E1
2.394918749E-1,-1.104069519E1,-4.371202469E1,-2.002846909E1
2.594298749E-1,-1.052613831E1,-4.404897308E1,-1.973097992E1
2.793688750E-1,-9.973167419E0,-4.413784027E1,-1.977118301E1
2.993066249E-1,-9.057189941E0,-4.418875504E1,-2.007316589E1
3.192446249E-1,-7.876014709E0,-4.425249481E1,-2.052123642E1
3.391826249E-1,-6.528785706E0,-4.443517303E1,-2.069127274E1
3.591206250E-1,-5.267486572E0,-4.447189331E1,-2.094808960E1
3.790586250E-1,-3.849029541E0,-4.457666779E1,-2.118257904E1
3.989966250E-1,-2.469146729E0,-4.461909485E1,-2.147102356E1
4.189346250E-1,-1.270256042E0,-4.470171738E1,-2.165732193E1
4.388726249E-1,-1.712951660E-1,-4.471232605E1,-2.179882431E1
4.588106249E-1,8.605499268E-1,-4.469931030E1,-2.205839920E1
4.787486249E-1,1.992111206E0,-4.459334946E1,-2.219386292E1
4.986866249E-1,3.033935547E0,-4.460548782E1,-2.219366074E1
5.186246249E-1,4.141067505E0,-4.464028931E1,-2.212743378E1
5.385636250E-1,5.343704224E0,-4.479264450E1,-2.180975342E1
5.585016250E-1,6.410049438E0,-4.482271957E1,-2.157704544E1
5.784396250E-1,7.462905884E0,-4.479233551E1,-2.131703949E1
5.983776250E-1,8.438110352E0,-4.478254700E1,-2.114470673E1
6.183156249E-1,9.363082886E0,-4.472026062E1,-2.098084641E1
6.382536249E-1,1.018669128E1,-4.462786102E1,-2.091916656E1
6.581916249E-1,1.088981628E1,-4.451324081E1,-2.081279755E1
6.781296249E-1,1.150057983E1,-4.432496643E1,-2.060700607E1
6.980676249E-1,1.198338318E1,-4.433822632E1,-2.037520218E1
7.180056249E-1,1.225848389E1,-4.440775681E1,-2.033642578E1
7.379436250E-1,1.240841675E1,-4.443528748E1,-2.019058609E1
7.578816250E-1,1.240998840E1,-4.436719513E1,-2.007901001E1
7.778196250E-1,1.235273743E1,-4.440285492E1,-2.011332321E1
7.977586249E-1,1.244165039E1,-4.449265289E1,-1.988516617E1
8.176966249E-1,1.256619263E1,-4.445616150E1,-1.978809738E1
8.376346249E-1,1.281642151E1,-4.435692215E1,-1.949956894E1
8.575726249E-1,1.342033386E1,-4.433465195E1,-1.937884903E1
8.775106249E-1,1.423049927E1,-4.421509171E1,-1.908470535E1
8.974486249E-1,1.529110718E1,-4.398864746E1,-1.914888382E1
9.173866250E-1,1.647148132E1,-4.354252243E1,-1.936977005E1
9.373246250E-1,1.794793701E1,-4.284018707E1,-1.976424789E1
9.572626250E-1,1.935604858E1,-4.192247009E1,-2.038915253E1
9.772006250E-1,2.021827698E1,-4.109161377E1,-2.139370346E1
9.971386249E-1,2.058094788E1,-4.051573944E1,-2.196933365E1
1.017076625E0,2.067271423E1,-4.027079773E1,-2.238310242E1
1.037014625E0,2.065974426E1,-4.008996964E1,-2.256223297E1
1.056953625E0,2.030854797E1,-4.006410217E1,-2.275379944E1
1.076891625E0,1.989241028E1,-4.021530151E1,-2.301141357E1
1.096829625E0,1.927993774E1,-4.027867889E1,-2.328189468E1
1.116767625E0,1.843640137E1,-4.030854034E1,-2.373638916E1
1.136705625E0,1.720895386E1,-4.031394958E1,-2.458047104E1
1.156643625E0,1.595217896E1,-4.006569672E1,-2.585882187E1
1.176581625E0,1.465509033E1,-3.976263428E1,-2.729677582E1
1.196519625E0,1.401225281E1,-3.957024384E1,-2.781188202E1
1.216457625E0,1.307205200E1,-3.929518890E1,-2.847087479E1
1.236395625E0,1.262557983E1,-3.925325775E1,-2.885013580E1
