"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.011187493E-2,9.201193169E-2,7.812932611E-1,-1.023935754E0
6.004987494E-2,3.523736805E-2,8.437187201E-1,-4.964204228E-1
7.998787495E-2,1.481358464E-1,9.888203001E-1,6.288680434E-2
9.992587497E-2,1.953399798E-1,9.945806846E-1,1.749510312E-1
1.198638750E-1,1.972008562E-1,8.954083988E-1,3.960050189E-1
1.398018750E-1,1.688235877E-1,8.109582326E-1,7.183783901E-1
1.597398750E-1,1.619430229E-1,4.787685558E-1,1.102139924E0
1.796778749E-1,4.477777281E-1,4.629951069E-1,1.641318111E0
1.996158749E-1,1.154113193E0,6.538052487E-1,1.407920651E0
2.195538749E-1,1.625661022E0,4.304705545E-1,6.161684757E-1
2.394918749E-1,1.903548192E0,3.141211957E-1,1.348835707E-2
2.594298749E-1,2.460065128E0,3.913544360E-1,-2.917398083E-1
2.793688750E-1,2.762084341E0,9.791162610E-2,3.999583215E-1
2.993066249E-1,2.596472483E0,-5.993287870E-1,1.012798562E0
3.192446249E-1,2.156586742E0,-1.020115768E0,5.478314817E-1
3.391826249E-1,1.790810073E0,-1.570796598E0,1.214729816E-1
3.591206250E-1,1.265721483E0,-1.802655070E0,-2.554005325E-2
3.790586250E-1,7.351799257E-1,-1.843037111E0,-3.474830693E-1
3.989966250E-1,5.594389357E-1,-1.628047271E0,-5.440693831E-1
4.189346250E-1,6.122740839E-1,-1.533499840E0,-6.232962316E-1
4.388726249E-1,5.375435981E-1,-1.407345578E0,-6.110808134E-1
4.588106249E-1,3.986464986E-1,-1.101785583E0,-4.793114698E-1
4.787486249E-1,2.558129074E-1,-7.937454915E-1,-3.694101280E-1
4.986866249E-1,5.193526179E-2,-4.763662273E-1,-6.698312974E-1
5.186246249E-1,-1.192010459E-1,-7.347084939E-2,-1.057929711E0
5.385636250E-1,-1.624885681E-1,2.517126936E-1,-1.409433326E0
5.585016250E-1,-2.352472267E-1,5.282710835E-1,-1.615700875E0
5.784396250E-1,-2.265282972E-1,5.870072418E-1,-1.587457654E0
5.983776250E-1,-2.962535664E-1,6.231965366E-1,-1.502557837E0
6.183156249E-1,-2.537728138E-1,5.754344326E-1,-1.480020329E0
6.382536249E-1,-1.467832392E-1,5.954476976E-1,-1.247806930E0
6.581916249E-1,-1.227868509E-1,5.798426485E-1,-9.609986633E-1
6.781296249E-1,-1.360917516E-1,5.862552899E-1,-8.431942248E-1
6.980676249E-1,-2.171259744E-1,5.308938521E-1,-8.806468105E-1
7.180056249E-1,-1.420164429E-1,5.431589717E-1,-8.038869023E-1
7.379436250E-1,-4.956173077E-1,8.456421617E-1,-4.415057123E-2
7.578816250E-1,-4.038647000E-1,8.266390032E-1,8.473761535E-1
7.778196250E-1,-4.979253499E-1,8.643254775E-1,1.409000047E0
7.977586249E-1,-4.930937956E-1,6.375137365E-1,1.303499905E0
8.176966249E-1,-4.311356753E-1,5.951062202E-1,1.369723715E0
8.376346249E-1,-3.736098906E-1,3.685938567E-1,1.186845029E0
8.575726249E-1,-4.570550667E-1,7.108781666E-2,9.731930315E-1
8.775106249E-1,-3.955911823E-1,-1.529005963E-1,4.455788827E-1
8.974486249E-1,-1.955536956E-1,-5.240821382E-1,-3.768214738E-1
9.173866250E-1,-6.614648089E-2,-5.274363935E-1,-6.258573121E-1
9.373246250E-1,-9.350574911E-3,-5.607029575E-1,-7.352593017E-1
9.572626250E-1,2.038277981E-1,-2.426132273E0,-1.011246126E0
9.772006250E-1,-9.381047675E-1,-2.464594088E0,2.614500618E-1
9.971386249E-1,-1.096347819E0,-2.079702872E0,3.091089624E-1
1.017076625E0,-8.078583312E-1,-1.316558492E0,-5.340092486E-1
1.037014625E0,-8.370859310E-1,-6.530319545E-1,-1.462197431E0
1.056953625E0,-5.793554293E-1,-2.250192770E-1,-2.095340958E0
1.076891625E0,-6.256623074E-1,-3.942429605E-1,-2.166515606E0
1.096829625E0,-1.055503702E0,-6.513663751E-1,-2.209594967E0
1.116767625E0,-1.007011061E0,1.159505787E-1,-2.209609001E0
1.136705625E0,-7.993325792E-1,4.211421990E-1,-2.505790354E0
1.156643625E0,-1.159848507E0,1.072674050E0,-1.886128752E0
1.176581625E0,-1.577215817E0,1.381054888E0,-5.190415460E-1
1.196519625E0,-1.607518866E0,1.173399649E0,1.191725700E0
1.216457625E0,-6.796836365E-1,9.059573606E-2,9.743554580E-1
1.236395625E0,-8.959335519E-1,6.790473863E-2,1.559369384E0
1.256333625E0,-1.450181987E0,2.376238275E-1,2.191439947E0
1.276271625E0,-8.887664004E-1,2.909308460E-1,2.189799219E0
1.296209542E0,6.310113403E-1,-1.183795121E-1,2.987090462E0
1.316147542E0,3.526606618E0,1.784862578E-4,5.315992017E0
1.336086542E0,5.331832125E0,-3.632196808E-1,7.107693499E0
1.356024542E0,4.170601408E0,-1.170352811E0,6.618838788E0
1.375962542E0,2.237752819E0,-1.807437216E0,4.177978256E0
1.395900542E0,1.509050000E0,-1.247465599E0,7.887554777E-1
1.415838542E0,9.847164318E-1,-4.310958412E-1,-9.735783631E-1
1.435776542E0,6.528306641E-1,1.099936547E-1,-9.703699958E-1
1.455714542E0,1.459292534E-1,2.059752611E-1,-1.279628647E0
1.475652542E0,5.734751768E-1,-1.315671030E-1,-2.252053939E0
1.495590542E0,7.445144208E-1,3.445218200E-1,-2.911066718E0
1.515528542E0,1.363772858E0,3.327204578E-1,-3.843104122E0
1.535466542E0,5.338879189E-1,1.001086151E0,-3.884992990E0
1.555404542E0,-4.338012291E-2,1.167480732E0,-3.833073224E0
1.575342542E0,-2.470463460E-2,1.313223971E0,-3.976967939E0
1.595280542E0,-1.423295247E-1,1.744706824E0,-3.470912474E0
1.615218542E0,3.572210588E-1,2.081813425E0,-7.060080206E-1
1.635157542E0,1.541495615E0,6.897176778E-1,8.186195469E-1
1.655095542E0,1.081152805E0,9.389068593E-1,1.324084443E0
1.675033542E0,-1.590675084E-1,1.321404372E0,5.410580671E-1
1.694971542E0,-5.263357282E-1,2.022879046E0,3.538600427E-1
1.714909542E0,3.052155939E-1,3.020188918E0,1.029076041E0
1.734847542E0,1.257657588E0,4.628841267E0,3.066611425E0
1.754785542E0,1.531158761E0,4.607447182E0,4.028017055E0
1.774723542E0,1.284498501E0,2.868610085E0,2.953202339E0
1.794661542E0,4.989457256E-1,1.451563538E0,1.809679331E0
1.814599542E0,-3.707054690E-1,-8.870429336E-1,5.408142382E-1
1.834537542E0,-7.855609976E-1,-2.605266695E0,-1.681462755E0
1.854475542E0,-1.349968020E0,-3.443725260E0,-2.448022787E0
1.874413542E0,-1.296052891E0,-3.333514600E0,-1.240258759E-1
1.894351542E0,-9.725825822E-1,-3.820848158E0,1.809581682E0
1.914289542E0,-8.681141078E-1,-3.058794867E0,1.794291213E0
1.934227542E0,-8.015998370E-1,-2.596060839E0,1.472127757E0
1.954166542E0,-9.871615181E-1,-2.046569040E0,9.697700715E-1
1.974104542E0,-1.049046694E0,-1.559085063E0,1.171594906E-1
1.994042542E0,-8.065856116E-1,-1.199067098E0,-8.547319508E-1
2.013980542E0,-3.959876966E-1,-7.642296240E-1,-2.120662326E0
2.033918542E0,3.295961443E-1,-8.427751257E-1,-3.276814735E0
2.053856542E0,-6.266287791E-1,2.240869933E-1,-3.579677702E0
2.073794542E0,-4.337123605E-1,-1.836226713E-3,-3.948366868E0
2.093732542E0,3.217112105E-1,1.687662302E-1,-3.260022701E0
2.113670542E0,1.073171429E0,2.050932269E-1,-1.934679353E0
2.133608542E0,1.193022320E0,3.327431157E-2,-8.067327422E-1
2.153546542E0,7.705792616E-1,8.515738696E-3,-3.130874079E-1
