"Time (s)","X (hPa)"
-5.528716251E-1,1.013203430E3
4.532603750E-1,1.013210907E3
1.459420375E0,1.013218307E3
2.465535375E0,1.013230286E3
3.471627375E0,1.013239975E3
3.822333375E0,1.013250961E3
4.895485375E0,1.013251266E3
5.968604375E0,1.013258438E3
7.041770375E0,1.013265152E3
8.114920375E0,1.013268509E3
9.188125375E0,1.013269348E3
1.026131837E1,1.013270798E3
1.133451137E1,1.013272095E3
1.240767937E1,1.013272095E3
1.348084837E1,1.013272095E3
1.455401337E1,1.013272095E3
1.562716737E1,1.013275070E3
1.670030337E1,1.013276520E3
1.777345337E1,1.013278656E3
1.884661037E1,1.013281555E3
1.991973237E1,1.013281555E3
2.099289437E1,1.013276520E3
2.206603337E1,1.013275604E3
2.313918537E1,1.013274994E3
2.421234937E1,1.013275604E3
2.528549237E1,1.013276520E3
2.635865237E1,1.013282242E3
2.743184637E1,1.013285751E3
2.850498937E1,1.013287659E3
2.957813837E1,1.013292770E3
3.065129037E1,1.013292770E3
3.172442637E1,1.013292770E3
3.279759737E1,1.013292770E3
3.387082837E1,1.013293762E3
3.494401437E1,1.013294601E3
3.601717737E1,1.013296738E3
3.709030037E1,1.013299103E3
3.816338537E1,1.013302231E3
3.923651337E1,1.013303604E3
4.030963537E1,1.013307190E3
4.138278537E1,1.013309784E3
4.245593237E1,1.013310471E3
4.352912437E1,1.013313751E3
4.460226337E1,1.013318253E3
4.567539537E1,1.013324051E3
4.674850737E1,1.013329620E3
4.782163437E1,1.013335495E3
4.889480037E1,1.013341293E3
4.996795037E1,1.013348083E3
5.104108137E1,1.013352127E3
5.211422037E1,1.013357162E3
5.318731937E1,1.013360672E3
5.426044137E1,1.013365173E3
5.533357337E1,1.013370972E3
5.640671837E1,1.013377380E3
5.747983037E1,1.013381119E3
5.855295237E1,1.013386765E3
5.962611637E1,1.013392334E3
6.069926137E1,1.013393631E3
6.177239137E1,1.013395462E3
6.284554537E1,1.013398666E3
6.391873337E1,1.013405609E3
6.499184337E1,1.013410645E3
6.606494737E1,1.013415604E3
6.713810037E1,1.013423843E3
6.821119937E1,1.013429794E3
6.928427837E1,1.013432922E3
7.035731937E1,1.013436508E3
7.143037737E1,1.013436966E3
7.250339637E1,1.013441315E3
7.357641437E1,1.013446884E3
7.464943237E1,1.013451385E3
7.572246437E1,1.013453827E3
7.679548537E1,1.013462448E3
7.786853037E1,1.013467026E3
7.894159437E1,1.013469620E3
8.001459237E1,1.013473358E3
8.108762037E1,1.013473740E3
8.216067537E1,1.013476028E3
8.323371037E1,1.013480988E3
8.430675737E1,1.013486023E3
8.537980937E1,1.013489380E3
8.645292037E1,1.013498459E3
8.752603637E1,1.013507919E3
8.859910137E1,1.013511429E3
8.967214237E1,1.013515015E3
9.074519737E1,1.013520889E3
9.181825737E1,1.013525085E3
9.289131137E1,1.013529816E3
9.396431837E1,1.013532867E3
9.503736237E1,1.013537598E3
9.611039037E1,1.013538971E3
9.718343137E1,1.013545151E3
9.825650037E1,1.013546219E3
9.932957637E1,1.013551865E3
1.004026384E2,1.013554993E3
1.014756734E2,1.013559189E3
1.025486884E2,1.013561783E3
1.036217384E2,1.013564758E3
1.046947644E2,1.013568115E3
1.057678124E2,1.013569946E3
1.068408584E2,1.013572311E3
1.079139104E2,1.013574753E3
1.089869404E2,1.013578568E3
1.100599604E2,1.013581696E3
1.111329494E2,1.013586121E3
1.122059914E2,1.013590240E3
1.132790614E2,1.013592300E3
1.143521014E2,1.013593826E3
1.154251114E2,1.013593826E3
1.164981064E2,1.013594208E3
1.175711594E2,1.013595505E3
1.186442474E2,1.013597565E3
1.197172694E2,1.013600693E3
1.207903274E2,1.013603897E3
1.218633354E2,1.013608093E3
1.229363644E2,1.013608704E3
1.240094094E2,1.013610840E3
1.250824464E2,1.013611069E3
1.261554854E2,1.013611603E3
1.272284904E2,1.013613358E3
1.283015274E2,1.013617172E3
1.293745404E2,1.013619843E3
1.304475774E2,1.013621979E3
1.315205624E2,1.013622437E3
1.325935634E2,1.013624039E3
1.336665194E2,1.013624039E3
1.347394494E2,1.013621979E3
1.358123794E2,1.013621979E3
1.368853574E2,1.013626022E3
1.379582984E2,1.013626785E3
1.390312524E2,1.013627625E3
1.401042354E2,1.013627625E3
1.411772204E2,1.013627625E3
1.422501964E2,1.013622818E3
