"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.671792008E-3,-6.968009949E-1,2.250120850E0,8.811576233E0
2.171179187E-2,-5.252577209E-1,2.332449646E0,8.982969818E0
4.175179172E-2,-2.920426941E-1,2.234553223E0,8.535699921E0
6.179179251E-2,-1.610650635E-1,2.015408936E0,8.327183533E0
8.183179237E-2,-1.219963074E-1,1.632056122E0,8.163124695E0
1.018717922E-1,-2.124082947E-1,1.778601379E0,7.975265350E0
1.219117921E-1,-4.653822327E-1,1.971400452E0,8.175099792E0
1.419517919E-1,-7.288343811E-1,2.713856506E0,8.670868835E0
1.619917918E-1,-4.430786133E-2,3.001707916E0,8.033494263E0
1.820317917E-1,-4.640350342E-3,2.596949615E0,7.785759430E0
2.020727918E-1,-1.588197327E-1,2.203118591E0,8.577912140E0
2.221127925E-1,-4.471202087E-1,2.287692719E0,9.830207977E0
2.421527924E-1,-5.601351929E-1,2.701132965E0,1.043974045E1
2.621927923E-1,-7.182064819E-1,2.812651062E0,1.066053131E1
2.822327921E-1,-8.571176147E-1,2.684367828E0,1.096335159E1
3.022727920E-1,-1.180894318E0,2.276316376E0,1.155537048E1
3.223127918E-1,-1.422342224E0,2.426903229E0,1.242715759E1
3.423527917E-1,-2.225422211E0,1.921105042E0,1.295810349E1
3.623927925E-1,-2.430944824E0,5.969586182E-1,1.278072235E1
3.824327923E-1,-2.387834473E0,-6.735992432E-1,1.206101898E1
4.024727922E-1,-2.002236328E0,-1.086889801E0,1.010817993E1
4.225127921E-1,-1.226699066E0,-9.719288635E-1,8.586294708E0
4.425537921E-1,-8.427474976E-1,-4.206253052E-1,8.294701080E0
4.625937920E-1,-1.241218872E0,-3.779640198E-1,8.868308258E0
4.826337919E-1,-1.832189941E0,-6.113287354E-1,9.608668671E0
5.026737917E-1,-1.821711731E0,-4.897814941E-1,9.998458099E0
5.227137925E-1,-1.528621216E0,-3.266207886E-1,1.002121078E1
5.427537924E-1,-1.046174469E0,-2.198927307E-1,9.588011627E0
5.627937922E-1,-5.577401733E-1,1.341210938E-1,9.068442078E0
5.828337921E-1,-1.661544800E-1,4.918771362E-1,8.596772919E0
6.028737919E-1,8.202941895E-2,9.967771912E-1,8.311765594E0
6.229137918E-1,2.071691895E-1,1.254541168E0,8.119415588E0
6.429547919E-1,4.150868225E-1,1.399589539E0,7.951165466E0
6.629947918E-1,5.318440247E-1,1.351389771E0,8.080197144E0
6.830347925E-1,1.688488770E-1,1.086291046E0,8.526419220E0
7.030747924E-1,-1.872605896E-1,7.179071045E-1,8.940158844E0
7.231147923E-1,-4.782554626E-1,4.679269409E-1,9.331894226E0
7.431547921E-1,-2.234852600E-1,9.294172668E-1,9.516909485E0
7.631947920E-1,6.526428223E-2,1.421144714E0,9.612261200E0
7.832347918E-1,1.721420288E-2,1.488953705E0,9.899064789E0
8.032747917E-1,8.472381592E-2,1.440005493E0,1.047237259E1
8.233147925E-1,-1.094224548E-1,9.213340759E-1,1.111573471E1
8.433557916E-1,-8.412506104E-2,6.418652344E-1,1.185759201E1
8.633957924E-1,1.314266968E-1,6.249504089E-1,1.256606873E1
8.834357923E-1,3.709286499E-1,4.117936707E-1,1.253837631E1
9.034757921E-1,-1.212478638E-2,-8.499325562E-1,1.231324448E1
9.235156253E-1,-3.875440979E-1,-1.639390869E0,1.217508179E1
9.435556252E-1,4.011657715E-2,-1.067879333E0,1.104208786E1
9.635956250E-1,5.270539856E-1,-3.264710999E-1,1.013123199E1
9.836356258E-1,6.951544189E-1,-1.414558411E-1,9.589059448E0
1.003675626E0,7.304809570E-1,-2.068698120E-1,9.290280762E0
1.023715626E0,4.526586914E-1,-4.278103638E-1,9.418713684E0
1.043756626E0,-1.077758789E-2,-5.292993164E-1,9.763596497E0
1.063796625E0,-9.550140381E-2,-4.818479919E-1,9.586814117E0
1.083836625E0,1.335223389E-1,-2.854563904E-1,8.763226776E0
1.103876625E0,2.330653381E-1,1.440005493E-1,8.036038971E0
1.123916625E0,2.248324585E-1,7.171586609E-1,7.863896942E0
1.143956626E0,4.340972900E-2,1.192420349E0,8.191565552E0
1.163996626E0,-8.232879639E-2,1.441801758E0,8.367599487E0
1.184036626E0,-2.308200073E-1,1.466799774E0,8.386909332E0
1.204076625E0,-3.552113342E-1,1.381626892E0,8.312663727E0
1.224116625E0,-5.923182678E-1,1.188079376E0,8.520281982E0
1.244157625E0,-7.378157043E-1,1.071471863E0,8.689729614E0
1.264197625E0,-7.816744995E-1,1.105900269E0,8.803493042E0
1.284237625E0,-5.715115356E-1,1.206940155E0,8.803642731E0
1.304277626E0,-3.643423462E-1,1.291065216E0,8.888815613E0
1.324317626E0,-3.537144470E-1,1.256636810E0,9.105714569E0
1.344357626E0,-6.123765564E-1,1.066681824E0,9.857151947E0
1.364397625E0,-7.764353943E-1,9.848020935E-1,1.088925568E1
1.384437625E0,-7.143145752E-1,9.632469177E-1,1.131033005E1
1.404477625E0,-8.470884705E-1,4.885839844E-1,1.118114868E1
