"Time (s)","X (hPa)"
-5.547199994E-1,1.034707794E3
4.458579998E-1,1.034708252E3
1.446430000E0,1.034707794E3
2.447007000E0,1.034705734E3
3.447584000E0,1.034705734E3
4.448155000E0,1.034709549E3
4.999103000E0,1.034712219E3
5.999679000E0,1.034715118E3
7.000254001E0,1.034716339E3
8.000829000E0,1.034719086E3
9.001409000E0,1.034719696E3
1.000198700E1,1.034723587E3
1.100255900E1,1.034728699E3
1.200313800E1,1.034731140E3
1.300371400E1,1.034736176E3
1.400429200E1,1.034736786E3
1.500486700E1,1.034736786E3
1.600544300E1,1.034735336E3
1.700601600E1,1.034734650E3
1.800659700E1,1.034734650E3
1.900717000E1,1.034735336E3
2.000775100E1,1.034735336E3
2.100832400E1,1.034735031E3
2.200890000E1,1.034733200E3
2.300947900E1,1.034730301E3
2.401005900E1,1.034729233E3
2.501062900E1,1.034729233E3
2.601145500E1,1.034732208E3
2.701178100E1,1.034744415E3
2.801236000E1,1.034752884E3
2.901293800E1,1.034762650E3
3.001351200E1,1.034766693E3
3.101409000E1,1.034766693E3
3.201467000E1,1.034762115E3
3.301524400E1,1.034758606E3
3.401582100E1,1.034756088E3
3.501639100E1,1.034754562E3
3.601697100E1,1.034752121E3
3.701754500E1,1.034748993E3
3.801828300E1,1.034744415E3
3.901870100E1,1.034738846E3
4.001927700E1,1.034733429E3
4.101985500E1,1.034726715E3
4.202043200E1,1.034721222E3
4.302101200E1,1.034717331E3
4.402158500E1,1.034717255E3
4.502216200E1,1.034717331E3
4.602273700E1,1.034717712E3
4.702331200E1,1.034718628E3
4.802389200E1,1.034718628E3
4.902446900E1,1.034715881E3
5.002504200E1,1.034713974E3
5.102561500E1,1.034713669E3
5.202619500E1,1.034711990E3
5.302677000E1,1.034706421E3
5.402734200E1,1.034698715E3
5.502792000E1,1.034694595E3
5.602850800E1,1.034689255E3
5.702908400E1,1.034689255E3
5.802965700E1,1.034690628E3
5.903023600E1,1.034694901E3
6.003081300E1,1.034695587E3
6.103138900E1,1.034695587E3
6.203195300E1,1.034695740E3
6.303254000E1,1.034695740E3
6.403353100E1,1.034695740E3
6.503369200E1,1.034695587E3
6.603426800E1,1.034695511E3
6.703484200E1,1.034691010E3
6.803541900E1,1.034688339E3
6.903599800E1,1.034686890E3
7.003657300E1,1.034686432E3
7.103715000E1,1.034685211E3
7.203772400E1,1.034684753E3
7.303830800E1,1.034684143E3
7.403887600E1,1.034679871E3
7.503945300E1,1.034674835E3
7.604028900E1,1.034672089E3
7.704061000E1,1.034671249E3
7.804118600E1,1.034671249E3
7.904175900E1,1.034671783E3
8.004233900E1,1.034676056E3
8.104291000E1,1.034677277E3
8.204348900E1,1.034677277E3
8.304406300E1,1.034676743E3
8.404464400E1,1.034676285E3
8.504521800E1,1.034673157E3
8.604579500E1,1.034667587E3
8.704636700E1,1.034663162E3
8.804694600E1,1.034660110E3
8.904752200E1,1.034657211E3
9.004810000E1,1.034654083E3
9.104867300E1,1.034654083E3
9.204924800E1,1.034653015E3
9.304983100E1,1.034651794E3
9.405040500E1,1.034648209E3
9.505098500E1,1.034648132E3
9.605156200E1,1.034646301E3
9.705213700E1,1.034642563E3
9.805270800E1,1.034641571E3
9.905328900E1,1.034640350E3
1.000538670E2,1.034640198E3
1.010544370E2,1.034640198E3
1.020550200E2,1.034640961E3
1.030555910E2,1.034641113E3
1.040561660E2,1.034641113E3
1.050567390E2,1.034639359E3
1.060573200E2,1.034637604E3
1.070578960E2,1.034636765E3
1.080584720E2,1.034636230E3
1.090590550E2,1.034635239E3
1.100596240E2,1.034635239E3
1.110602030E2,1.034634171E3
1.120607780E2,1.034629822E3
1.130613570E2,1.034625931E3
1.140619340E2,1.034623566E3
1.150625090E2,1.034619751E3
1.160630850E2,1.034610901E3
1.170636620E2,1.034605865E3
1.180642390E2,1.034601135E3
1.190648130E2,1.034593964E3
1.200653890E2,1.034590149E3
1.210659690E2,1.034588699E3
1.220665440E2,1.034584732E3
1.230671200E2,1.034582748E3
1.240676950E2,1.034582062E3
1.250682690E2,1.034578781E3
1.260692500E2,1.034576569E3
1.270694230E2,1.034574127E3
1.280700040E2,1.034566803E3
1.290705750E2,1.034557114E3
1.300711560E2,1.034549713E3
1.310717320E2,1.034545517E3
1.320723120E2,1.034542923E3
1.330728860E2,1.034541626E3
1.340734630E2,1.034541626E3
1.350740410E2,1.034541626E3
1.360746100E2,1.034540482E3
1.370751890E2,1.034540482E3
1.380757620E2,1.034544601E3
1.390763410E2,1.034553223E3
1.400769140E2,1.034563293E3
1.410774980E2,1.034570160E3
1.420780670E2,1.034574966E3
1.430786470E2,1.034580078E3
1.440792250E2,1.034582977E3
1.450798060E2,1.034587021E3
1.460803800E2,1.034591522E3
1.470809550E2,1.034597473E3
1.480815300E2,1.034597473E3
1.490821100E2,1.034596939E3
1.500827750E2,1.034593048E3
1.510832610E2,1.034586945E3
1.520838360E2,1.034584579E3
1.530844130E2,1.034582367E3
1.540849880E2,1.034582367E3
1.550855640E2,1.034583817E3
1.560861370E2,1.034586792E3
1.570867180E2,1.034589233E3
1.580872910E2,1.034592056E3
1.590878700E2,1.034593277E3
1.600884450E2,1.034593811E3
1.610890170E2,1.034594040E3
1.620895960E2,1.034594040E3
1.630901700E2,1.034590378E3
1.640907480E2,1.034587708E3
1.650913260E2,1.034583893E3
1.660919030E2,1.034580612E3
