"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.544779167E-2,1.734858651E-1,6.528726178E-1,-5.163617671E-1
3.548779245E-2,4.801249637E-1,5.954380497E-1,-1.027130672E0
5.552779231E-2,6.263488436E-1,4.466011222E-1,-1.259192044E0
7.556779217E-2,6.493656041E-1,7.907672122E-2,-1.443885121E0
9.560779203E-2,6.014212862E-1,1.938755447E-1,-1.661760562E0
1.156477919E-1,3.252582411E-1,3.155466007E-1,-1.558071302E0
1.356877917E-1,3.214017101E-2,9.329007456E-1,-1.101155253E0
1.557277925E-1,3.134098819E-1,1.578696332E0,-1.390233994E0
1.757677924E-1,6.267868001E-1,1.301823508E0,-1.889358754E0
1.958077922E-1,5.959747510E-1,8.202082354E-1,-1.356755176E0
2.158487923E-1,2.598868087E-1,7.097499463E-1,-1.267138410E-1
2.358887922E-1,1.045813257E-1,1.168126776E0,6.647214156E-1
2.559287921E-1,4.434382170E-4,1.337697492E0,9.458350790E-1
2.759687919E-1,-1.667064571E-1,1.391378147E0,1.176025341E0
2.960087918E-1,-4.415144831E-1,9.994856215E-1,1.651286445E0
3.160487926E-1,-5.831916413E-1,1.226723332E0,2.508648473E0
3.360887924E-1,-1.291314307E0,1.101379348E0,3.125435584E0
3.561287923E-1,-1.672552329E0,1.701533908E-1,3.136679780E0
3.761687921E-1,-1.698516452E0,-1.046094581E0,2.617823591E0
3.962087920E-1,-1.474823908E0,-1.569100613E0,8.006153852E-1
4.162487919E-1,-9.076842626E-1,-1.602710993E0,-9.484598941E-1
4.362897919E-1,-2.689363982E-1,-1.180900092E0,-1.521343186E0
4.563297918E-1,-5.451512277E-1,-1.100889643E0,-1.088000772E0
4.763697917E-1,-1.137271092E0,-1.363260349E0,-3.229616010E-1
4.964097925E-1,-1.181906105E0,-1.226885885E0,1.847386855E-1
5.164497923E-1,-1.020662409E0,-9.863611074E-1,3.219874549E-1
5.364897922E-1,-5.116511039E-1,-6.782286300E-1,-9.338354230E-2
5.565297920E-1,-7.377249263E-2,-2.329980221E-1,-5.047287315E-1
5.765697919E-1,2.563146350E-1,1.038001925E-1,-1.134159862E0
5.966097917E-1,5.283980047E-1,6.515572867E-1,-1.397816078E0
6.166497925E-1,5.793669775E-1,9.567166011E-1,-1.650906376E0
6.366897924E-1,7.112977043E-1,1.103005020E0,-1.845639707E0
6.567307925E-1,8.844233809E-1,1.108993884E0,-1.770301841E0
6.767707923E-1,5.763704257E-1,9.040670288E-1,-1.399302440E0
6.968107922E-1,2.358849021E-1,6.119168191E-1,-9.393563640E-1
7.168507921E-1,-3.077250727E-2,3.116174910E-1,-6.140704948E-1
7.368907919E-1,8.549060516E-2,5.749345322E-1,-2.909954578E-1
7.569307918E-1,4.291043526E-1,1.084173989E0,-2.170644325E-1
7.769707926E-1,3.820555358E-1,1.093336941E0,-1.149562597E-3
7.970107924E-1,5.194490969E-1,1.063588281E0,5.462574112E-1
8.170507923E-1,3.801954634E-1,5.587982270E-1,1.160720254E0
8.370907921E-1,3.248602285E-1,1.486002615E-1,1.861713703E0
8.571317922E-1,4.949029972E-1,1.303815070E-1,2.694042631E0
8.771717921E-1,7.808034106E-1,1.070864922E-1,2.804581904E0
8.972117919E-1,5.429721897E-1,-9.554959948E-1,2.548915908E0
9.172516251E-1,7.609442197E-2,-2.022168755E0,2.486567633E0
9.372916259E-1,4.168187678E-1,-1.866606945E0,1.566994738E0
9.573316257E-1,8.653458166E-1,-1.255965550E0,5.614052081E-1
9.773716256E-1,1.046781775E0,-1.087971974E0,-4.789103508E-2
9.974116255E-1,1.131460860E0,-1.189216587E0,-4.237559044E-1
1.017451625E0,9.519148676E-1,-1.443631059E0,-4.058938301E-1
1.037491625E0,5.597103196E-1,-1.516318382E0,-4.586497486E-2
1.057532625E0,3.642717045E-1,-1.433670912E0,-5.019542277E-2
1.077572625E0,5.623200050E-1,-1.216087393E0,-7.718236953E-1
1.097612625E0,7.279640961E-1,-7.540300333E-1,-1.598788388E0
1.117652626E0,7.882943516E-1,-2.108418987E-1,-1.926893200E0
1.137692626E0,7.294674884E-1,3.443420181E-1,-1.671448814E0
1.157732625E0,6.418860651E-1,6.067190829E-1,-1.413321725E0
1.177772625E0,5.569187126E-1,6.846197829E-1,-1.339012969E0
1.197812625E0,4.924294788E-1,5.968945912E-1,-1.428939053E0
1.217852625E0,3.062019461E-1,3.933669745E-1,-1.253203910E0
1.237893625E0,1.242542097E-1,2.020670553E-1,-1.089931523E0
1.257933625E0,5.108529590E-2,1.936555432E-1,-9.491551280E-1
1.277973626E0,1.756434146E-1,2.499973398E-1,-9.060477000E-1
1.298013626E0,3.795239107E-1,2.791966537E-1,-8.887615764E-1
1.318053626E0,4.218590677E-1,2.176913271E-1,-7.001877022E-1
1.338093625E0,2.364315071E-1,8.544243872E-5,-8.614410460E-2
1.358133625E0,2.510531276E-2,-1.130043861E-1,9.200488579E-1
1.378173625E0,1.702643417E-2,-8.432569362E-2,1.566995323E0
1.398213626E0,-6.966336183E-2,-3.855436192E-1,1.465986426E0
1.418253626E0,-4.138293788E-2,-4.571165355E-1,1.605075899E0
1.438294626E0,-2.067794725E-1,-5.678282283E-1,2.033899586E0
1.458334626E0,-7.681851923E-1,-1.325859365E0,2.693860198E0
1.478374626E0,-1.053630619E0,-1.786416622E0,2.229943863E0
1.498414625E0,-9.015509719E-1,-1.280566979E0,4.939464658E-1
1.518454625E0,-9.331230859E-1,-8.097420117E-1,-4.971162415E-1
1.538494625E0,-1.258666379E0,-5.947985105E-1,-3.310143864E-1
1.558534625E0,-1.661346433E0,-9.059089018E-1,3.319902867E-1
1.578574626E0,-1.808696852E0,-1.233876231E0,4.335102296E-1
1.598614626E0,-1.092111584E0,-7.130447792E-1,-1.271026808E-1
1.618655626E0,-3.942893362E-1,1.484383667E-1,-7.635159713E-1
1.638695626E0,-6.563375317E-2,5.843215061E-1,-1.038031052E0
1.658735625E0,-5.167517032E-2,6.744736212E-1,-7.369263428E-1
1.678775625E0,-2.388953045E-3,9.381480369E-1,-6.467710483E-1
1.698815625E0,7.594900902E-2,1.112627783E0,-8.804076594E-1
1.718855625E0,2.002889170E-1,9.434869102E-1,-1.316008853E0
1.738895626E0,2.251961553E-1,6.214869569E-1,-1.771639100E0
1.758935626E0,1.027293298E-1,5.169996983E-1,-1.771131561E0
1.778975626E0,-1.660251834E-1,6.797869129E-1,-1.469687714E0
1.799016626E0,-3.433879718E-1,7.874883860E-1,-1.351371644E0
1.819056625E0,-3.667508874E-1,9.968134439E-1,-1.101732958E0
1.839096625E0,-4.711356005E-1,1.297005256E0,-7.465309793E-1
1.859136625E0,-4.524642715E-1,1.726836564E0,-2.762709993E-1
1.879176625E0,-4.678915653E-1,1.809757976E0,3.980901361E-1
1.899216626E0,-6.458028956E-1,1.544373322E0,1.517668796E0
1.919256917E0,-7.900402571E-1,7.742969944E-1,2.175444889E0
1.939296917E0,-4.900791174E-1,5.375879639E-1,2.301671072E0
1.959337917E0,-1.505662781E-1,7.934823668E-1,2.030569596E0
1.979377917E0,2.308989447E-1,1.147031191E0,1.924913918E0
1.999417917E0,4.710372211E-1,8.509909753E-1,1.901001729E0
2.019457917E0,-2.279076554E-2,-6.357788676E-1,2.601652531E0
2.039497918E0,-5.962481815E-1,-1.823068285E0,2.875962374E0
2.059537917E0,-3.797573243E-1,-1.650906814E0,1.111852149E0
2.079577917E0,5.228415053E-1,-9.732917033E-1,-8.342865765E-1
2.099617917E0,1.021526628E0,-7.229229923E-1,-1.502264307E0
2.119657917E0,9.847380665E-1,-9.591812025E-1,-1.374314949E0
2.139698917E0,8.301137111E-1,-1.206180748E0,-1.047300058E0
2.159738917E0,6.057863789E-1,-1.120230990E0,-7.294442457E-1
2.179778917E0,2.101244453E-1,-1.085814498E0,-7.154910350E-1
2.199818918E0,-7.232961908E-2,-1.072880165E0,-6.181161833E-1
2.219858917E0,-2.341956415E-1,-8.832051136E-1,-9.317900670E-1
2.239898917E0,4.234919026E-2,-1.837377153E-1,-1.559820204E0
2.259938917E0,2.354242877E-1,6.224897544E-1,-1.917258158E0
2.279978917E0,3.360772712E-1,1.019072478E0,-1.849650312E0
2.300019917E0,1.637577063E-1,1.003699052E0,-1.510459179E0
2.320059917E0,1.500255934E-1,8.124557045E-1,-1.265721045E0
2.340099917E0,2.488376176E-1,6.957664762E-1,-1.330523397E0
2.360139917E0,2.315992950E-1,5.852907186E-1,-1.174720827E0
2.380179917E0,1.754020708E-1,3.960251918E-1,-7.940296662E-1
2.400219917E0,2.616602692E-1,3.055944934E-1,-4.953749406E-1
2.420259917E0,3.651548168E-1,1.801027936E-1,-2.555765337E-1
2.440299917E0,7.431277536E-1,4.761582857E-1,-3.929972112E-2
2.460340917E0,9.197863179E-1,6.253771826E-1,3.002925307E-1
2.480380917E0,4.764684074E-1,5.138668332E-1,8.556698442E-1
2.500420917E0,3.285961973E-1,8.191195569E-1,1.674728517E0
2.520460917E0,-8.406520016E-2,2.967875634E-1,2.177507202E0
2.540500917E0,-1.167922854E-1,-1.317114562E-1,2.799249828E0
2.560540917E0,-4.559071121E-1,-7.439230480E-1,2.349947439E0
2.580580917E0,-3.664748988E-1,-5.386737918E-1,1.436806481E0
2.600621917E0,-4.452486612E-2,1.927438161E-1,9.274800843E-1
2.620661917E0,-1.665710941E-2,1.964438611E-1,1.226606095E0
2.640701917E0,-1.101049638E0,-1.144529460E0,1.889520721E0
2.660741917E0,-1.839646603E0,-2.010445234E0,2.273314415E0
2.680781917E0,-1.766831519E0,-1.953702099E0,1.916579297E0
2.700821918E0,-1.151319612E0,-1.427089871E0,6.872507375E-1
2.720861917E0,-5.667504403E-1,-8.388407535E-1,-5.149695450E-1
2.740901917E0,-1.630505586E-1,-8.019755937E-2,-1.201529726E0
2.760942917E0,8.569737732E-2,5.671253199E-1,-1.609915055E0
2.780982917E0,8.404882796E-2,7.707512429E-1,-1.825862669E0
2.801022917E0,3.005696156E-1,9.708967569E-1,-1.819777472E0
2.821062917E0,4.074661463E-1,9.605774445E-1,-1.735519679E0
2.841102917E0,5.551722224E-1,7.344686850E-1,-2.011259167E0
2.861142918E0,4.563892881E-1,3.807840588E-1,-1.966822667E0
2.881182917E0,2.708841788E-1,1.716070817E-1,-1.710160890E0
2.901222917E0,-2.236559987E-3,-1.355896220E-2,-1.422146342E0
2.921263626E0,-2.207158725E-1,-4.718556851E-3,-1.421214296E0
2.941303626E0,-1.493541869E-1,3.232219483E-1,-1.378180543E0
2.961343626E0,4.929736353E-2,8.039749029E-1,-1.020578867E0
2.981383625E0,5.151075393E-2,8.781504880E-1,-4.253621346E-1
3.001423625E0,-9.058440708E-2,8.539236463E-1,4.076117420E-1
3.021463625E0,-1.657456865E-1,7.554749534E-1,1.042825184E0
3.041503625E0,-1.196795674E-1,6.673324898E-1,1.452365338E0
3.061544625E0,3.639307022E-3,8.322445826E-1,1.729422787E0
3.081584626E0,-2.089094305E-1,9.392601042E-1,2.004946513E0
3.101624626E0,-3.012224207E-1,1.004348678E0,2.525340520E0
3.121664626E0,-4.599305812E-1,5.783843529E-1,2.721932681E0
