"Time (s)","X (hPa)"
-5.621041667E-1,1.013695374E3
4.436958333E-1,1.013704147E3
1.449513833E0,1.013712921E3
2.455316833E0,1.013718948E3
3.461106833E0,1.013727264E3
3.812130833E0,1.013729324E3
4.884978833E0,1.013730774E3
5.957831833E0,1.013731232E3
7.030677833E0,1.013731232E3
8.103557833E0,1.013731613E3
9.176447833E0,1.013731613E3
1.024933083E1,1.013731613E3
1.132218683E1,1.013731613E3
1.239504683E1,1.013731613E3
1.346785383E1,1.013734970E3
1.454069783E1,1.013737564E3
1.561355983E1,1.013737564E3
1.668641183E1,1.013741913E3
1.775927583E1,1.013745346E3
1.883212783E1,1.013745575E3
1.990496683E1,1.013747025E3
2.097780183E1,1.013747025E3
2.205061283E1,1.013747025E3
2.312348483E1,1.013746338E3
2.419637783E1,1.013746338E3
2.526920083E1,1.013753967E3
2.634206083E1,1.013759842E3
2.741489083E1,1.013765182E3
2.848768683E1,1.013772430E3
2.956048783E1,1.013777924E3
3.063329683E1,1.013782578E3
3.170610483E1,1.013787384E3
3.277898283E1,1.013793182E3
3.385186283E1,1.013799438E3
3.492477383E1,1.013804245E3
3.599767483E1,1.013806229E3
3.707057583E1,1.013808441E3
3.814340783E1,1.013809128E3
3.921627883E1,1.013809280E3
4.028916283E1,1.013809128E3
4.136202483E1,1.013808899E3
4.243484483E1,1.013808746E3
4.350766583E1,1.013805313E3
4.458049083E1,1.013804016E3
4.565334683E1,1.013802338E3
4.672622683E1,1.013798370E3
4.779910183E1,1.013793106E3
4.887201883E1,1.013791428E3
4.994488883E1,1.013790970E3
5.101776083E1,1.013790970E3
5.209061483E1,1.013791580E3
5.316343283E1,1.013791809E3
5.423627283E1,1.013793335E3
5.530923183E1,1.013795624E3
5.638213683E1,1.013800888E3
5.745498183E1,1.013808060E3
5.852785983E1,1.013814011E3
5.960071583E1,1.013821793E3
6.067357583E1,1.013826370E3
6.174642383E1,1.013826752E3
6.281928183E1,1.013827286E3
6.389210883E1,1.013828430E3
6.496490183E1,1.013831482E3
6.603767683E1,1.013834000E3
6.711052683E1,1.013837051E3
6.818331883E1,1.013837051E3
6.925610483E1,1.013835602E3
7.032890083E1,1.013832321E3
7.140172783E1,1.013832245E3
7.247451883E1,1.013832245E3
7.354733583E1,1.013833923E3
7.462015083E1,1.013839264E3
7.569291583E1,1.013844910E3
7.676567383E1,1.013849106E3
7.783847083E1,1.013849487E3
7.891118483E1,1.013853073E3
7.998396583E1,1.013855286E3
8.105677283E1,1.013858643E3
8.212954883E1,1.013858795E3
8.320231283E1,1.013861313E3
8.427508383E1,1.013863602E3
8.534784083E1,1.013865356E3
8.642063683E1,1.013867798E3
8.749346383E1,1.013868942E3
8.856629983E1,1.013868942E3
8.963915883E1,1.013868942E3
9.071197983E1,1.013871384E3
9.178481183E1,1.013872910E3
9.285765883E1,1.013873596E3
9.393046783E1,1.013874969E3
9.500325683E1,1.013877563E3
9.607606783E1,1.013878784E3
9.714887283E1,1.013879471E3
9.822167183E1,1.013882370E3
9.929440083E1,1.013882370E3
1.003671308E2,1.013882370E3
1.014398888E2,1.013883209E3
1.025126338E2,1.013884888E3
1.035854628E2,1.013887177E3
1.046582338E2,1.013891830E3
1.057309858E2,1.013893585E3
1.068038218E2,1.013893585E3
1.078765868E2,1.013892212E3
1.089493438E2,1.013892212E3
1.100221308E2,1.013894577E3
1.110949028E2,1.013901291E3
1.121676908E2,1.013910141E3
1.132404558E2,1.013916931E3
1.143132038E2,1.013921127E3
1.153860268E2,1.013926163E3
1.164588278E2,1.013927917E3
1.175316078E2,1.013928680E3
1.186043468E2,1.013928757E3
1.196771348E2,1.013929062E3
1.207499348E2,1.013929138E3
1.218226778E2,1.013929138E3
1.228954198E2,1.013929138E3
1.239681638E2,1.013927689E3
1.250409408E2,1.013926544E3
1.261137188E2,1.013926544E3
1.271865028E2,1.013927002E3
1.282593548E2,1.013929977E3
1.293321428E2,1.013933105E3
1.304049398E2,1.013936462E3
1.314776878E2,1.013938217E3
1.325505008E2,1.013938828E3
1.336232848E2,1.013938828E3
1.346961108E2,1.013940964E3
1.357689808E2,1.013940964E3
1.368418078E2,1.013940659E3
1.379146358E2,1.013940659E3
1.389874308E2,1.013941803E3
1.400602498E2,1.013943634E3
1.411330768E2,1.013944092E3
1.422059028E2,1.013946838E3
1.432787188E2,1.013946838E3
1.443515018E2,1.013945770E3
1.454242488E2,1.013940887E3
1.464969868E2,1.013936539E3
