"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.705308914E-2,3.211630901E1,1.189521668E2,1.832366753E1,-1.000000000E0,-1.000000000E0,2.965289114E2,2.965289114E2
5.203200579E-1,3.211635984E1,1.189517973E2,1.923140383E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.707167029E0,3.211636000E1,1.189517970E2,1.892648363E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.776357055E0,3.211627910E1,1.189519031E2,1.546674442E1,1.419999957E0,2.295703125E2,6.235729797E0,6.235729797E0
2.776368976E0,3.211627441E1,1.189518768E2,1.350397587E1,8.500000238E-1,2.257031250E2,4.314268727E0,4.314268727E0
3.776381373E0,3.211627097E1,1.189518540E2,9.256203651E0,8.500000238E-1,2.320312500E2,3.535533906E0,3.535533906E0
4.776393533E0,3.211626485E1,1.189518364E2,6.523018837E0,1.309999943E0,2.274609375E2,3.535533906E0,3.535533906E0
5.776405811E0,3.211625719E1,1.189518197E2,6.742440224E0,1.350000024E0,2.274609375E2,3.535533906E0,3.535533906E0
6.776033282E0,3.211624931E1,1.189518058E2,6.423867226E0,1.309999943E0,2.264062500E2,3.535533906E0,3.535533906E0
7.776038766E0,3.211624126E1,1.189517934E2,6.584115028E0,1.269999981E0,2.271093750E2,3.535533906E0,3.535533906E0
8.776035786E0,3.211623271E1,1.189517808E2,6.726235390E0,1.269999981E0,2.274609375E2,3.535533906E0,3.535533906E0
9.776033163E0,3.211622357E1,1.189517688E2,6.159462929E0,1.360000014E0,2.267578125E2,3.535533906E0,3.535533906E0
1.077602673E1,3.211621523E1,1.189517578E2,5.988595009E0,1.360000014E0,2.271093750E2,3.535533906E0,3.535533906E0
1.177601981E1,3.211620656E1,1.189517474E2,5.397103310E0,1.330000043E0,2.257031250E2,3.535533906E0,3.535533906E0
1.277600920E1,3.211619746E1,1.189517373E2,5.452187538E0,1.279999971E0,2.246484375E2,3.535533906E0,3.535533906E0
1.377599394E1,3.211618925E1,1.189517278E2,5.452187678E0,1.279999971E0,2.246484324E2,4.574574437E0,4.574574437E0
1.477597666E1,3.211617968E1,1.189517182E2,5.715584896E0,1.279999971E0,2.214843702E2,4.574574476E0,4.574574476E0
1.577596200E1,3.211617060E1,1.189517081E2,6.116921561E0,1.259999990E0,2.218359328E2,4.574574516E0,4.574574516E0
1.677594292E1,3.211616273E1,1.189516976E2,5.927987234E0,1.259999990E0,2.246484325E2,4.574574555E0,4.574574555E0
1.777592766E1,3.211615309E1,1.189516868E2,5.699685233E0,1.259999990E0,2.246484325E2,4.574574597E0,4.574574597E0
1.877590799E1,3.211614120E1,1.189516748E2,5.725594693E0,1.429999948E0,2.228906195E2,4.574574644E0,4.574574644E0
1.977589035E1,3.211613155E1,1.189516675E2,5.594857386E0,1.429999948E0,2.193749949E2,4.574574678E0,4.574574678E0
2.077587211E1,3.211612239E1,1.189516597E2,5.077889607E0,1.389999986E0,2.190234326E2,4.574574713E0,4.574574713E0
2.177585447E1,3.211611408E1,1.189516511E2,5.005318806E0,1.389999986E0,2.221874947E2,4.574574747E0,4.574574747E0
2.277583683E1,3.211610558E1,1.189516411E2,4.799355670E0,1.389999986E0,2.249999945E2,4.574574786E0,4.574574786E0
2.377582037E1,3.211609656E1,1.189516313E2,4.991921582E0,1.370000005E0,2.260546819E2,4.574574825E0,4.574574825E0
2.477580297E1,3.211608762E1,1.189516227E2,4.754647413E0,1.370000005E0,2.242968696E2,4.574574861E0,4.574574861E0
2.577578545E1,3.211608319E1,1.189516153E2,4.984505760E0,1.100000024E0,2.285156204E2,4.574574890E0,4.574574890E0
2.677577019E1,3.211607582E1,1.189516001E2,4.844094445E0,1.419999957E0,2.344921810E2,4.574574934E0,4.574574934E0
2.777575707E1,3.211606786E1,1.189515865E2,4.624428918E0,1.419999957E0,2.351953059E2,4.574574981E0,4.574574981E0
2.877574456E1,3.211605890E1,1.189515751E2,4.504403286E0,1.419999957E0,2.295703064E2,4.574575023E0,4.574575023E0
2.977573228E1,3.211605007E1,1.189515672E2,4.313058057E0,1.370000005E0,2.228906197E2,4.574575059E0,4.574575059E0
3.077572334E1,3.211603951E1,1.189515589E2,4.354439912E0,1.450000048E0,2.179687450E2,4.574575096E0,4.574575096E0
3.177571416E1,3.211603120E1,1.189515483E2,4.264901337E0,1.450000048E0,2.221874945E2,4.574575135E0,4.574575135E0
3.277570653E1,3.211602289E1,1.189515377E2,4.262185273E0,1.450000048E0,2.260546816E2,4.574575175E0,4.574575175E0
3.377570117E1,3.211601878E1,1.189515323E2,3.143822707E0,1.365910309E0,2.238646188E2,4.731278199E0,4.731278199E0
3.477569425E1,3.211600840E1,1.189515252E2,3.065375219E0,1.240006805E0,2.256321592E2,4.727722622E0,4.727722622E0
3.577569056E1,3.211599658E1,1.189515139E2,3.271802743E0,1.497856957E0,2.259970440E2,4.723762128E0,4.723762128E0
