"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.868333366E-3,-8.453498781E-2,1.025386080E-1,1.896852553E-1
2.280633338E-2,-1.478062943E-2,1.769772545E-2,1.515777111E-1
4.274333338E-2,-3.294415027E-2,-4.555116873E-3,1.257496029E-1
6.268133339E-2,-8.220043033E-2,-2.387260832E-2,1.354915053E-1
8.261933341E-2,-8.546863496E-2,8.844141662E-2,8.802648634E-2
1.025563333E-1,-1.326099932E-1,3.300660253E-1,-3.511815332E-3
1.224943333E-1,-1.267227381E-1,1.807545722E-1,-2.429401129E-1
1.424327083E-1,1.973725297E-2,-4.654660225E-1,-3.385535181E-1
1.623697083E-1,2.124612778E-1,-3.780557513E-1,-4.392262995E-1
1.823077083E-1,1.429032087E-1,-2.668258036E-3,-6.203792095E-1
2.022447083E-1,9.198968299E-3,2.590288520E-1,-9.619538784E-1
2.221827083E-1,1.182275414E-1,2.930787206E-1,-1.208586454E0
2.421207083E-1,4.011727870E-2,4.988179803E-1,-7.265466452E-1
2.620577083E-1,-6.638415456E-1,2.074804306E-1,-1.844613552E-1
2.819957084E-1,-6.860516071E-1,9.053176045E-1,4.988238215E-1
3.019337084E-1,-3.067577779E-1,1.635678291E0,7.685683966E-1
3.218707084E-1,4.999764264E-2,1.325597167E0,1.000809193E0
3.418087084E-1,-7.635326684E-2,6.939158440E-1,6.531940699E-1
3.617457084E-1,4.302804545E-2,1.085898280E-1,1.682911962E-1
3.816837084E-1,6.444779634E-1,-2.743277550E-1,1.447945982E-1
4.016217083E-1,6.755702496E-1,-7.733553648E-1,4.380536973E-1
4.215587083E-1,5.291205049E-1,-9.679640532E-1,9.193412066E-1
4.414967083E-1,2.602293193E-1,-4.196905196E-1,1.205711365E0
4.614347083E-1,5.999422669E-1,3.453991711E-1,1.011382818E0
4.813717083E-1,1.489131689E0,7.603492141E-1,6.453643739E-2
5.013097083E-1,2.116812944E0,-2.976671457E-1,-8.586727977E-1
5.212477084E-1,2.211708546E0,-1.598892212E0,-1.252082229E0
5.411847084E-1,1.942587852E0,-1.816928387E0,-1.534780741E0
5.611227084E-1,2.048213005E0,-1.574644089E0,-1.685188174E0
5.810607084E-1,2.678669930E0,-1.486447930E0,-1.739050031E0
6.009977084E-1,2.992000103E0,-2.580250025E0,-1.766484737E0
6.209357084E-1,2.815444469E0,-3.565659046E0,-1.710807085E0
6.408737083E-1,2.803004503E0,-3.187872887E0,-1.354051709E0
6.608107083E-1,3.199672699E0,-2.020992756E0,-5.117107630E-1
6.807487083E-1,2.569045544E0,-1.520485520E0,4.258147092E-4
7.006867083E-1,1.156424642E0,-1.314243913E0,1.404719353E-1
7.206237083E-1,1.806663275E-1,-1.446143150E0,2.057495713E-1
7.405617083E-1,2.822090313E-2,-2.158855200E0,7.984579802E-1
7.604997084E-1,4.290714487E-2,-2.050377846E0,1.388109565E0
7.804367084E-1,-1.078073159E-1,-1.673058510E0,1.535201788E0
8.003747084E-1,4.885633588E-1,-1.163539171E0,1.320373416E0
8.203127084E-1,1.228826284E0,-5.286186337E-1,1.067630172E0
8.402497084E-1,1.603580832E0,-9.438595176E-2,4.981071055E-1
8.601877084E-1,1.860171318E0,-2.504647672E-1,3.252306581E-1
8.801257083E-1,1.812378883E0,-2.974371016E-1,4.817442298E-1
9.000627083E-1,1.180017471E0,-4.476399124E-1,7.751693130E-1
9.200007083E-1,3.506531119E-1,-6.848015785E-1,8.870609999E-1
9.399387083E-1,1.084605381E-1,-7.781254053E-1,8.764216900E-1
9.598757083E-1,-1.844893023E-2,-9.687294364E-1,6.857229471E-1
9.798137083E-1,-1.653632820E-1,-9.731596112E-1,6.630636454E-1
9.997517084E-1,-2.509177923E-1,-1.012552261E0,6.178820729E-1
1.019688708E0,7.044330835E-1,-1.634832859E0,4.678591788E-1
1.039626708E0,1.086153865E0,-1.775627255E0,9.618493915E-1
1.059564708E0,4.274024963E-1,-2.183302164E0,1.214963198E0
1.079501708E0,2.973642647E-1,-1.239327908E0,1.949323058E0
1.099439708E0,-1.704149395E-1,-3.305164874E-1,1.401160121E0
1.119377708E0,-1.005170941E0,-1.272254139E-1,9.294355512E-1
1.139314958E0,-1.257294536E0,-5.562225580E-1,9.635030031E-1
1.159252958E0,-9.477123022E-1,-1.090234280E0,6.634648442E-1
1.179190958E0,-3.667291999E-1,-1.376153946E0,1.042570591E0
1.199127958E0,1.889113188E-1,-1.308182359E0,7.314017415E-1
1.219065958E0,7.468612492E-2,-1.738892436E0,3.514181077E-1
1.239003958E0,1.119611979E0,-1.584362507E0,6.339533329E-1
1.258940958E0,9.042338133E-1,-2.079675674E0,6.910179853E-1
1.278878958E0,7.841804028E-1,-1.164932728E0,1.140816450E0
1.298816958E0,1.346226454E0,-8.263565898E-1,1.587148190E0
1.318754958E0,1.005926132E0,-1.917005658E0,1.059855580E0
1.338691958E0,4.115279317E-1,-1.130001664E0,8.369921446E-1
1.358629958E0,-8.446305394E-1,-7.782383561E-1,1.025181770E0
1.378567958E0,-5.676449537E-1,-1.001559868E-1,1.003460526E0
1.398504958E0,2.256523967E-1,-8.260021806E-1,8.090478778E-1
1.418442958E0,8.508346677E-1,-1.310829997E0,5.839380026E-1
1.438380958E0,5.045022964E-1,1.707370430E-1,9.822677970E-1
1.458317958E0,4.143586159E-1,1.588853598E0,1.344056129E0
1.478255958E0,6.768169403E-1,2.426524162E0,1.725540996E0
1.498193958E0,7.779302001E-1,3.878476381E0,1.217835307E0
1.518131958E0,8.168414235E-1,3.340730906E0,5.643330216E-1
1.538068958E0,7.573418617E-1,1.711021543E0,-6.061057094E-3
1.558006958E0,5.936661959E-1,1.140639305E0,3.673312441E-2
1.577944958E0,4.085354507E-1,6.174317002E-1,9.176494926E-2
1.597881958E0,2.183147818E-1,-2.289733589E-1,2.317407876E-1
