"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.607333315E-3,1.977238312E0,4.370461578E0,8.792565765E0
2.654433332E-2,2.133064270E0,4.509672089E0,8.471034393E0
4.648233333E-2,2.183359680E0,4.466262360E0,8.248147888E0
6.641933334E-2,1.982327728E0,4.473148041E0,8.348139954E0
8.635733335E-2,2.282902679E0,4.614603882E0,8.535250854E0
1.062953334E-1,2.306104431E0,4.757855988E0,8.235873413E0
1.262323334E-1,2.106419678E0,4.970563660E0,8.042625275E0
1.461707084E-1,1.891017609E0,4.647236023E0,8.148754578E0
1.661087084E-1,1.995500336E0,4.752916260E0,8.648864594E0
1.860457084E-1,2.151925049E0,5.273833008E0,8.190966797E0
2.059837084E-1,2.221081238E0,5.483397217E0,8.422834625E0
2.259207084E-1,1.697619781E0,4.916376343E0,8.983418884E0
2.458587084E-1,-1.456471252E-1,3.923640747E0,8.625513153E0
2.657967084E-1,-1.317260742E-2,2.814447327E0,7.264543304E0
2.857337083E-1,5.885760498E-1,3.264561310E0,8.963510284E0
3.056717083E-1,8.907975769E-1,3.992198181E0,8.507558441E0
3.256097083E-1,4.405339050E-1,3.326233063E0,7.129224701E0
3.455467083E-1,4.613406372E-1,5.024900665E0,8.066276093E0
3.654847083E-1,8.909472656E-1,6.806645508E0,9.359436951E0
3.854227084E-1,-1.990859985E-2,6.550079041E0,9.310638428E0
4.053597084E-1,-5.861810303E-1,5.678740997E0,7.304510193E0
4.252977084E-1,8.961863708E-1,4.241429901E0,7.422913971E0
4.452357084E-1,2.433339844E0,4.445755005E0,7.461533661E0
4.651727084E-1,3.574866028E0,4.222269745E0,9.717492371E0
4.851107084E-1,4.760999451E0,4.164639587E0,9.712702332E0
5.050477084E-1,4.364623718E0,4.604125671E0,7.051985321E0
5.249857083E-1,3.187022552E0,4.901407471E0,5.828130341E0
5.449237083E-1,2.806513824E0,3.736679535E0,4.937482452E0
5.648607083E-1,3.128344574E0,3.565884705E0,6.744824066E0
5.847987083E-1,3.149899750E0,4.246818695E0,7.619006195E0
6.047367083E-1,1.751058655E0,5.451812897E0,6.015690308E0
6.246737083E-1,6.521937561E-1,5.584586792E0,5.311255188E0
6.446117084E-1,9.128018188E-1,4.806055756E0,6.509962463E0
6.645497084E-1,1.615440674E0,5.219795380E0,7.528294830E0
6.844867084E-1,2.712209930E0,7.087311859E0,3.704496460E0
7.044247084E-1,2.388283539E0,7.952512665E0,1.744472351E0
7.243627084E-1,1.393452301E0,7.432044983E0,3.717818756E0
7.442997084E-1,4.550537109E-1,8.478668518E0,5.907764740E0
7.642377083E-1,1.417701874E0,9.596244507E0,7.889942780E0
7.841757083E-1,3.501219177E0,1.050874695E1,8.500972137E0
8.041127083E-1,5.756579132E0,1.137424713E1,1.044123734E1
8.240507083E-1,7.461084595E0,1.012404694E1,9.011859741E0
8.439887083E-1,6.344406738E0,9.678124237E0,6.365662537E0
8.639257083E-1,3.431314545E0,9.681567078E0,3.170706482E0
8.838637084E-1,4.123924255E-1,1.078866486E1,2.808160400E-1
9.038017084E-1,-1.816622314E0,1.078073135E1,-1.962269440E0
9.237387084E-1,-1.112636261E0,9.916428680E0,-2.812950439E0
9.436767084E-1,9.523196411E-1,9.424401855E0,-1.123114471E0
9.636147084E-1,2.093396759E0,8.579109650E0,-1.175655212E0
9.835517084E-1,2.186203766E0,8.400680695E0,-1.383722534E0
1.003489708E0,3.107837219E0,7.761958923E0,-1.012943573E0
1.023427708E0,2.583777008E0,6.699767761E0,9.419911194E-1
1.043364708E0,1.221160583E0,6.054309998E0,-8.470884705E-1
1.063302708E0,3.558699646E0,7.210056610E0,-5.878874817E0
1.083240708E0,6.630012817E0,8.104895782E0,-2.431393890E0
1.103177708E0,1.188723038E1,1.171583679E1,-9.996212769E-1
1.123115708E0,8.451574860E0,1.218541031E1,-3.664978638E0
1.143053958E0,5.748795319E0,8.764274597E0,-2.020498352E0
1.162990958E0,5.947581940E0,6.635102234E0,-3.685336304E-1
1.182928958E0,5.818849640E0,5.971681824E0,7.065307617E-1
1.202866958E0,8.033793640E0,6.267616425E0,2.095642090E-2
1.222804958E0,5.730982361E0,8.113877106E0,-3.608695679E0
1.242741958E0,8.169411621E0,8.985963593E0,1.279988251E0
1.262679958E0,1.381312546E1,6.035149841E0,1.146615601E-1
1.282617958E0,1.026819717E1,7.812404022E0,1.364562378E0
1.302554958E0,5.489833832E0,6.404581604E0,-1.015637970E0
1.322492958E0,8.341853027E0,5.061873779E0,-1.578617249E0
1.342430958E0,8.273445282E0,4.681664429E0,-2.940634918E0
1.362367958E0,1.055904236E1,4.826114044E0,-3.388802948E0
1.382305958E0,1.017673737E1,3.275638275E0,1.991458740E0
1.402243958E0,8.737480316E0,3.713926849E0,1.336570587E0
1.422180958E0,9.082063751E0,4.497247925E0,9.038204956E-1
1.442118958E0,1.115345627E1,4.475393372E0,8.472381592E-2
1.462056958E0,8.440647583E0,2.585872650E0,3.869453430E-1
1.481994958E0,5.406756592E0,2.445614319E0,5.695655823E-1
1.501931958E0,7.039710846E0,3.114722900E0,5.816903687E-1
1.521869958E0,1.198871933E1,2.543959808E0,-1.143621826E0
1.541807958E0,9.956844635E0,1.595831451E0,-1.316661987E0
1.561744958E0,7.782915344E0,1.850901031E0,-6.511459351E-1
1.581682958E0,8.201594696E0,1.942809906E0,-4.942721558E-1
1.601620958E0,8.085885315E0,2.072140961E0,-1.201701050E0
1.621558958E0,8.182584229E0,2.611768799E0,-1.540596313E0
1.641495958E0,3.017724609E0,1.819466400E0,-2.234702911E0
1.661433958E0,5.341492310E0,1.543290710E0,-6.621630249E0
1.681371958E0,1.568692886E1,3.968397675E0,-4.829856262E0
1.701308958E0,2.163211578E1,5.400020599E0,-3.512445831E0
1.721246958E0,1.608180771E1,3.557502136E0,-2.822530518E0
1.741184958E0,1.416579208E1,3.364703064E0,-2.895877991E0
1.761122958E0,1.511945892E1,2.940784607E0,-6.370751953E-1
1.781059958E0,1.502276001E1,2.583627319E0,7.538323975E-1
1.800997958E0,1.234512817E1,1.663640442E0,2.046693878E0
1.820935958E0,9.743687897E0,1.236279144E0,2.102228394E0
1.840872958E0,8.893755341E0,6.336323547E-1,2.420017548E0
1.860810958E0,8.770860901E0,-1.516346741E-1,3.518882446E0
1.880748958E0,8.265511780E0,-1.037642212E0,5.304369507E0
1.900686958E0,7.666307831E0,-1.235381012E0,6.715185699E0
1.920623958E0,6.524781647E0,-1.081650696E0,6.869664459E0
1.940561958E0,5.973029022E0,5.324427795E-1,5.364694061E0
1.960499958E0,6.305936737E0,9.524693298E-1,3.129542084E0
1.980437958E0,5.893244934E0,1.387913818E0,1.986668701E0
2.000374958E0,5.997278595E0,1.661993866E0,1.361568604E0
2.020312958E0,6.078110504E0,1.594184875E0,1.118174744E0
2.040250958E0,6.325096893E0,1.798509979E0,9.716294861E-1
2.060187958E0,6.989116058E0,1.928439789E0,1.240919495E0
2.080125958E0,6.792275391E0,2.647843781E0,1.959575043E0
2.100063958E0,6.129753113E0,2.783461761E0,3.098406830E0
2.120001958E0,7.511380005E0,3.438349915E0,2.231559448E0
2.139939083E0,8.195158081E0,3.730991364E0,1.739382935E0
2.159877083E0,9.174421692E0,3.167113953E0,1.709145813E0
2.179815083E0,1.068268524E1,3.313958588E0,2.133663025E0
2.199753083E0,1.311303131E1,4.313879242E0,1.323847046E0
2.219690083E0,1.350282074E1,4.856949921E0,-2.302212524E-1
2.239628083E0,1.312740143E1,5.797444153E0,-3.636388092E0
2.259566083E0,1.259870087E1,6.213578796E0,-3.898193665E0
2.279504083E0,1.183289337E1,4.606071625E0,-4.960684204E-1
2.299441083E0,1.167287613E1,3.195105743E0,4.054319000E0
2.319379083E0,9.439221039E0,1.958078156E0,3.675606537E0
2.339317083E0,8.086334381E0,1.139131165E0,2.974314880E0
2.359255083E0,8.624615021E0,2.697390747E-1,3.047961731E0
2.379192083E0,8.797655182E0,-5.388793945E-3,3.588338013E0
2.399130083E0,8.178093567E0,-1.173559570E-1,5.421426086E0
2.419068083E0,8.197253723E0,2.888992310E-2,6.301446075E0
2.439006083E0,7.507039032E0,1.869612122E-1,6.657854919E0
2.458943083E0,7.654781799E0,3.632945251E-1,4.719984741E0
2.478881083E0,6.684948578E0,6.113287354E-1,2.000739441E0
2.498819083E0,5.603148193E0,1.255888367E0,1.334474945E0
2.518757083E0,6.031856689E0,1.690584412E0,1.860032043E0
2.538694083E0,7.298073578E0,1.589245148E0,1.763033752E0
2.558632083E0,7.241341553E0,1.203796692E0,8.629554749E-1
2.578570083E0,6.924001465E0,9.015751648E-1,6.295907593E-1
2.598508083E0,8.607400818E0,1.299747162E0,2.045047302E0
2.618445083E0,9.736053772E0,2.200124817E0,2.193388824E0
2.638383083E0,1.054197784E1,3.040028229E0,1.332379303E0
2.658321083E0,1.158036850E1,3.623215485E0,1.476230164E0
2.678259083E0,1.291394531E1,4.404440918E0,2.465971985E0
2.698196083E0,1.363095428E1,5.116061096E0,3.029550018E0
2.718134083E0,1.355042175E1,5.583389282E0,3.349734192E0
2.738072083E0,1.318428314E1,6.109694824E0,3.223396912E0
2.758010083E0,1.249990631E1,5.913303223E0,3.972439270E0
2.777947083E0,1.120539825E1,3.176394653E0,3.862867126E0
2.797885083E0,1.088027435E1,9.993218994E-1,2.577041016E0
2.817823083E0,1.086066513E1,-2.196083221E0,2.944826202E0
2.837761083E0,1.093161758E1,-3.989503784E0,5.361700287E0
2.857699083E0,9.123078461E0,-5.038372650E0,6.635401611E0
2.877636083E0,5.231022034E0,-1.304237823E0,5.815406799E0
2.897574083E0,4.840035095E0,2.944377136E-1,4.738995209E0
2.917512083E0,6.025120697E0,-3.972738647E-1,3.534001007E0
2.937450083E0,6.762936401E0,-2.222278748E0,2.913391571E0
2.957387083E0,6.221362610E0,-2.064357147E0,2.594554596E0
2.977325083E0,4.934937744E0,1.370998993E0,3.101400604E0
2.997263083E0,4.945565643E0,3.238814850E0,3.505111084E0
3.017201083E0,5.217100983E0,4.495152283E0,3.280727692E0
3.037138083E0,6.345604248E0,4.926255798E0,2.059866486E0
3.057076083E0,9.678872681E0,4.213138733E0,7.530839539E-1
3.077014083E0,1.174278076E1,4.387675781E0,3.062631226E-1
3.096952083E0,1.190668991E1,4.424349518E0,1.640588379E-1
3.116890083E0,1.106888214E1,4.105512543E0,5.430706787E-1
3.136826833E0,1.062071411E1,3.982318726E0,1.495390320E-1
3.156764833E0,9.758058014E0,3.514391785E0,-7.599696350E-1
3.176702833E0,9.545949097E0,3.537294159E0,-1.652862854E0
3.196640833E0,8.997938690E0,2.658920746E0,-1.389261017E0
3.216578833E0,9.638157349E0,2.711910553E0,2.975811768E-1
3.236515833E0,9.642797699E0,2.211800537E0,2.365381165E0
3.256453833E0,8.928632812E0,1.195264435E0,3.082689514E0
3.276391833E0,9.499695282E0,4.593946838E-1,5.026696930E0
3.296329833E0,1.048105453E1,-1.329235840E-1,9.665999451E0
3.316266833E0,7.914342041E0,1.577270050E0,1.094209579E1
3.336204833E0,5.963149567E0,2.269281006E0,9.423653412E0
3.356142833E0,5.731281738E0,1.976489868E0,9.823921051E0
3.376080833E0,5.904920654E0,1.882036285E0,7.844886475E0
3.396018833E0,5.004093933E0,2.090253296E0,6.273454285E0
3.415955833E0,4.417463837E0,1.713935852E0,5.810018005E0
3.435893833E0,4.343816986E0,1.267564087E0,5.298681335E0
3.455831833E0,4.263284454E0,1.146166534E0,4.660558319E0
3.475769833E0,4.450395355E0,1.279389496E0,4.276606750E0
3.495707833E0,5.110971680E0,1.319655762E0,4.349954224E0
3.515644833E0,5.472020874E0,1.587748260E0,4.853956146E0
3.535582833E0,5.997128906E0,1.855391693E0,5.076692963E0
3.555520833E0,7.235952759E0,2.479593658E0,5.252427521E0
3.575458833E0,8.715476074E0,3.304228821E0,5.217999115E0
3.595396833E0,1.030531998E1,4.382286987E0,5.350323944E0
3.615333833E0,1.163874710E1,4.857698364E0,5.852679291E0
3.635271833E0,1.172182434E1,5.517376556E0,7.332651672E0
3.655209833E0,1.051548294E1,5.940546570E0,8.930578766E0
3.675147833E0,7.548053741E0,5.807772675E0,1.024245071E1
