"Time (s)","X (hPa)"
-5.583749167E-1,1.017769089E3
4.475240833E-1,1.017774658E3
1.453434083E0,1.017780228E3
2.459369083E0,1.017780228E3
3.465285083E0,1.017779388E3
3.816263083E0,1.017779388E3
4.889268083E0,1.017773361E3
5.962229083E0,1.017768631E3
7.035170083E0,1.017765961E3
8.108145083E0,1.017765350E3
9.181153083E0,1.017765350E3
1.025408608E1,1.017764893E3
1.132707808E1,1.017764893E3
1.240003408E1,1.017764893E3
1.347301508E1,1.017760315E3
1.454610508E1,1.017747269E3
1.561912508E1,1.017739487E3
1.669209808E1,1.017732086E3
1.776505808E1,1.017725830E3
1.883801808E1,1.017723541E3
1.991094408E1,1.017715836E3
2.098388208E1,1.017713318E3
2.205685908E1,1.017711258E3
2.312981008E1,1.017709427E3
2.420279008E1,1.017704315E3
2.527578008E1,1.017696304E3
2.634879208E1,1.017686386E3
2.742180708E1,1.017680969E3
2.849479508E1,1.017671432E3
2.956779308E1,1.017667236E3
3.064082908E1,1.017655716E3
3.171381308E1,1.017649307E3
3.278680308E1,1.017640381E3
3.385977308E1,1.017635269E3
3.493281308E1,1.017628098E3
3.600580808E1,1.017625198E3
3.707875508E1,1.017616577E3
3.815175508E1,1.017611694E3
3.922481608E1,1.017606812E3
4.029789808E1,1.017602692E3
4.137092208E1,1.017599335E3
4.244394708E1,1.017595444E3
4.351691808E1,1.017589111E3
4.458985808E1,1.017584915E3
4.566279708E1,1.017581177E3
4.673574408E1,1.017574463E3
4.780871008E1,1.017572327E3
4.888163608E1,1.017571945E3
4.995456108E1,1.017571716E3
5.102754108E1,1.017571945E3
5.210048308E1,1.017572174E3
5.317346308E1,1.017574158E3
5.424642208E1,1.017574463E3
5.531939208E1,1.017574463E3
5.639238208E1,1.017574463E3
5.746533608E1,1.017573624E3
5.853831308E1,1.017573318E3
5.961129008E1,1.017568359E3
6.068426008E1,1.017565613E3
6.175724308E1,1.017565155E3
6.283027208E1,1.017562790E3
6.390329308E1,1.017557220E3
6.497630608E1,1.017554398E3
6.604926208E1,1.017551270E3
6.712220708E1,1.017547913E3
6.819511808E1,1.017547913E3
6.926808208E1,1.017549744E3
7.034109708E1,1.017551270E3
7.141410008E1,1.017554016E3
7.248706808E1,1.017555695E3
7.355999508E1,1.017556534E3
7.463289208E1,1.017556534E3
7.570584908E1,1.017555695E3
7.677880208E1,1.017554474E3
7.785174208E1,1.017553864E3
7.892471408E1,1.017553864E3
7.999771708E1,1.017551651E3
8.107072708E1,1.017550049E3
8.214368508E1,1.017550049E3
8.321673708E1,1.017550049E3
8.428984208E1,1.017550812E3
8.536292208E1,1.017550049E3
8.643595608E1,1.017547150E3
8.750894008E1,1.017544785E3
8.858193308E1,1.017540970E3
8.965484908E1,1.017536926E3
9.072778108E1,1.017530823E3
9.180073408E1,1.017526627E3
9.287367308E1,1.017523117E3
9.394665008E1,1.017517395E3
9.501960608E1,1.017516785E3
9.609255608E1,1.017517395E3
9.716553508E1,1.017515945E3
9.823853108E1,1.017517624E3
9.931146608E1,1.017515945E3
1.003844391E2,1.017518997E3
1.014574591E2,1.017518616E3
1.025304721E2,1.017518616E3
1.036034491E2,1.017515106E3
1.046764081E2,1.017510834E3
1.057493441E2,1.017510223E3
1.068222971E2,1.017505569E3
1.078952551E2,1.017504501E3
1.089682191E2,1.017501984E3
1.100411821E2,1.017501831E3
1.111141801E2,1.017500381E3
1.121871651E2,1.017498245E3
1.132601491E2,1.017494888E3
1.143331231E2,1.017490692E3
1.154061551E2,1.017485657E3
1.164791721E2,1.017484055E3
1.175521991E2,1.017476578E3
1.186252071E2,1.017471466E3
1.196982481E2,1.017467117E3
1.207713011E2,1.017464752E3
1.218442731E2,1.017457809E3
1.229172671E2,1.017451859E3
1.239902341E2,1.017442703E3
1.250631801E2,1.017437210E3
1.261361041E2,1.017429657E3
1.272090651E2,1.017423859E3
1.282819901E2,1.017412186E3
1.293549351E2,1.017408981E3
1.304279041E2,1.017401962E3
1.315008511E2,1.017396545E3
1.325738101E2,1.017390900E3
1.336467491E2,1.017387085E3
1.347196861E2,1.017379303E3
1.357926191E2,1.017373352E3
1.368655121E2,1.017367554E3
1.379384131E2,1.017366409E3
1.390112581E2,1.017354889E3
1.400841941E2,1.017350922E3
1.411570901E2,1.017346649E3
1.422300001E2,1.017340775E3
1.433029891E2,1.017333603E3
1.443759841E2,1.017324066E3
1.454489851E2,1.017312698E3
1.465219731E2,1.017304382E3
1.475948981E2,1.017296600E3
1.486678381E2,1.017288971E3
1.497407201E2,1.017282410E3
1.508136131E2,1.017273331E3
1.518866061E2,1.017268372E3
1.529595501E2,1.017261581E3
1.540325241E2,1.017255020E3
1.551054761E2,1.017254486E3
1.561784231E2,1.017248917E3
1.572513761E2,1.017241287E3
1.583243041E2,1.017229538E3
1.593972211E2,1.017217789E3
1.604701531E2,1.017210846E3
