"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.259791665E-3,-5.346731415E0,2.544408875E0,5.712720337E0
2.119466674E-2,-5.248685303E0,2.052681427E0,4.673132172E0
4.112966673E-2,-5.913752289E0,1.999242554E0,4.780758362E0
6.106466672E-2,-5.924978943E0,2.109413452E0,6.754404144E0
8.099966671E-2,-5.312153320E0,2.037413177E0,8.236621857E0
1.009346667E-1,-5.431754608E0,2.333946533E0,8.294252014E0
1.208696667E-1,-5.407055969E0,2.831511841E0,7.730374603E0
1.408046667E-1,-5.149591370E0,3.303181000E0,7.247029724E0
1.607396667E-1,-5.382656708E0,3.348386993E0,7.564669189E0
1.806746667E-1,-4.870870972E0,3.010988617E0,7.932454376E0
2.006096668E-1,-4.432732086E0,3.091072083E0,8.011639709E0
2.205446668E-1,-3.695814514E0,3.032244415E0,8.996441803E0
2.404806667E-1,-4.437222748E0,2.461481323E0,1.098730179E1
2.604156667E-1,-4.749922485E0,1.841171265E0,1.131916168E1
2.803506667E-1,-2.882406006E0,1.420995026E0,1.076621155E1
3.002856667E-1,-1.712738342E0,1.573527832E0,1.024754013E1
3.202206667E-1,-2.058070221E0,1.452130280E0,1.011296997E1
3.401556667E-1,-2.978955231E0,1.324745178E-1,9.651180267E0
3.600906667E-1,-3.729793854E0,3.640429688E-1,9.472751312E0
3.800256667E-1,-2.900069275E0,2.415975952E-1,8.797505493E0
3.999606667E-1,-2.790497131E0,6.985972595E-1,8.639284515E0
4.198956667E-1,-2.469564514E0,9.903405762E-1,8.898994446E0
4.398306668E-1,-2.537822571E0,1.376238098E0,9.295370178E0
4.597666668E-1,-2.362686768E0,1.546284485E0,8.941056976E0
4.797016667E-1,-2.416125641E0,1.656156006E0,8.758586426E0
4.996366667E-1,-2.437680817E0,1.704505463E0,8.973389740E0
5.195716667E-1,-1.810185699E0,1.774709473E0,9.527687073E0
5.395066667E-1,-1.074765015E0,1.532962189E0,9.069639587E0
5.594416667E-1,-5.984555054E-1,1.620530090E0,9.282496948E0
5.793766667E-1,-1.968406677E-1,1.397344208E0,9.476643219E0
5.993116667E-1,4.659809875E-1,3.815565491E-1,8.106991425E0
6.192466667E-1,9.948312378E-1,-4.911286926E-1,8.217761078E0
6.391816667E-1,-1.672023010E0,6.602769470E-1,9.089997253E0
6.591166666E-1,-1.827848969E0,-8.831634521E-2,1.053299652E1
6.790516668E-1,-1.989961853E0,-2.016307068E-1,1.077204941E1
6.989876668E-1,-3.234773254E0,9.144483948E-1,1.100646194E1
7.189226667E-1,-2.622546387E0,1.042581940E0,1.021505768E1
7.388576667E-1,-1.799108734E0,1.697021027E0,9.952204285E0
7.587926667E-1,-1.728904724E0,2.262395325E0,9.979148254E0
7.787276667E-1,-2.130070496E0,2.477797394E0,9.678273926E0
7.986626667E-1,-1.914219360E0,2.369572449E0,9.308842163E0
8.185976667E-1,-1.733844452E0,1.956132202E0,8.645272064E0
8.385326667E-1,-1.812281342E0,1.679357758E0,8.743916931E0
8.584676667E-1,-1.710493011E0,1.387165375E0,9.500593414E0
8.784026667E-1,-1.509011993E0,1.308279419E0,9.666448517E0
8.983376668E-1,-1.149609375E0,1.162482605E0,9.289232941E0
9.182726667E-1,-8.741821289E-1,9.895921326E-1,8.875792694E0
9.382076667E-1,-8.108638000E-1,8.255332947E-1,8.690478058E0
9.581426667E-1,-4.799020386E-1,6.233038330E-1,8.653954010E0
9.780786667E-1,4.767585754E-1,5.902226257E-1,9.009614410E0
9.980136667E-1,4.930746460E-1,6.096821594E-1,9.672136688E0
1.017948292E0,-1.284329224E-1,5.011578369E-1,9.989327087E0
1.037883292E0,7.529342651E-2,2.296224976E-1,9.903106384E0
1.057818292E0,7.244934082E-1,3.827540588E-1,9.661508789E0
1.077753292E0,1.061143341E0,9.249266052E-1,9.519154816E0
1.097688292E0,1.262025604E0,1.096469879E0,9.271419983E0
1.117623292E0,1.469045105E0,1.053958282E0,9.091194763E0
1.137558292E0,1.767075348E0,1.333726501E0,8.714727631E0
1.157493292E0,2.129322052E0,1.935175781E0,8.425079956E0
1.177428292E0,2.220332794E0,2.391277313E0,8.339008942E0
1.197363292E0,1.963167572E0,2.637215881E0,8.613538055E0
1.217298292E0,1.405876465E0,2.592458954E0,8.740773468E0
1.237234292E0,4.700225830E-1,2.224224701E0,8.852890320E0
1.257169292E0,-8.397537231E-2,2.340083771E0,9.119635620E0
1.277104292E0,-6.506968689E-1,3.138972473E0,8.801996155E0
1.297039292E0,8.113128662E-2,3.496429138E0,8.194110260E0
1.316974292E0,1.311273193E0,2.420167236E0,8.938961334E0
1.336909292E0,1.222956848E0,1.580413513E0,1.166928360E1
1.356844292E0,8.460406494E-1,2.880010986E-1,1.448882034E1
1.376779292E0,2.194436646E-1,-5.562432861E-1,1.506257721E1
1.396714292E0,-1.305285645E-1,-1.221010895E0,1.450199295E1
1.416649292E0,-4.502636719E-1,-1.294058990E0,1.287667282E1
1.436584292E0,-1.081351318E0,-6.215075684E-1,1.165446442E1
1.456519292E0,-3.594026184E-1,-6.797364807E-1,1.101379669E1
1.476454292E0,6.038442993E-1,-5.069956970E-1,1.034872971E1
1.496389292E0,1.073567505E0,-3.201841736E-1,9.406139832E0
1.516324292E0,6.044430542E-1,3.293151855E-1,8.348439331E0
1.536260292E0,6.855743408E-2,7.723937988E-1,7.317233734E0
1.556195292E0,-1.625619507E-1,1.172511749E0,6.318959656E0
1.576130292E0,-4.523593140E-1,1.513951721E0,5.626649323E0
1.596065292E0,-9.614506531E-1,1.907034302E0,5.502707062E0
1.616000292E0,-1.516197052E0,2.047891388E0,6.029311981E0
1.635935292E0,-1.854343872E0,1.799857178E0,6.972350922E0
1.655870292E0,-2.248474274E0,1.568588104E0,8.486602020E0
1.675805292E0,-2.648292847E0,1.007255402E0,9.968220978E0
1.695740292E0,-3.090024261E0,1.068029022E0,1.138038437E1
1.715675292E0,-3.559448090E0,1.764231262E0,1.263417709E1
1.735610292E0,-3.888613586E0,2.183209991E0,1.378184052E1
1.755545292E0,-4.544100494E0,2.018103333E0,1.419782547E1
1.775480292E0,-5.059778137E0,1.187330933E0,1.428763870E1
1.795415292E0,-4.280798035E0,1.210682373E0,1.455064178E1
1.815350292E0,-3.059637451E0,5.755531311E-1,1.476439728E1
1.835286292E0,-3.150498505E0,-2.960842896E-1,1.407777512E1
1.855221292E0,-3.897445221E0,-6.644682312E-1,1.187300995E1
1.875156292E0,-4.080963593E0,-5.610333252E-1,9.981842651E0
1.895091292E0,-3.646117859E0,-7.634124756E-3,8.260572052E0
1.915026292E0,-2.737956390E0,1.127156067E-1,8.136480103E0
1.934961292E0,-1.996398468E0,3.832031250E-2,9.025631104E0
1.954896292E0,-1.636097717E0,1.862127686E-1,9.360784149E0
1.974831292E0,-5.632786560E-1,-1.505868530E-1,8.666677551E0
1.994766292E0,4.614903259E-1,-1.028660889E0,7.717651062E0
2.014701583E0,1.252744904E0,-1.607357483E0,7.300468597E0
2.034636583E0,9.523196411E-1,-5.867797852E-1,7.590415649E0
2.054571583E0,5.423222351E-1,-9.969268799E-2,7.980354767E0
2.074506583E0,1.113384705E0,-1.793270874E-1,7.778274994E0
