"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.617766673E-2,1.662335205E1,-3.605313873E1,-1.316483307E1
4.611266672E-2,1.643968201E1,-3.595407104E1,-1.399019623E1
6.604866672E-2,1.574591064E1,-3.608435822E1,-1.486458206E1
8.598366671E-2,1.504924011E1,-3.607950592E1,-1.547522354E1
1.059186667E-1,1.424526978E1,-3.603759003E1,-1.590863419E1
1.258536667E-1,1.355647278E1,-3.631894684E1,-1.657361603E1
1.457886667E-1,1.274215698E1,-3.634707642E1,-1.702636337E1
1.657236667E-1,1.200297546E1,-3.655949020E1,-1.735800552E1
1.856586667E-1,1.115074158E1,-3.656787872E1,-1.762492752E1
2.055936668E-1,1.021701050E1,-3.655947113E1,-1.799115753E1
2.255286667E-1,9.856185913E0,-3.657304764E1,-1.912968445E1
2.454636667E-1,9.608261108E0,-3.629685974E1,-1.941833496E1
2.653986667E-1,9.315307617E0,-3.619956207E1,-1.993433380E1
2.853336667E-1,9.315902710E0,-3.631037140E1,-1.956446457E1
3.052696667E-1,9.377182007E0,-3.611452484E1,-1.957690430E1
3.252046667E-1,1.000312805E1,-3.569095612E1,-1.981330872E1
3.451396667E-1,1.068496704E1,-3.513328552E1,-2.042741013E1
3.650746667E-1,1.103051758E1,-3.493273926E1,-2.093535995E1
3.850096667E-1,1.131027222E1,-3.412955093E1,-2.194318771E1
4.049446667E-1,1.142266846E1,-3.343608475E1,-2.278993988E1
4.248796667E-1,1.116380310E1,-3.293203354E1,-2.414988327E1
4.448146668E-1,1.071279907E1,-3.238572693E1,-2.474101257E1
4.647496667E-1,1.028593445E1,-3.186315536E1,-2.575197220E1
4.846846667E-1,9.788467407E0,-3.157061577E1,-2.668989563E1
5.046196667E-1,9.125686646E0,-3.110307693E1,-2.736123276E1
5.245546667E-1,8.153396606E0,-3.119329262E1,-2.777544022E1
5.444906667E-1,6.975601196E0,-3.140868378E1,-2.772799683E1
5.644256667E-1,5.847625732E0,-3.185275269E1,-2.766513824E1
5.843606667E-1,4.999221802E0,-3.220376968E1,-2.752335739E1
6.042956667E-1,4.205764771E0,-3.231756592E1,-2.714526367E1
6.242306667E-1,3.553848267E0,-3.241539383E1,-2.718112946E1
6.441656667E-1,2.809051514E0,-3.260298157E1,-2.718398666E1
6.641006666E-1,2.307846069E0,-3.277005768E1,-2.658749008E1
6.840356668E-1,2.191818237E0,-3.301260757E1,-2.595156097E1
7.039706667E-1,2.372924805E0,-3.369119644E1,-2.499096298E1
7.239056667E-1,2.271881104E0,-3.449306870E1,-2.372606277E1
7.438406667E-1,2.134826660E0,-3.500755310E1,-2.283350754E1
7.637756667E-1,1.752197266E0,-3.609396362E1,-2.113190079E1
7.837116667E-1,1.053070068E0,-3.648775482E1,-1.964586639E1
8.036466667E-1,3.306732178E-1,-3.706872940E1,-1.840050888E1
8.235816667E-1,-2.655181885E-1,-3.747670746E1,-1.807875443E1
8.435166667E-1,-7.313537598E-1,-3.743276215E1,-1.772937012E1
8.634516667E-1,-1.591003418E0,-3.721723175E1,-1.839599228E1
8.833866667E-1,-2.226089478E0,-3.679005814E1,-1.937065506E1
9.033216668E-1,-2.904785156E0,-3.631708527E1,-2.000017166E1
9.232566667E-1,-3.474685669E0,-3.579886246E1,-2.052173996E1
9.431916667E-1,-4.063842773E0,-3.541839981E1,-2.157997131E1
9.631266667E-1,-4.661804199E0,-3.473528290E1,-2.223481750E1
9.830616667E-1,-5.057334900E0,-3.410771179E1,-2.326348495E1
1.002996667E0,-5.142646790E0,-3.348312378E1,-2.377682495E1
1.022932292E0,-5.291572571E0,-3.319368362E1,-2.429231262E1
1.042867292E0,-5.633850098E0,-3.301541138E1,-2.448346710E1
1.062802292E0,-6.230583191E0,-3.319598389E1,-2.419030762E1
1.082737292E0,-6.881286621E0,-3.339131546E1,-2.315397644E1
1.102672292E0,-7.586647034E0,-3.359569550E1,-2.252298737E1
1.122607292E0,-8.289688110E0,-3.387434006E1,-2.158110046E1
1.142542292E0,-8.988014221E0,-3.394021988E1,-2.099310684E1
1.162477292E0,-9.275428772E0,-3.396230316E1,-2.050046158E1
1.182412292E0,-9.741218567E0,-3.402014160E1,-2.021160126E1
1.202347292E0,-1.006431580E1,-3.418769455E1,-1.994105530E1
1.222282292E0,-1.001752472E1,-3.422512436E1,-1.977902603E1
1.242217292E0,-1.000877380E1,-3.440487671E1,-1.928773117E1
1.262152292E0,-9.977874756E0,-3.458979797E1,-1.859732056E1
1.282087292E0,-1.002237701E1,-3.459444427E1,-1.804538727E1
1.302023292E0,-1.015622711E1,-3.449309158E1,-1.828976822E1
1.321958292E0,-9.742500305E0,-3.410956192E1,-1.884620667E1
1.341893292E0,-9.257461548E0,-3.337921143E1,-2.033081818E1
1.361828292E0,-8.474739075E0,-3.271732330E1,-2.158085632E1
1.381763292E0,-7.552345276E0,-3.191233444E1,-2.293790054E1
1.401698292E0,-6.868431091E0,-3.149777603E1,-2.367523956E1
1.421633292E0,-6.274978638E0,-3.093481636E1,-2.400400162E1
1.441568292E0,-5.869476318E0,-3.068315506E1,-2.448423767E1
1.461503292E0,-5.720954895E0,-3.048698044E1,-2.457496643E1
1.481438292E0,-5.502922058E0,-3.037848663E1,-2.416140366E1
1.501373292E0,-5.094978333E0,-3.053652191E1,-2.383592224E1
1.521308292E0,-4.703208923E0,-3.079308128E1,-2.374766159E1
1.541243292E0,-4.373489380E0,-3.088402939E1,-2.348402786E1
1.561178292E0,-3.657821655E0,-3.116276741E1,-2.290962219E1
1.581113292E0,-2.944747925E0,-3.117026329E1,-2.241550827E1
1.601049292E0,-2.267578125E0,-3.133747101E1,-2.188119888E1
1.620984292E0,-1.436035156E0,-3.137447357E1,-2.185248184E1
1.640919292E0,-7.287139893E-1,-3.119522095E1,-2.188712311E1
1.660854292E0,-3.489685059E-2,-3.070998764E1,-2.249725723E1
1.680789292E0,5.685119629E-1,-3.019877243E1,-2.286155319E1
1.700724292E0,1.007919312E0,-2.955734062E1,-2.327626419E1
1.720659292E0,1.476776123E0,-2.879927826E1,-2.388470459E1
1.740594292E0,1.716384888E0,-2.843651390E1,-2.409597015E1
1.760529292E0,1.672515869E0,-2.786566162E1,-2.437784576E1
1.780464292E0,1.353820801E0,-2.783930397E1,-2.430762863E1
1.800399292E0,5.709686279E-1,-2.791102791E1,-2.415221405E1
1.820334292E0,-2.223205566E-1,-2.795101357E1,-2.369606018E1
1.840269292E0,-1.370788574E0,-2.816297913E1,-2.285752869E1
1.860204292E0,-2.524612427E0,-2.862514114E1,-2.203461838E1
1.880139292E0,-3.961120605E0,-2.890436172E1,-2.122243118E1
1.900075292E0,-5.530906677E0,-2.896156693E1,-2.027018738E1
1.920010292E0,-7.185844421E0,-2.881040001E1,-1.990422440E1
1.939945292E0,-8.070068359E0,-2.896707535E1,-1.971266174E1
1.959880292E0,-9.649131775E0,-2.858880615E1,-1.925366592E1
1.979815292E0,-1.135100555E1,-2.815589142E1,-1.939356613E1
1.999750292E0,-1.270548248E1,-2.736997795E1,-1.938169098E1
2.019685583E0,-1.334688568E1,-2.645972443E1,-1.993315506E1
2.039620583E0,-1.366934204E1,-2.570420456E1,-2.100886154E1
2.059555583E0,-1.382179260E1,-2.495996094E1,-2.170819092E1
2.079490583E0,-1.393215942E1,-2.481211853E1,-2.190846252E1
2.099425583E0,-1.417650604E1,-2.464199448E1,-2.180581665E1
2.119360583E0,-1.459561920E1,-2.460201836E1,-2.156342697E1
2.139295583E0,-1.476109314E1,-2.462431145E1,-2.131000137E1
2.159230583E0,-1.447927856E1,-2.486344719E1,-2.120517731E1
2.179165583E0,-1.406502533E1,-2.500923920E1,-2.088825226E1
2.199100583E0,-1.351205444E1,-2.526032448E1,-2.116050720E1
2.219036583E0,-1.276450348E1,-2.503739357E1,-2.133576584E1
2.238971583E0,-1.219031525E1,-2.490448189E1,-2.153743362E1
2.258906583E0,-1.159614563E1,-2.458019447E1,-2.229076385E1
2.278841583E0,-1.120861053E1,-2.408419418E1,-2.293206406E1
2.298776583E0,-1.065946198E1,-2.333732986E1,-2.396911240E1
2.318711583E0,-9.928207397E0,-2.215005302E1,-2.538021088E1
2.338646583E0,-9.691841125E0,-2.168763351E1,-2.595602036E1
2.358581583E0,-9.496734619E0,-2.092466164E1,-2.639289093E1
2.378516583E0,-9.549148560E0,-2.043936729E1,-2.671428299E1
2.398451583E0,-9.507591248E0,-2.030152512E1,-2.682285690E1
2.418386583E0,-9.667922974E0,-2.032358932E1,-2.679595947E1
2.438321583E0,-9.746505737E0,-2.022669601E1,-2.677653885E1
2.458256583E0,-9.686820984E0,-2.023495293E1,-2.691050339E1
2.478191583E0,-9.508323669E0,-2.014918900E1,-2.715505600E1
2.498126583E0,-9.019020081E0,-2.037327385E1,-2.731008148E1
2.518061583E0,-8.348648071E0,-2.053600121E1,-2.731789398E1
2.537996583E0,-7.605308533E0,-2.078977203E1,-2.738127899E1
2.557932583E0,-6.834098816E0,-2.092267799E1,-2.762090683E1
2.577867583E0,-5.816535950E0,-2.102626228E1,-2.797104263E1
2.597802583E0,-5.245086670E0,-2.088944817E1,-2.815704346E1
2.617737583E0,-4.577758789E0,-2.060212517E1,-2.859108353E1
2.637672583E0,-4.342063904E0,-2.009753418E1,-2.899792099E1
2.657607583E0,-4.114128113E0,-1.971613312E1,-2.944721222E1
2.677542583E0,-3.920989990E0,-1.932244301E1,-2.996336365E1
2.697477583E0,-4.053359985E0,-1.899192238E1,-3.059471130E1
2.717412583E0,-4.262367249E0,-1.873010826E1,-3.053142548E1
2.737347583E0,-4.697715759E0,-1.880922508E1,-3.057717133E1
2.757282583E0,-5.046791077E0,-1.885145569E1,-3.082921600E1
2.777217583E0,-5.644332886E0,-1.883631516E1,-3.103945541E1
2.797152583E0,-6.257225037E0,-1.835404205E1,-3.123894501E1
2.817087583E0,-7.013168335E0,-1.776109123E1,-3.170196152E1
2.837022583E0,-7.433891296E0,-1.773236084E1,-3.177283096E1
2.856957583E0,-7.778671265E0,-1.837024689E1,-3.163315201E1
2.876892583E0,-8.318481445E0,-1.923443222E1,-3.111862564E1
2.896827583E0,-8.556571960E0,-2.041129112E1,-3.021849060E1
2.916762583E0,-9.542274475E0,-2.111532021E1,-3.013516235E1
2.936698583E0,-1.036273956E1,-2.130120087E1,-2.972571182E1
2.956633583E0,-1.116075134E1,-2.181116295E1,-2.959840012E1
2.976568583E0,-1.186714172E1,-2.189570236E1,-2.934837723E1
2.996503583E0,-1.236891174E1,-2.215143776E1,-2.934314346E1
3.016438542E0,-1.261681366E1,-2.247361565E1,-2.892776108E1
3.036373542E0,-1.289395905E1,-2.286375999E1,-2.858024216E1
3.056308542E0,-1.325052643E1,-2.307755852E1,-2.871029663E1
3.076243542E0,-1.334275055E1,-2.354868889E1,-2.851609039E1
3.096178542E0,-1.369433594E1,-2.378868866E1,-2.826013565E1
3.116113542E0,-1.366871643E1,-2.384341812E1,-2.786588669E1
3.136048542E0,-1.408358002E1,-2.438252831E1,-2.793423080E1
3.155983542E0,-1.426288605E1,-2.452433586E1,-2.771033859E1
3.175918542E0,-1.432739258E1,-2.481291008E1,-2.765942001E1
3.195853542E0,-1.430738831E1,-2.499790955E1,-2.810443497E1
3.215788542E0,-1.425340271E1,-2.499542999E1,-2.820918655E1
3.235723542E0,-1.412949371E1,-2.492065811E1,-2.874097061E1
3.255658542E0,-1.384572601E1,-2.444218445E1,-2.885334778E1
3.275593542E0,-1.339677429E1,-2.406458282E1,-2.936109161E1
3.295528542E0,-1.311038971E1,-2.359018135E1,-3.036363602E1
3.315463542E0,-1.254154205E1,-2.265596199E1,-3.086196518E1
3.335398542E0,-1.202993011E1,-2.199801826E1,-3.211098862E1
