"Time (s)","X (hPa)"
-5.752124584E-1,1.017752838E3
4.300675417E-1,1.017753143E3
1.435411542E0,1.017753448E3
2.440720542E0,1.017758865E3
3.446015542E0,1.017760620E3
3.797623542E0,1.017763901E3
4.869959542E0,1.017763901E3
5.942314542E0,1.017767868E3
7.014636542E0,1.017771530E3
8.086995542E0,1.017779007E3
9.159329542E0,1.017787933E3
1.023164954E1,1.017801056E3
1.130400054E1,1.017811737E3
1.237627754E1,1.017829971E3
1.344854954E1,1.017850647E3
1.452084854E1,1.017868958E3
1.559319654E1,1.017879105E3
1.666554754E1,1.017893372E3
1.773791354E1,1.017900925E3
1.881031154E1,1.017901535E3
1.988271654E1,1.017902145E3
2.095512854E1,1.017904663E3
2.202752154E1,1.017904663E3
2.309993854E1,1.017900772E3
2.417228954E1,1.017899857E3
2.524461054E1,1.017899857E3
2.631701054E1,1.017900085E3
2.738934854E1,1.017901306E3
2.846167654E1,1.017908707E3
2.953399054E1,1.017908707E3
3.060632054E1,1.017906418E3
3.167863654E1,1.017906189E3
3.275097954E1,1.017906189E3
3.382334254E1,1.017906570E3
3.489570354E1,1.017908096E3
3.596803154E1,1.017915192E3
3.704039854E1,1.017915497E3
3.811276654E1,1.017915497E3
3.918509654E1,1.017915421E3
4.025742854E1,1.017914886E3
4.132974554E1,1.017911301E3
4.240209054E1,1.017904739E3
4.347445754E1,1.017899857E3
4.454685054E1,1.017898636E3
4.561924954E1,1.017896576E3
4.669159554E1,1.017896576E3
4.776392654E1,1.017897339E3
4.883627454E1,1.017901611E3
4.990864654E1,1.017902222E3
5.098100254E1,1.017902832E3
5.205334854E1,1.017903442E3
5.312568354E1,1.017907944E3
5.419800154E1,1.017907944E3
5.527028154E1,1.017908478E3
5.634252054E1,1.017908478E3
5.741477954E1,1.017908783E3
5.848711354E1,1.017909317E3
5.955938554E1,1.017909927E3
6.063167954E1,1.017913513E3
6.170396554E1,1.017913513E3
6.277627954E1,1.017911301E3
6.384856654E1,1.017903824E3
6.492087854E1,1.017903519E3
6.599319354E1,1.017901382E3
6.706549654E1,1.017901001E3
6.813778354E1,1.017901001E3
6.921003054E1,1.017908936E3
7.028233454E1,1.017908936E3
7.135465154E1,1.017908096E3
7.242698254E1,1.017905121E3
7.349930354E1,1.017904282E3
7.457163754E1,1.017892532E3
7.564395754E1,1.017889404E3
7.671623854E1,1.017889328E3
7.778856454E1,1.017889404E3
7.886087254E1,1.017889557E3
7.993320054E1,1.017898026E3
8.100549354E1,1.017901840E3
8.207777054E1,1.017902374E3
8.315004354E1,1.017906189E3
8.422233354E1,1.017906189E3
8.529465854E1,1.017901611E3
8.636701754E1,1.017897415E3
8.743934754E1,1.017895889E3
8.851162854E1,1.017894592E3
8.958390954E1,1.017894592E3
9.065619954E1,1.017900085E3
9.172849554E1,1.017905731E3
9.280077654E1,1.017908707E3
9.387309554E1,1.017914200E3
9.494540854E1,1.017918167E3
9.601773454E1,1.017919312E3
9.709007754E1,1.017921143E3
9.816244554E1,1.017921753E3
9.923480554E1,1.017921753E3
1.003071585E2,1.017917786E3
1.013795175E2,1.017913971E3
1.024518905E2,1.017912064E3
1.035242435E2,1.017908325E3
1.045966035E2,1.017904129E3
1.056689445E2,1.017904129E3
1.067412755E2,1.017909546E3
1.078135885E2,1.017914581E3
1.088860025E2,1.017918015E3
1.099584265E2,1.017922058E3
1.110308135E2,1.017922058E3
1.121031355E2,1.017920761E3
1.131754695E2,1.017920761E3
1.142477745E2,1.017920761E3
1.153201325E2,1.017920303E3
1.163924155E2,1.017920303E3
1.174647405E2,1.017921753E3
1.185370915E2,1.017924347E3
1.196093835E2,1.017926254E3
1.206817095E2,1.017931824E3
1.217539855E2,1.017935715E3
1.228262765E2,1.017937164E3
1.238985785E2,1.017937317E3
1.249708955E2,1.017938995E3
1.260432225E2,1.017941589E3
1.271155245E2,1.017944565E3
1.281878445E2,1.017948685E3
1.292602235E2,1.017949524E3
1.303325895E2,1.017949524E3
1.314049215E2,1.017949142E3
1.324772725E2,1.017949142E3
1.335495825E2,1.017951736E3
1.346219095E2,1.017951889E3
1.356942665E2,1.017951889E3
1.367666035E2,1.017950058E3
